source	target
libh-se	libhse
conus	conas
deineadh	rinneadh
bpeictiúirí	bpictiúir
annso	anseo
deintear	déantar
peictiúir	pictiúir
ad	i do
peidhleacán	féileacán
i gan fhios	i ngan fhios
peictiúirí	pictiúir
hoidhche	hoíche
fheiscint	fheiceáil
teicheadh	teitheadh
ó sna	ó na
peictiúir	pictiúir
annso	anseo
chughat	chugat
rabhais	raibh tú
i n-aon	in aon
chontabhairt	chontúirt
B'shin	Ba sin
bhfeiscint	bhfeiceáil
dóichín	dóithín
b'fhearra	b'fhearr
dhuit	duit
ortha	orthu
truagh	trua
rugas	rug mé
bpeidhleacán	bhféileacán
bpeictiúir	bpictiúir
ins na	sna
peidhleacáin	féileacáin
fheaca	fhaca
im'	i mo
shaoghal	shaol
leasmuigh	lasmuigh
de'n	den
uathbhás	uafás
saoghail	saoil
oidhche	oíche
ortha	orthu
bhreágh	bhreá
ortha	orthu
croidhe	croí
de sna	de na
peidhleacáin	féileacáin
ortha	orthu
thar n-ais	ar ais
teasbáint	taispeáint
do sna	do na
ná creidfeadh	nach gcreidfeadh
éinne	aon duine
aca	acu
foluighthe	folaithe
seod	seoid
teasbáint	taispeáint
ortha	orthu
innsint	insint
ionnta	iontu
Bhfuil	bhFuil
aca	acu
Má's	Más
scuirfead	scoirfidh mé
leigint	ligean
hoidhche	hoíche
ortha	orthu
baoghal	baol
baoghal	baol
ró-fhada	rófhada
aca	acu
Bhfuil	bhFuil
bhaoghal	bhaol
i gan fhios	i ngan fhios
aca	acu
i n-éinfheacht	in éineacht
ort-sa	ortsa
oidhche	oíche
baoghalach	baolach
ná raibh	nach raibh
innsint	insint
rádh	rá
D'á	Dá
do labhair	a labhair
Téighimís	Téimis
faitchíos	faitíos
théighimíd	théimid
conus	conas
thiocfaimíd	thiocfaimid
thar n-ais	ar ais
Bead-sa	Beidh mise
annso	anseo
hoidhche	hoíche
i n-áirde	in airde
leigfeadh	ligfeadh
gádh	gá
dhaoibh	daoibh
roimis	roimhe
fíor-annamh	fíorannamh
oidhche	oíche
ort-sa	ortsa
oidhche	oíche
san	sin
ó'n	ón
fé n-a	faoina
aca	acu
peidhleacáin	féileacáin
ionnta	iontu
fágaint	fágáil
ana-áthas	an-áthas
ná raibh	nach raibh
ná tabharfadh	nach dtabharfadh
sean-duine	seanduine
choidhche	choíche
ist oidhche	istoíche
Dhein	Rinne
d'á	dá
scuir	scoir
dhóibh	dóibh
thairis	thar
barra-thuisle	barrthuisle
ortha	orthu
fé	faoi
chonnaic	chonaic
fé	faoi
ar fuaid	ar fud
leig	lig
éan	aon
árd	ard
chroidhe	chroí
croidhe	croí
tiugh	tiubh
leig	lig
nidh	ní
croidhe	croí
siubhal	siúl
aicillidhe	aclaí
mhada	mhadra
aca	acu
shoillse	shoilse
tiugh	tiubh
dhuilleabhar	dhuilliúr
ós a gcionn	os a gcionn
i n-áirde	in airde
ó sna	ó na
ó sna	ó na
tuir	toir
corruighe	corraí
samhluigheadh	samhlaíodh
billeoga	bileoga
le n-a	lena
bharraí	bharra
chughainn	chugainn
chughainn	chugainn
chughainn	chugainn
aca	acu
Le n-a	Lena
chonnaic	chonaic
peidhleacán	féileacán
foluamhain	foluain
ós cionn	os cionn
mbláth	mbláthanna
D'imthigh	D'imigh
dhe	de
fheaca	fhaca
peidhleacán	féileacán
háluinn	hálainn
lonnradh	lonradh
doircheacht	dorchacht
dhóibh	dóibh
ró-fhada	rófhada
leanamhaint	leanúint
pheidhleacáin	fhéileacáin
áluinn	álainn
ndiamhaireacht	ndiamhracht
Fé	Faoi
dheire	dheireadh
leagaint	leagan
bhfeacaís	bhfaca tú
nidh	ní
háluinn	hálainn
do chuir	chuir
ta	tá
chughainn	chugainn
asta	astu
éalódh	éalú
tré	trí
crannaibh	crainn
siubhal	siúl
héadtrom	héadrom
san	sin
ná brisfeadh	nach mbrisfeadh
fé n-a	faoina
chosaibh	chosa
san	sin
gurab	gur
fheiscint	fheiceáil
leaigh	leac
gcroide	gcroí
Chonnacadar	Chonaiceadar
fé sna	faoi na
tuir	toir
shleamhnuigh	shleamhnaigh
shocruigh	shocraigh
tuir	toir
leasmuigh	lasmuigh
de'n	den
ó'n	ón
ní	níor
Feicimís	Feicimis
imthighthe	imithe
phuill	phoill
duadh	dua
tuir	toir
leath-taobh	leataobh
uatha	uathu
sceinn	scinn
Chonnacadar	Chonaiceadar
uatha	uathu
fé	faoi
chúluigh	chúlaigh
fé	faoi
de'n	den
Árd-Chomhairle	Ardchomhairle
eadh	ea
éalódh	éalú
tré sna	trí na
hoidhche	hoíche
Leanaimís	Leanaimis
shleamhnuigh	shleamhnaigh
san	sin
lamhancán	lámhacán
ar dtúis	ar dtús
chuaidh	chuaigh
n-aoirde	n-airde
mbonnaibh	mbonnaí
laimh	láimh
faitchíos	faitíos
scéitheachtaint	sceitheadh
thimcheall	thimpeall
éinne	aon duine
ortha	orthu
ó'n	ón
ró-bhaoghal	róbhaol
ó sna	ó na
uain	uaimh
aca	acu
loirgne	lorgaí
i gcoinnibh	i gcoinne
caithte	caite
abhfus	abhus
úrlár	urlár
do chuir	chuir
nidh	ní
annso	anseo
fé	faoi
ortha	orthu
fútha	fúthu
asta	astu
do réir	de réir
druideamhaint	druidim
Eiteallán	Eitleán
ádhbhal-mhór	ábhalmhór
eiteallán	eitleán
fé	faoi
úrlár	urlár
úrlár	urlár
uatha	uathu
hinfhiúchadh	hiniúchadh
tóirneach	toirneach
fútha	fúthu
fé	faoi
úrlár	urlár
bhféadaimís	bhféadaimis
dh'árdú	d'ardú
scéidh	sceith
mór-thimcheall	mórthimpeall
feiscint	feiceáil
na fallaí	na ballaí
glioscarnaigh	glioscarnach
tsolas	solas
taisiriú	taisriú
tríotha	tríothu
mhéireanna	mhéar
de'n	den
úrlár	urlár
mhothuigh	mhothaigh
Do dhruid	Dhruid
snámhghail	snámhaíocht
úrlár	urlár
Chonnacadar	Chonaiceadar
daonnuidhe	daonnaí
feiscint	feiceáil
fé	faoi
siubhail	siúil
i n-éinfheacht	in éineacht
Téighimís	Téimis
fheiscint	fheiceáil
shiubhladar	shiúladar
timcheall	timpeall
infhiúchadh	iniúchadh
i nÉirinn	in Éirinn
uibh	ubh
chruaidh	chrua
lonnradh	lonradh
spréacharnaigh	spréacharnach
tsolas	solas
suic	soic
tsoc	soc
d'ár	dár
deineadh	déanadh
plaosc	blaosc
uibh	ubh
iongantach	iontach
conus	conas
annso	anseo
hobann	tobann
corruighe	corraí
bhairricíní	bharraicíní
ortha	orthu
anál	anáil
ionnta	iontu
chonnacadar	chonaiceadar
ortha	orthu
