source	target
mar	mar
nár	nár
leigeadh	ligeadh
d'éinne	d'aon duine
dul	dul
i n-aice	in aice
na	na
cearnóige	cearnóige
ach	ach
\n	\n
amháin	amháin
na	na
saighdiúirí	saighdiúirí
agus	agus
taoisigh	taoisigh
an	an
airm	airm
.	.
”	”
\n	\n
\n	\n
“	“
Agus	Agus
cad	cad
a	a
thárla	tharla
?	?
”	”
\n	\n
\n	\n
___MANANPH_00002___	___MANANPH_00002___
\n	\n
\n	\n
“	“
Do	Do
ghabhadh	ghabhadh
Grágó	Grágó
go	go
moch	moch
ar	ar
maidin	maidin
,	,
agus	agus
do cuireadh	cuireadh
\n	\n
d'fhiachaibh	d'fhiacha
air	air
a	a
choirthe	choirthe
d'admháil	d'admháil
.	.
”	”
\n	\n
\n	\n
“	“
Conus	Conas
a	a
cuireadh	cuireadh
d'fhiachaibh	d'fhiacha
air	air
a	a
choirthe	choirthe
d'admháil	d'admháil
?	?
”	”
\n	\n
\n	\n
“	“
Níl	Níl
fhios	fhios
agam	agam
,	,
a	a
mhic	mhic
.	.
Tá	Tá
slighte	slite
aca	acu
san	san
áit	áit
seo	seo
\n	\n
chun	chun
daoine	daoine
a	a
chur	chur
ag	ag
caint	caint
,	,
agus	agus
táim	táim
á	á
cheapadh	cheapadh
nách	nach
\n	\n
ró-dheas	ródheas
na	na
slighte	slite
iad	iad
,	,
agus	agus
gur	gur
fearr	fearr
gan	gan
a	a
bheith	bheith
ag	ag
\n	\n
cuimhneamh	cuimhneamh
ortha	orthu
.	.
Ar	Ar
aon	aon
chuma	chuma
d'admhuigh	d'admhaigh
Grágó	Grágó
go	go
raibh	raibh
\n	\n
comh-cheilg	comhcheilg
á	á
dhéanamh	dhéanamh
aige	aige
i gcoinnibh	i gcoinne
an	an
Árd-Mháighistir	Árd-Mháighistir
agus	agus
\n	\n
d'innis	d'inis
sé	sé
ainmneacha	ainmneacha
na	na
n-oifigeach	n-oifigeach
airm	airm
a	a
bhí	bhí
páirteach	páirteach
\n	\n
leis	leis
san	san
iarracht	iarracht
.	.
Do	Do
gabhadh	gabhadh
iad-san	iadsan
agus	agus
do cuireadh	cuireadh
\n	\n
oifigigh	oifigigh
eile	eile
i	i
mbun	mbun
a	a
gcod'	gcuid
fear	fear
.	.
Bhí	Bhí
na	na
saighdiúirí	saighdiúirí
ina	ina
\n	\n
seasamh	seasamh
ina	ina
línte	línte
dlútha	dlútha
sa	sa
chearnóig	chearnóg
nuair	nuair
a	a
bhuail	bhuail
buille	buille
\n	\n
an	an
mheadhon-lae	mheán lae
.	.
Ar	Ar
nóimit	nóiméad
na	na
huaire	huaire
do	do
connacathas	chonacthas
\n	\n
mar	mar
a	a
bheadh	bheadh
scoilt	scoilt
bheag	bheag
sa	sa
talamh	talamh
i	i
lár	lár
na	na
cearnóige	cearnóige
.	.
\n	\n
Chuaidh	Chuaigh
an	an
scoilt	scoilt
i	i
méid	méid
agus	agus
i	i
leithead	leithead
go	go
dtí	dtí
gur	gur
éirigh	éirigh
\n	\n
an	an
t-inneall	t-inneall
mór	mór
groidhe	groí
aníos	aníos
chúcha	chucu
as	as
an dtalamh	an talamh
.	.
Bhí	Bhí
\n	\n
innste	inste
ag	ag
an	an
Árd-Mháighistir	Árd-Mháighistir
do sna	do na
saighdiúirí	saighdiúirí
cad	cad
a	a
bhí	bhí
\n	\n
le	le
déanamh	déanamh
aca	acu
,	,
agus	agus
do chuireadar	chuireadar
liúgh	liú
asta	astu
fé	faoi
mar	mar
\n	\n
a	a
bheidís	bheidís
ag	ag
fáiltiú	fáiltiú
roimis	roimhe
.	.
Ní	Ní
raibh	raibh
aon	aon
droch-amhras	drochamhras
\n	\n
ag	ag
lucht	lucht
an	an
innill	innill
ortha	orthu
.	.
D'oscluigheadar	D'osclaíodar
an	an
chomhla	chomhla
agus	agus
\n	\n
phreabadar	phreabadar
amach	amach
.	.
Chomh	Chomh
luath	luath
agus	agus
a	a
bhí	bhí
an	an
fear	fear
deireannach	deireanach
\n	\n
tagaithe	tagtha
as	as
,	,
do	do
bhrúigh	bhrúigh
na	na
saighdiúirí	saighdiúirí
timcheall	timpeall
ortha	orthu
,	,
do	do
\n	\n
bhaineadar	bhaineadar
díobh	díobh
a	a
gcuid	gcuid
airm	airm
agus	agus
do dheineadar	rinneadar
\n	\n
príosúnaigh	príosúnach
de	de
gach	gach
mac	mac
máthar	máthar
aca	acu
.	.
”	”
\n	\n
\n	\n
Chuir	Chuir
Brian	Brian
liúgh	liú
as	as
le	le
sult	sult
agus	agus
le	le
spórt	spórt
.	.
\n	\n
\n	\n
“	“
Truagh	Trua
gan	gan
mé	mé
a	a
bheith	bheith
ann	ann
,	,
”	”
ar	ar
seisean	seisean
.	.
“	“
Ba	Ba
\n	\n
mhaith	mhaith
liom	liom
a	a
fheiscint	fheiceáil
cad	cad
iad	iad
an	an
dá	dá
shúil	shúil
mhóra	mhóra
a	a
tháinig	tháinig
\n	\n
\n	\n
___MANANPH_00003___	___MANANPH_00003___
\n	\n
do	do
gach	gach
duine	duine
aca	acu
nuair	nuair
a	a
thuigeadar	thuigeadar
nách	nach
ag	ag
fáiltiú	fáiltiú
\n	\n
rómpa	rompu
a	a
bhí	bhí
na	na
saighdiúirí	saighdiúirí
.	.
Ní	Ní
fheadar	fheadar
cad	cad
a	a
déanfar	déanfar
\n	\n
anois	anois
leo	leo
?	?
”	”
\n	\n
\n	\n
“	“
Níl	Níl
fhios	fhios
agam	agam
.	.
Tá	Tá
slighte	slite
d'á	dá
chuid	chuid
féin	féin
ag	ag
an	an
\n	\n
Árd-Mháighistir	Árd-Mháighistir
chun	chun
a	a
naimhde	naimhde
a	a
chur	chur
d'á	dá
dtreoir	dtreoir
,	,
”	”
agus	agus
\n	\n
d'fháisc	d'fháisc
an	an
réaltóir	réaltóir
a	a
bhéal	bhéal
ar	ar
a	a
chéile	chéile
go	go
dlúth	dlúth
,	,
agus	agus
ní	ní
\n	\n
dubhairt	dúirt
a	a
thuille	thuilleadh
.	.
\n	\n
\n	\n
Níorbh	Níorbh
fhada	fhada
ina	ina
dhiaidh	dhiaidh
san	sin
go dtáinig	gur tháinig
Ámón	Ámón
isteach	isteach
\n	\n
sa	sa
tseomra	seomra
chúcha	chucu
.	.
\n	\n
\n	\n
“	“
Thánag	Tháinig mé
chun	chun
mo	mo
bhuidheachas	bhuíochas
a	a
ghabháil	ghabháil
leat	leat
,	,
a	a
Bhriain	Bhriain
,	,
”	”
\n	\n
ar	ar
seisean	seisean
.	.
“	“
Tá	Tá
Nící	Nící
tar	tar
éis	éis
a	a
innsint	insint
dom	dom
conus	conas
a	a
\n	\n
shábháilis	shábháil tú
ó'n	ón
mbás	mbás
é	é
nuair	nuair
a	a
bhí	bhí
sé	sé
a	a
shúghadh	shú
síos	síos
sa	sa
bhogach	bhogach
\n	\n
shúghraic	shúghraic
.	.
”	”
\n	\n
\n	\n
“	“
Cad	Cad
so	seo
?	?
Cad	Cad
so	seo
?	?
”	”
arsa	arsa
an	an
réaltóir	réaltóir
agus	agus
árd-iongnadh	ardionadh
\n	\n
air	air
.	.
\n	\n
\n	\n
“	“
Nár	Nár
innis	inis
sé	sé
dhuit	duit
i	i
dtaobh	dtaobh
an	an
bhogaigh	bhogaigh
?	?
”	”
arsa	arsa
Ámón	Ámón
.	.
\n	\n
\n	\n
“	“
Níor	Níor
innis	inis
,	,
ná	ná
aon	aon
fhocal	fhocal
ina	ina
thaobh	thaobh
.	.
”	”
\n	\n
\n	\n
Leis	Leis
sin	sin
thug	thug
Ámón	Ámón
lán-chúntas	lán-chúntas
dó	dó
ar	ar
imtheachta	imeachta
na	na
\n	\n
hoidhche	hoíche
agus	agus
ar	ar
an	an
gcallshaoth	gcallshaoth
a	a
fuaireadar	fuaireadar
sa	sa
bhogach	bhogach
agus	agus
\n	\n
ar	ar
an dtráigh	an trá
.	.
Ní	Ní
miste	miste
a	a
rádh	rá
go	go
raibh	raibh
an	an
réaltóir	réaltóir
go	go
\n	\n
buidheach	buíoch
beannachtach	beannachtach
i	i
dtaobh	dtaobh
a	a
fheabhas	fheabhas
a	a
thángadar	thángadar
as	as
.	.
\n	\n
\n	\n
“	“
Éirigh	Éirigh
,	,
a	a
mhic	mhic
,	,
”	”
arsa	arsa
Ámón	Ámón
i	i
gceann	gceann
tamaill	tamaill
.	.
“	“
Ba	Ba
\n	\n
mhaith	mhaith
leis	leis
an	an
Árd-Mháighistir	Árd-Mháighistir
tú	tú
féin	féin
agus	agus
Nící	Nící
a	a
fheiscint	fheiceáil
.	.
”	”
\n	\n
\n	\n
Ba	Ba
ghairid	ghairid
an	an
mhoill	mhoill
ar	ar
Bhrian	Bhrian
é	é
féin	féin
a	a
nighe	ní
agus	agus
a	a
\n	\n
chuid	chuid
éadaigh	éadaigh
a	a
chur	chur
uime	uime
,	,
agus	agus
níorbh	níorbh
fhada	fhada
go	go
raibh	raibh
sé	sé
\n	\n
\n	\n
___MANANPH_00004___	___MANANPH_00004___
\n	\n
féin	féin
agus	agus
Nící	Nící
agus	agus
an	an
ceathrar	ceathrar
fear	fear
ina	ina
suidhe	suí
ar	ar
cheann	cheann
\n	\n
de sna	de na
casáin	cosáin
sa	sa
tsráid	tsráid
,	,
agus	agus
an	an
casán	cosán
ag	ag
cur	cur
de	de
go	go
\n	\n
tiugh	tiubh
.	.
Ag	Ag
gabháil	gabháil
tríd	tríd
an	an
gcearnóig	gcearnóg
dóibh	dóibh
chonnacadar	chonaiceadar
\n	\n
scata	scata
fear	fear
ag	ag
deisiú	deisiú
an	an
phuill	phoill
a	a
dhein	rinne
an	an
t-inneall	t-inneall
ina	ina
\n	\n
lár	lár
.	.
Do	Do
gháir	gháir
Ámón	Ámón
agus	agus
do	do
shín	shín
a	a
mhéar	mhéar
fútha	fúthu
.	.
\n	\n
\n	\n
“	“
Féach	Féach
iad	iad
,	,
”	”
ar	ar
seisean	seisean
.	.
“	“
Ba	Ba
ghairid	ghairid
an	an
mhoill	mhoill
ar	ar
\n	\n
an	an
Árd-Mháighistir	Árd-Mháighistir
obair	obair
a	a
sholáthar	sholáthar
dóibh	dóibh
.	.
”	”
\n	\n
\n	\n
“	“
Cé	Cé
hiad	hiad
féin	féin
?	?
”	”
arsa	arsa
Máirtín	Máirtín
.	.
\n	\n
\n	\n
“	“
Sin	Sin
iad	iad
an	an
dream	dream
a	a
tháinig	tháinig
san	san
inneall	inneall
chughainn	chugainn
ó	ó
\n	\n
chianaibh	chianaibh
,	,
”	”
arsa	arsa
Ámón	Ámón
agus	agus
é	é
ag	ag
gáiridhe	gáire
.	.
\n	\n
\n	\n
Bhí	Bhí
na	na
fir	fir
ag	ag
obair	obair
ar	ar
a	a
ndícheall	ndícheall
.	.
Thug	Thug
Brian	Brian
fé ndeara	faoi deara
\n	\n
go	go
raibh	raibh
ceann	ceann
gach	gach
fir	fir
cromtha	cromtha
anuas	anuas
ar	ar
a	a
ucht	ucht
,	,
\n	\n
agus	agus
go	go
rabhadar	rabhadar
ag	ag
obair	obair
ar	ar
comh-tharraing	comhtharraing
mar	mar
a	a
bheadh	bheadh
\n	\n
fuireann	foireann
bháid	bháid
ag	ag
iomramh	iomramh
.	.
Tuigeadh	Tuigeadh
dó	dó
ná raibh	nach raibh
ionnta	iontu
\n	\n
ach	ach
mar	mar
a	a
bheadh	bheadh
innill	innill
nó	nó
róboit	róboit
agus	agus
do	do
chorruigh	chorraigh
a	a
chuid	chuid
\n	\n
fola	fola
.	.
Bhí	Bhí
béal	béal
an	an
réaltóra	réaltóra
fáiscithe	fáiscthe
ar	ar
a	a
chéile	chéile
go	go
dlúth	dlúth
.	.
\n	\n
\n	\n
“	“
Ba	Ba
shaoire	shaoire
dhóibh	dóibh
bás	bás
d'fháil	d'fháil
,	,
”	”
ar	ar
seisean	seisean
as	as
Gaedhilg	Gaeilge
.	.
\n	\n
“	“
Is	Is
dócha	dócha
gur	gur
mar	mar
sin	sin
a	a
déanfaí	dhéanfaí
linne	linne
é	é
dá	dá
bhfuightí	bhfaightí
\n	\n
cionntach	ciontach
sinn	sinn
,	,
”	”
arsa	arsa
Máirtín	Máirtín
le	le
hÁmón	hÁmón
.	.
\n	\n
\n	\n
Níor dhein	Ní dhearna
Ámón	Ámón
ach	ach
gáire	gáire
breágh	breá
subháilceach	suáilceach
a	a
chur	chur
\n	\n
as	as
.	.
\n	\n
\n	\n
“	“
B'fhéidir	B'fhéidir
é	é
,	,
”	”
ar	ar
seisean	seisean
.	.
“	“
Deineann	Déanann
an	an
tárd-Mháighistir	tárd-Mháighistir
\n	\n
a	a
dhícheall	dhícheall
ar	ar
an	an
bpíonós	bpionós
a	a
chur	chur
i	i
n-oireamhaint	n-oiriúint
\n	\n
do'n	don
choir	choir
is	is
cúis	cúis
leis	leis
.	.
Féach	Féach
,	,
”	”
ar	ar
seisean	seisean
,	,
“	“
an	an
bhfeiceann	bhfeiceann
\n	\n
sibh	sibh
an	an
fear	fear
san	sin
thall	thall
annsan	ansin
ar	ar
an	an
gcasán	gcosán
eile	eile
?	?
”	”
\n	\n
\n	\n
___MANANPH_00005___	___MANANPH_00005___
\n	\n
\n	\n
“	“
Chím	Fheicim
é	é
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
“	“
Cad	Cad
'na	ina
thaobh	thaobh
go	go
\n	\n
bhfuil	bhfuil
a	a
dhá	dhá
láimh	láimh
ar	ar
leathadh	leathadh
aige	aige
?	?
”	”
\n	\n
\n	\n
“	“
Fear	Fear
pócaí	pócaí
a	a
phiocadh	phiocadh
is	is
eadh	ea
é	é
siúd	siúd
,	,
”	”
arsa	arsa
Ámón	Ámón
.	.
\n	\n
“	“
Do	Do
rugadh	rugadh
air	air
sa	sa
choir	choir
agus	agus
do	do
tugadh	tugadh
i	i
láthair	láthair
an	an
Árd	Ard
-	-
\n	\n
Mháighistir	Mháistir
é	é
.	.
Sé	Sé
píonós	pionós
a	a
chuir	chuir
seisean	seisean
air	air
ná	ná
sruthán	sruthán
\n	\n
aibhléise	aibhléise
a	a
chur	chur
tré	trí
mhéireanna	mhéar
a	a
lámh	lámh
,	,
agus	agus
má	má
bhuaileann	bhuaileann
\n	\n
sé	sé
méar	méar
ar	ar
éinní	aon ní
feasta	feasta
raghaidh	rachaidh
an	an
sruthán	sruthán
san	sin
tré	tré
n-a	a
\n	\n
cholainn	cholainn
ar	ar
fad	fad
agus	agus
marbhóchthar	marófar
é	é
.	.
”	”
\n	\n
\n	\n
“	“
Ach	Ach
caillfear	caillfear
de'n	den
ocras	ocras
é	é
,	,
”	”
arsa	arsa
Brian	Brian
,	,
“	“
mar	mar
\n	\n
ná	ná
féadfaidh	féadfaidh
sé	sé
breith	breith
ar	ar
ghreim	ghreim
bídh	bia
le	le
cur	cur
ina	ina
bhéal	bhéal
.	.
”	”
\n	\n
\n	\n
Níor dhein	Ní dhearna
Ámón	Ámón
ach	ach
searradh	searradh
a	a
bhaint	bhaint
as	as
a	a
ghuailne	ghuaillí
.	.
\n	\n
\n	\n
“	“
Caillfear	Caillfear
é	é
,	,
”	”
ar	ar
seisean	seisean
,	,
“	“
mara	mara
bhfuighidh	bhfaighidh
sé	sé
duine	duine
\n	\n
éigin	éigin
chun	chun
an	an
biadh	bia
a	a
chur	chur
ina	ina
bhéal	bhéal
.	.
”	”
\n	\n
\n	\n
Bhí	Bhí
an	an
tárd-Mháighistir	tárd-Mháighistir
suidhte	suite
ina	ina
chathaoir	chathaoir
uasail	uasail
\n	\n
san	sa
halla	halla
fada	fada
fairsing	fairsing
rómpa	rompu
,	,
díreach	díreach
mar	mar
a	a
bhí	bhí
an	an
\n	\n
chéad	chéad
lá	lá
a	a
chonnacadar	chonaiceadar
é	é
.	.
Do	Do
gháir	gháir
sé	sé
leis	leis
na	na
garsúin	garsúin
,	,
\n	\n
agus	agus
do labhair	labhair
go	go
séimh	séimh
leo	leo
.	.
\n	\n
\n	\n
“	“
Is	Is
maith	maith
liom	liom
a	a
fheiscint	fheiceáil
nách	nach
measade	measade
sibh	sibh
obair	obair
na	na
\n	\n
hoidhche	hoíche
aréir	aréir
,	,
”	”
ar	ar
seisean	seisean
.	.
Do labhair	Labhair
sé	sé
leis	leis
na	na
fearaibh	fir
\n	\n
annsan	ansin
.	.
Do	Do
ghaibh	ghabh
sé	sé
a	a
leath-scéal	leithscéal
arís	arís
leo	leo
i	i
dtaobh	dtaobh
iad	iad
\n	\n
a	a
chur	chur
sa	sa
phríosún	phríosún
,	,
agus	agus
dubhairt	dúirt
leo	leo
go	go
mbeadh	mbeadh
breith	breith
\n	\n
a	a
mbéil	mbéil
féin	féin
le	le
fáil	fáil
aca	acu
uaidh	uaidh
.	.
\n	\n
\n	\n
“	“
Aon	Aon
nidh	ní
atá	atá
uaibh	uaibh
feasta	feasta
,	,
”	”
ar	ar
seisean	seisean
,	,
“	“
níl	níl
agaibh	agaibh
\n	\n
ach	ach
é	é
iarraidh	iarraidh
agus	agus
beidh	beidh
sé	sé
le	le
fáil	fáil
agaibh	agaibh
.	.
”	”
\n	\n
\n	\n
Do labhair	Labhair
an	an
réaltóir	réaltóir
tar cheann	thar ceann
na	na
bhfear	bhfear
eile	eile
agus	agus
\n	\n
dubhairt	dúirt
ná raibh	nach raibh
uatha	uathu
ach	ach
cead	cead
a	a
bheith	bheith
aca	acu
chun	chun
imtheacht	imeacht
ar	ar
\n	\n
\n	\n
___MANANPH_00006___	___MANANPH_00006___
\n	\n
fuaid	fud
na	na
cathrach	cathrach
agus	agus
eolas	eolas
a	a
chur	chur
ar	ar
an	an
áit	áit
agus	agus
\n	\n
ar	ar
mhuintir	mhuintir
na	na
háite	háite
,	,
agus	agus
stuidéar	staidéar
a	a
dheanamh	dhéanamh
ar	ar
na	na
\n	\n
nósanna	nósanna
a	a
bhí	bhí
aca	acu
agus	agus
ar	ar
an	an
obair	obair
a	a
dheinidís	dhéanfaidís
.	.
Dubhairt	Dúirt
\n	\n
an	an
tárd-Mháighistir	tárd-Mháighistir
go	go
mbeadh	mbeadh
an	an
cead	cead
san	sin
le	le
fáil	fáil
aca	acu
,	,
\n	\n
agus	agus
go	go
bhféachfadh	bhféachfadh
Ámón	Ámón
chuige	chuige
go	go
dtabharfadh	dtabharfadh
gach	gach
duine	duine
\n	\n
sa	sa
chathair	chathair
gach	gach
aon	aon
chabhair	chabhair
agus	agus
gach	gach
aon	aon
eolas	eolas
dóibh	dóibh
,	,
do réir	de réir
\n	\n
mar	mar
a	a
bheadh	bheadh
ag	ag
teastáil	teastáil
uatha	uatha
.	.
\n	\n
\n	\n
“	“
Is	Is
oth	oth
liom	liom
ná	ná
féadfaidh	féadfaidh
sibh	sibh
dul	dul
ar fuaid	ar fud
na	na
tuaithe	tuaithe
\n	\n
chomh	chomh
maith	maith
,	,
”	”
ar	ar
seisean	seisean
,	,
“	“
ach	ach
táimíd	táimid
teanntuighthe	teanntaithe
istigh	istigh
\n	\n
sa	sa
chathair	chathair
ages	ag
na	na
Cráidhmí	Cráidhmí
,	,
agus	agus
is	is
beag	beag
má	má
leómhann	leomhann
\n	\n
éinne	aon duine
dul	dul
thar	thar
crios	crios
na	na
haibhléise	haibhléise
amach	amach
.	.
”	”
\n	\n
\n	\n
“	“
I	I
gcead	gcead
duit	duit
,	,
a	a
Árd-Mháighistir	Árd-Mháighistir
,	,
”	”
arsa	arsa
Máirtín	Máirtín
,	,
\n	\n
“	“
ba	ba
mhaith	mhaith
liom	liom
focal	focal
a	a
rádh	rá
leat	leat
i	i
dtaobh	dtaobh
na	na
gCráidhmí	gCráidhmí
úd	úd
.	.
”	”
\n	\n
\n	\n
“	“
Abair	Abair
leat	leat
,	,
”	”
arsa	arsa
an	an
tárd-Mháighistir	tárd-Mháighistir
.	.
\n	\n
\n	\n
“	“
Bhíos	Bhí mé
ag	ag
déanamh	déanamh
mo	mo
mhachtnaimh	mhachnaimh
ortha	orthu
faid	faid
a	a
bhíos	bhí mé
\n	\n
sa	sa
phríosún	phríosún
,	,
”	”
arsa	arsa
Máirtín	Máirtín
,	,
“	“
agus	agus
do	do
chuimhnigheas	chuimhnigh mé
ar	ar
\n	\n
sheift	sheift
chun	chun
iad	iad
a	a
dhísciú	dhísciú
.	.
”	”
\n	\n
\n	\n
“	“
Má	Má
fhéadann	fhéadann
tú	tú
seift	seift
a	a
cheapadh	cheapadh
chun	chun
deire	deireadh
a	a
chur	chur
\n	\n
leis	leis
na	na
Cráidhmí	Cráidhmí
,	,
”	”
arsa	arsa
an	an
tárd-Mháighistir	tárd-Mháighistir
,	,
“	“
beidh	beidh
a	a
\n	\n
bhfuil	bhfuil
sa	sa
chathair	chathair
seo	seo
buidheach	buíoch
díot	díot
.	.
”	”
\n	\n
\n	\n
Do tharraing	Tharraing
Máirtín	Máirtín
páipéar	páipéar
as	as
a	a
phóca	phóca
agus	agus
do	do
\n	\n
shín	shín
chuige	chuige
é	é
.	.
\n	\n
\n	\n
“	“
Féach	Féach
air	air
sin	sin
,	,
”	”
ar	ar
seisean	seisean
.	.
\n	\n
\n	\n
D'infhiúch	D'iniúch
an	an
tárd-Mháighistir	tárd-Mháighistir
an	an
páipéar	páipéar
ar	ar
feadh	feadh
\n	\n
i	i
bhfad	bhfad
.	.
\n	\n
\n	\n
___MANANPH_00007___	___MANANPH_00007___
\n	\n
\n	\n
“	“
An	An
dóigh	dóigh
leat	leat
an	an
bhféadfá	bhféadfá
é	é
dhéanamh	dhéanamh
?	?
”	”
ar	ar
seisean	seisean
.	.
\n	\n
\n	\n
“	“
Déanfad	Déanfaidh mé
é	é
má	má
thugann	thugann
tusa	tusa
dhom	dom
gach	gach
aon	aon
chóir	chóir
\n	\n
a	a
bheidh	bheidh
ag	ag
teastáil	teastáil
uaim	uaim
chun	chun
a	a
dhéanta	dhéanta
.	.
”	”
\n	\n
\n	\n
“	“
Gheobhair	Gheobhaidh tú
gach	gach
aon	aon
nidh	ní
d'á	dá
mbeidh	mbeidh
uait	uait
,	,
ná	ná
bíodh	bíodh
aon	aon
\n	\n
eagla	eagla
ort	ort
,	,
”	”
arsa	arsa
an	an
tárd-Mháighistir	tárd-Mháighistir
.	.
“	“
A	A
Shínó	Shínó
,	,
”	”
ar	ar
\n	\n
seisean	seisean
,	,
“	“
tar	tar
i	i
leith	leith
.	.
”	”
\n	\n
\n	\n
Tháinig	Tháinig
duine	duine
de'n	den
Árd-Chomhairle	Ardchomhairle
anall	anall
chúcha	chucu
.	.
Fear	Fear
\n	\n
scoth-aosta	scothaosta
liath	liath
a	a
bhí	bhí
ann	ann
,	,
go	go
raibh	raibh
baitheas	baithis
árd	ard
,	,
leathan	leathan
,	,
air	air
.	.
\n	\n
\n	\n
“	“
Sé	Sé
Sínó	Sínó
árd-eoluidhe	árd-eoluidhe
na	na
cathrach	cathrach
,	,
”	”
arsa	arsa
an	an
tÁrd	tArd
-	-
\n	\n
Mháighistir	Mháistir
.	.
“	“
Beir	Beir
leat	leat
an	an
duine	duine
uasal	uasal
so	seo
,	,
”	”
ar	ar
seisean	seisean
\n	\n
leis	leis
,	,
“	“
agus	agus
dein	déan
mar	mar
a	a
déarfaidh	déarfaidh
sé	sé
leat	leat
.	.
”	”
\n	\n
\n	\n
D'imthigh	D'imigh
an	an
chuid	chuid
eile	eile
aca	acu
abhaile	abhaile
agus	agus
iongnadh	ionadh
ar	ar
a	a
\n	\n
gcroidhe	gcroí
.	.
\n	\n
\n	\n
“	“
Ní	Ní
fheadar	fheadar
cad	cad
tá	tá
ar	ar
aigne	aigne
aige	aige
a	a
dhéanamh	dhéanamh
,	,
”	”
arsa	arsa
\n	\n
Seán	Seán
.	.
“	“
Nách	Nach
mór	mór
an	an
t-iongnadh	t-ionadh
ná	nach
dubhairt	ndúirt
sé	sé
focal	focal
\n	\n
le	le
ceachtar	ceachtar
againne	againne
ina	ina
thaobh	thaobh
,	,
pé	pé
nidh	ní
é	é
.	.
”	”
\n	\n
\n	\n
“	“
Sin	Sin
é	é
an	an
saghas	saghas
duine	duine
é	é
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
“	“
Ní	Ní
\n	\n
maith	maith
leis	leis
focal	focal
a	a
leigint	ligean
thar	thar
a	a
bhéal	bhéal
i	i
dtaobh	dtaobh
aon	aon
nidh	ní
a	a
\n	\n
bhíonn	bhíonn
á	á
dhéanamh	dhéanamh
aige	aige
go	go
dtí	dtí
go	go
mbíonn	mbíonn
sé	sé
paiteanta	paiteanta
,	,
\n	\n
críochnuighthe	críochnaithe
aige	aige
.	.
Ní	Ní
theasbáinfeadh	thaispeánfadh
sé	sé
an	an
plean	plean
