source	target
críochnuighthe	críochnaithe
theasbáinfeadh	thaispeánfadh
do'n	don
ná féadfadh	nach bhféadfadh
Ní	Níor
oidhche	oíche
ní	níor
lá'r	lá ar
mháireach	mhárach
lá'r	lá ar
lá'r	lá ar
mhainiris	amháin tú tú
hoidhche	hoíche
tuitim	titim
chosaibh	chosa
deallramh	dealramh
leabaidh	leaba
ámhthach	áfach
subháilceach	suáilceach
innte	inti
iongnadh	ionadh
Níor dheineadar	Ní dhearnadar
leanamhaint	leanúint
Dhein	Rinne
chúl-dorais	chúldorais
shálaibh	shála
tighe	tí
Annsan	Ansin
eadh	ea
chonnacadar	chonaiceadar
iongnadh	ionadh
ortha	orthu
árd	ard
bhfuirm	bhfoirm
aoirde	airde
d'ár	dár
saoghal	saol
so	seo
aoirde	airde
aca	acu
méireanna	méara
troighthe	troithe
d'á	dá
bhfuairis	bhfuair tú
Lámh-fhada	Lámhfhada
do réir	de réir
leagas	leagann
aca	acu
ló	lá
oidhche	oíche
shoin	shin
do leag	leag
hoscladh	hosclaíodh
chonnacadar	chonaiceadar
bhfuirm	bhfoirm
an dtaobh	an taobh
Bídhidh	Bígí
raghaimíd	rachaimid
dtimcheall	dtimpeall
Seasuighidh	Seasaigí
eadh	ea
do leag	leag
barra	barr
thimcheall	thimpeall
Chonnaic	Chonaic
fhuinneóig	fhuinneog
fhuinneóig	fhuinneog
Do leag	Leag
bhfalla	mballa
ins na	sna
fuinneóga	fuinneoga
soillse	soilse
de sna	de na
fuinneóga	fuinneoga
chonnaic	chonaic
soillse	soilse
dúthaigh	dúiche
mágcuairt	máguaird
ionnas gur	ionas gur
bhilleóg	bhileog
chóimhreamh	chomhaireamh
breágh	breá
soillse	soilse
bhaineas	bhain mé
choisidheachta	choisíochta
Theastuigh	Theastaigh
sibh-se	sibhse
sul a	sula
Truagh	Trua
fé	faoi
baisttear	baistear
sul a	sula
annsan	ansin
breágh	breá
do bhris	bhris
i gcoinnibh	i gcoinne
fhalla	bhalla
Lámh-fhada	Lámhfhada
Cuirfead	Cuirfidh mé
siubhal	siúl
fhuinneóg	fhuinneog
amhach	áfach
éinní	aon ní
Chonnaic	Chonaic
d'á	á
hárdú	hardú
d'á	dá
aice	aici
hárduigheadh	hardaíodh
annsan	ansin
dhein	rinne
láimh	lámh
le n-a	lena
siubhal	siúl
Do bhuail	Bhuail
bhasa	bhosa
draoidheachta	draíochta
ins na	sna
fiannuidheachta	fiannaíochta
dhíobh	díobh
mothuighimíd	mothaímid
tsuathadh	suaitheadh
healadhanta	healaíonta
mhothóchthá	mhothófá
suathadh	suaitheadh
gcuirtheá	gcuirteá
dhíot	díot
Lámh-fhada	Lámhfhada
annró	anró
marcuidheachta	marcaíochta
do'n	don
taistealaidhe	taistealaí
iomchar	iompar
thugas	thug mé
órdú	ordú
dhóibh	dóibh
scur	scor
faid	fad
triaileacha	trialacha
so	seo
d'á	á
nidh	ní
mí-threoir	míthreoir
mbeimíd	mbeimid
aca	acu
chéadna	chéanna
teangan	teanga
dubhairt	dúirt
éinne	aon duine
aca	acu
ós árd	os ard
ó'n	ón
fé'n	faoin
fhuinneóg	fhuinneog
do labhair	a labhair
Thagaidh	Thaga
annso	anseo
bfeicidh	bhfeice
thimcheall	thimpeall
Do leag	Leag
de'n	den
tsiubhal	siúl
fé	faoi
ós a gcomhair	os a gcomhair
D'árduigh	D'ardaigh
méireanna	méara
stath	stoith
phréamhacha	fhréamhacha
an dtalamh	an talamh
méireanna	méara
ó n-a	óna
thuit	thit
an dtalamh	an talamh
préamhacha	fréamhacha
Lámh-láidir	Lámh láidir
Níor dhein	Ní dhearna
fairrge	farraige
Chonnaic	Chonaic
trágha	trá
glioscarnaigh	glioscarnach
lonnruigh	lonraigh
uirthe	uirthi
thar n-ais	ar ais
bhfairrge	bhfarraige
raghaidh	rachaidh
báthfar	báfar
bhfuinneóig	bhfuinneog
shiubhail	shiúil
bhfairrge	bhfarraige
ós árd	os ard
mara	mura
ndeinir	ndearna tú
Níor dhein	Ní dhearna
bhfairrge	bhfarraige
d'á	dá
ós cionn	os cionn
bhaithis	bhaithise
san	sin
lonnradh	lonradh
slighe	slí
roimis	roimhe
Chonnaic	Chonaic
carraigreacha	carraigeacha
fairrge	farraige
clúduighthe	clúdaithe
Chonnaic	Chonaic
bhfuirm	bhfoirm
teine	tine
de sna	de na
bhfairrge	bhfarraige
bhreágh	bhreá
ortha	orthu
hobann	tobann
ad	i do
siubhal	siúl
árdú	ardú
so	seo
so	seo
i n-achrann	in achrann
scéith	sceith
ionnus	ionas
aca	acu
Chonnacadar	Chonaiceadar
timcheall	timpeall
Ta	Tá
i n-achrann	in achrann
Do bhain	Bhain
ionfairt	únfairt
timcheall	timpeall
de sna	de na
Má's	Más
deallramh	dealramh
chonnac-sa	chonaic mise
oidhche	oíche
ac	ag
árrachtach	arracht
caithfimíd	caithfimid
de sna	de na
árrachtach	arrachtach
Annsan	Ansin
eadh	ea
tarraing	tarraingt
stracadh	sracadh
t-árrachtach	t-arracht
d'á	dá
timcheall	timpeall
mhéireanna	mhéar
ionnta	iontu
déanfaí	dhéanfaí
dhíobh	díobh
méireanna	méara
ró-láidir	róláidir
de'n	den
d'árduigh	d'ardaigh
t-árrachtach	t-arracht
strac	stróic
mh'anam	m'anam
nách	nach
dóichín	dóithín
Lámh-fhada	Lámhfhada
raghadh	rachadh
san	sin
