source	target
déarfa	déarfá
breágh	breá
Bhfuil	bhFuil
timcheall	timpeall
shúilibh	shúile
feiscint	feiceáil
leigeann	ligeann
Mara	Mura
leigeann	ligeann
tsolas	solas
ó'n	ón
fachta	faighte
geas	gás
san	sin
i n-aon	in aon
timcheall	timpeall
ná	nach
i n-aon	in aon
san	sin
geas	gás
nách	nach
deineann	déanann
díoghbháil	díobháil
do'n	don
an ndomhan	an domhan
so	seo
bhíodhg	bhíog
Bhfuil	bhFuil
réidhteach	réiteach
réidhteach	réiteach
réidhteach	réiteach
i n-aon	in aon
réidhtheach	réiteach
Má's	Más
baoghalach	baolach
fhágaint	fhágáil
réidhteach	réiteach
réidhteach	réiteach
réidhteach	réiteach
réidhteach	réiteach
chaithfead	chaithfidh mé
iarras	iarr mé
ort-sa	ortsa
tighe	tí
mó	iomaí
contabhairt	contúirt
ghaibh	ghabh
ó'n	ón
eitealláin	eitleáin
ná raibh	nach raibh
leanbuidheacht	leanbaíocht
roimis	roimhe
Do labhair	Labhair
nidh	ní
Féachaidh	Féachaigí
annso	anseo
chuaidh	chuaigh
bhúird	bhoird
leathnuigh	leathnaigh
de sna	de na
scéidh	sceith
Féachaidh	Féachaigí
timcheall	timpeall
dhe	de
so	seo
annsúd	ansiúd
is	agus
Chíonn	Feiceann
comhgaraighe	cóngaraí
d'á	dá
comhgaraighe	cóngaraí
san	sin
druideamhaint	druidim
ó n-a	óna
comhgarach	cóngarach
d'á	dá
Mara	Mura
dtéightear	dtéitear
bhfuighfear	bhfaighfear
n-eiteallán	n-eitleán
n-eiteallán	n-eitleán
choitchianta	choitianta
de'n	den
so	seo
Chomáinfeadh	Thiomáinfeadh
Conus	Conas
ná	nach
de'n	den
so	seo
timcheall	timpeall
fhios	a fhios
san	sin
chluig	chloig
fé	faoi
nidh	ní
fé'n	faoin
tapaidh	tapa
san	sin
san	sin
fágaint	fágáil
san	sin
theasbáin	thaispeáin
dhóibh	dóibh
Chíonn	Feiceann
annsúd	ansiúd
timcheall	timpeall
dhírighimíd	dhírímid
t-eiteallán	t-eitleán
áird	aird
comáinfidh	tiomáinfidh
dtiocfaimíd	dtiocfaimid
chomhacht	chumhacht
tharraing	tharraingt
fhéadfaimís	fhéadfaimis
theastóchadh	theastódh
árdóchadh	ardódh
ós cionn	os cionn
talmhan	talún
i bhfus	abhus
choinneochadh	choinneodh
ós cionn	os cionn
bhfuighimís	bhfaighimis
oireamhnach	oiriúnach
theastóchadh	theastódh
leath-oiread	leathoiread
agat-sa	agatsa
thángais	tháinig tú
id'	i do
Aimeirice	Mheiriceá
oibreochadh	oibreodh
eitealláin	eitleáin
chuimhnigheas	chuimhnigh mé
conus	conas
mhairfimís	mhairfimis
biadh	bia
cualais	cual tú
dhlúithte	dhlúite
Nách	Nach
dhlúithte	dhlúite
dlúithte	dlúite
bhiadh	bhia
fháili	fháilí
bhfuirm	bhfoirm
Gheobhaimís	Gheobhaimis
de sna	de na
nidhthe	nithe
mór-mhór	mór mór
nách	nach
gádh	gá
dhúinn	dúinn
de'n	den
phetrol	pheitreal
geas	gás
mór-thimcheall	mórthimpeall
conus	conas
eitealláin	eitleáin
geas	gás
i n-aon	in aon
nil	níl
eiteallán	eitleán
fé	faoi
agat-sa	agatsa
do leag	leag
leath-ghualainn	leathghualainn
Cosnóchaidh	Cosnóidh
Gheobhfar	Gheofar
bhfuighfear	bhfaighfear
Bhfuil	bhFuil
Chluig	Chloig
ó sna	ó na
ata	atá
céadna	céanna
Thugas	Thug mé
dhó	dó
annso	anseo
oidhche	oíche
fé	faoi
dheire	dheireadh
D'innseas	D'inis mé
fé	faoi
innseas	insíonn
daoibh-se	daoibhse
Theasbáineas	Thaispeáin mé
dubhart	dúirt mé
Dubhairt	Dúirt
i n-éinfheacht	in éineacht
Dubhairt	Dúirt
ó'n	ón
i n-éinfheacht	in éineacht
má's	más
eadh	ea
díombáidh	díomá
ós cionn	os cionn
seascad	seasca
blian	bliain
d'á	dá
annsúd	ansiúd
ró-éadtrom	ró-éadrom
chroidhe	chroí
árd-iongnadh	ardionadh
lugha	lú
so	seo
ná fuil	nach bhfuil
tiugh	tiubh
mbead	mbeidh mé
maireachtaint	maireachtáil
de'n	den
aoirde	airde
raghaidh	rachaidh
Chluig	Chloig
an dturas	an turas
má's	más
eadh	ea
raghaidh	rachaidh
duadh	dua
chuireas	chuireann
d'á	dá
flaitheamhail	flaithiúil
eadh	ea
dhom	dom
phinginn	phingin
de'n	den
saor-chead	saorchead
chosnóchaidh	chosnóidh
ortha	orthu
do rug	rug
lámhaibh	lámha
Do chaith	Chaith
chluig	chloig
nidh	ní
beartuighthe	beartaithe
aca	acu
i n-am	in am
hoidhche	hoíche
sul ar	sular
ós a chionn	os a chionn
i n-áirde	in airde
go dtáinig	gur tháinig
meadhbhán	míobhán
ortha	orthu
sceinn	scinn
réilthín	réiltín
treasna	trasna
Do chaith	Chaith
do chuir	a chuir
fé	faoi
réilthín	réiltín
