source	target
Bhaineas	Bhaineann
asan	as an
ós cionn	os cionn
cualathas	chualathas
neamh-shoiléir	neamhshoiléir
do réir	de réir
dtaithighe	dtaithí
ar fuaid	ar fud
Ná beadh	Nach mbeadh
breágh	breá
nídh	ní
saoghal	saol
so	seo
innsint	insint
Frainncis	Fraincis
ghádh	ghá
stuidéar	staidéar
bhféadfainn-se	bhféadfainnse
ós cionn	os cionn
ní	níor
cualathas	chualathas
Nílir	Níl tú
mhéireanna	mhéar
de'n	den
nách	nach
Dein	Déan
theasbáin	thaispeáin
dhó	dó
conus	conas
Dhein	Rinne
dubhradh	dúradh
nidh	ní
breágh	breá
hoscladh	hosclaíodh
groidhe	groí
ró-árd	ró-ard
so	seo
troighthe	troithe
aoirde	airde
d'á	dá
san	sin
Do labhair	Labhair
sean-duine	seanduine
theangain	theanga
do dhein	rinne
comharthaí	comhartha
do'n	don
aca	acu
i n-iúl	in iúl
imtheacht	imeacht
uatha	uathu
eascáirdibh	eascairdiúla
droch-obair	drochobair
siubhal	siúl
sean-duine	seanduine
aoidheacht	aíocht
aca	acu
tigh	teach
d'imthigh	d'imigh
uatha	uathu
Téighimís	Téimis
feiscint	feiceáil
gceadóchaidh	gceadóidh
annso	anseo
Deinimís	Déanaimid
gcoinnibh	gcoinne
do bhuail	bhuail
