source	target
an	an
Árd-Mháighistir	Árd-Mháighistir
sinn	sinn
a	a
leigint	ligean
\n	\n
abhaile	abhaile
,	,
”	”
arsa	arsa
Máirtín	Máirtín
,	,
“	“
níl	níl
le	le
déanamh	déanamh
ach	ach
an	an
scéal	scéal
a	a
\n	\n
thógaint	thógáil
i	i
bpáirt	bpáirt
maitheasa	maitheasa
agus	agus
an	an
chuid	chuid
is	is
fearr	fearr
a	a
dhéanamh	dhéanamh
\n	\n
de	de
.	.
”	”
\n	\n
\n	\n
“	“
Táim	Táim
ar	ar
aon	aon
fhocal	fhocal
leat	leat
sa	sa
mhéid	mhéid
sin	sin
,	,
”	”
arsa	arsa
an	an
\n	\n
réaltóir	réaltóir
.	.
\n	\n
\n	\n
___MANANPH_00002___	___MANANPH_00002___
\n	\n
\n	\n
“	“
Mise	Mise
leis	leis
,	,
”	”
arsa	arsa
Seán	Seán
.	.
\n	\n
\n	\n
B'ait	B'ait
le	le
Brian	Brian
iad	iad
a	a
ghéilleadh	ghéilleadh
chomh	chomh
bog	bog
san	san
,	,
ach	ach
ní	ní
\n	\n
raibh	raibh
aon	aon
amhras	amhras
ag	ag
Ámón	Ámón
ortha	orthu
.	.
\n	\n
\n	\n
“	“
Is	Is
áthas	áthas
liom	liom
é	é
sin	sin
a	a
chlos	chlos
,	,
”	”
ar	ar
seisean	seisean
.	.
“	“
Dá	Dá
\n	\n
gcuireadh	gcuireadh
sibh	sibh
i gcoinnibh	i gcoinne
an	an
Árd-Mháighistir	Árd-Mháighistir
sé	sé
rud	rud
a	a
\n	\n
dhéanfadh	dhéanfadh
sé	sé
libh	libh
ná	ná
bhúr	bhur
dtoil	dtoil
a	a
chur	chur
ar	ar
neamh-bhrí	neamhbhrí
,	,
agus	agus
\n	\n
d'fhágfadh	d'fhágfadh
san	sin
sibh	sibh
ar	ar
shlighe	shlí
ná féadfadh	nach bhféadfadh
sibh	sibh
dul	dul
abhaile	abhaile
\n	\n
choidhche	choíche
.	.
Mairg	Mairg
do'n	don
té	té
a	a
chuireann	chuireann
i gcoinnibh	i gcoinne
tola	tola
an	an
\n	\n
Árd-Mháighistir	Árd-Mháighistir
nó	nó
a	a
bhriseann	bhriseann
a	a
dhlighe	dhlí
.	.
Dob fhearr	B'fhearr
do'n	don
\n	\n
duine	duine
sin	sin
ná tiocfadh	nach dtiocfadh
sé	sé
riamh	riamh
ar	ar
an	an
saoghal	saol
.	.
Ach	Ach
má	má
\n	\n
bhíonn	bhíonn
sibh-se	sibhse
dílis	dílis
dó	dó
,	,
agus	agus
má	má
dheineann	dhéanann
sibh	sibh
rud	rud
air	air
,	,
\n	\n
ní	ní
baoghal	baol
daoibh	daoibh
é	é
.	.
”	”
\n	\n
\n	\n
“	“
Cad	Cad
ab	ab
áil	áil
leis	leis
sinn	sinn
a	a
dhéanamh	dhéanamh
?	?
”	”
arsa	arsa
Máirtín	Máirtín
.	.
\n	\n
\n	\n
“	“
Ba	Ba
mhaith	mhaith
leis	leis
sibh	sibh
a	a
dhéanamh	dhéanamh
a	a
lán	lán
eile	eile
róbot	róbot
dó	dó
,	,
\n	\n
ionnas go	ionas go
bhféadfaidh	bhféadfaidh
sé	sé
tabhairt	tabhairt
fé n-a	faoina
naimhde	naimhde
ar	ar
an dtaobh	an taobh
\n	\n
thall	thall
de sna	de na
cnuic	cnoic
,	,
chun	chun
go	go
mbeidh	mbeidh
sé	sé
féin	féin
ina	ina
\n	\n
Árd-Mháighistir	Árd-Mháighistir
ar	ar
an dtír	an tír
ar	ar
fad	fad
.	.
”	”
\n	\n
\n	\n
“	“
Cuireann	Cuireann
san	sin
i	i
gcuimhne	gcuimhne
dhom	dom
,	,
”	”
arsa	arsa
Máirtín	Máirtín
,	,
\n	\n
“	“
go	go
bhfuil	bhfuil
an	an
róbot	róbot
as	as
órdú	ordú
ó	ó
indé	inné
.	.
Caithfead	Caithfidh mé
é	é
do	do
\n	\n
dheisiú	dheisiú
sul ar	sular
féidir	féidir
dom	dom
aon	aon
nidh	ní
eile	eile
a	a
dhéanamh	dhéanamh
.	.
”	”
\n	\n
\n	\n
“	“
Tógfaidh	Tógfaidh
sé	sé
tamall	tamall
maith	maith
é	é
do	do
dheisiú	dheisiú
,	,
”	”
arsa	arsa
an	an
\n	\n
réaltóir	réaltóir
.	.
\n	\n
\n	\n
Thuig	Thuig
sé	sé
féin	féin
agus	agus
Máirtín	Máirtín
aigne	aigne
a	a
chéile	chéile
go	go
breágh	breá
,	,
\n	\n
ach	ach
níor	níor
leigeadar	ligeadar
aon	aon
nidh	ní
ortha	orthu
.	.
Thuigeadar	Thuigeadar
,	,
leis	leis
,	,
gur	gur
\n	\n
mhaith	mhaith
an	an
bhail	bhail
ortha	orthu
ná raibh	nach raibh
an	an
tÁrd-Mháighistir	tÁrd-Mháighistir
ann	ann
an	an
\n	\n
\n	\n
___MANANPH_00003___	___MANANPH_00003___
\n	\n
uair	uair
sin	sin
,	,
mar	mar
go	go
mbeadh	mbeadh
fhios	fhios
aige	aige
an	an
rud	rud
a	a
bhí	bhí
ar	ar
aigne	aigne
\n	\n
aca	acu
a	a
dhéanamh	dhéanamh
,	,
agus	agus
go	go
gcuirfeadh	gcuirfeadh
sé	sé
cosc	cosc
leo	leo
.	.
Ach	Ach
ní	ní
\n	\n
raibh	raibh
aon	aon
amhras	amhras
ag	ag
Ámón	Ámón
ortha	orthu
.	.
\n	\n
\n	\n
Siúd	Siúd
leo	leo
thar n-ais	ar ais
chun	chun
na	na
cathrach	cathrach
agus	agus
isteach	isteach
sa	sa
\n	\n
tsaotharlainn	tsaotharlann
.	.
Bhí	Bhí
an	an
róbot	róbot
annsúd	ansiúd
rómpa	rompu
agus	agus
é	é
san	san
\n	\n
órdú	ordú
chéadna	chéanna
inar	inar
fhágadar	fhágadar
e	é
indé	inné
roimis	roimhe
sin	sin
.	.
\n	\n
\n	\n
“	“
Fágfaidh	Fágfaidh
mé	mé
annso	anseo
sibh	sibh
,	,
”	”
arsa	arsa
Ámón	Ámón
.	.
“	“
Chífimíd	bhFeicfimid
\n	\n
a	a
chéile	chéile
ar	ar
ball	ball
.	.
”	”
\n	\n
\n	\n
“	“
Ní	Ní
bheinn	bheinn
ró-dheimhnightheach	ró-dheimhnightheach
de	de
sin	sin
,	,
dá	dá
mbeinn	mbeinn
id'	i do
chás	chás
,	,
”	”
\n	\n
arsa	arsa
Seán	Seán
,	,
ach	ach
is	is
fé n-a	faoina
fhiacla	fhiacla
adubhairt	a dúirt
sé	sé
é	é
agus	agus
ní chuala	níor chuala
\n	\n
aon	aon
duine	duine
é	é
.	.
Do	Do
chuimhnigh	chuimhnigh
an	an
réaltóir	réaltóir
ar	ar
Nící	Nící
.	.
\n	\n
\n	\n
“	“
A	A
Nící	Nící
,	,
a	a
bhuachaill	bhuachaill
,	,
”	”
ar	ar
seisean	seisean
leis	leis
.	.
“	“
Rith	Rith
leat	leat
\n	\n
thar n-ais	ar ais
chun	chun
an	an
tighe	tí
agus	agus
faigh	faigh
an	an
chasóg	chasóg
a	a
bhí	bhí
ar	ar
Mháirtín	Mháirtín
\n	\n
indé	inné
.	.
Tá	Tá
gléas	gléas
i	i
bpóca	bpóca
na	na
casóige	casóige
sin	sin
a	a
dheiseochaidh	dheiseoidh
an	an
\n	\n
róbot	róbot
dúinn	dúinn
.	.
”	”
\n	\n
\n	\n
“	“
Raghad-sa	Rachaidh mise
i n-éinfheacht	in éineacht
leis	leis
,	,
”	”
arsa	arsa
Brian	Brian
.	.
\n	\n
\n	\n
“	“
Ná	Ná
téire	téigh
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
“	“
Beidh	Beidh
obair	obair
le	le
\n	\n
déanamh	déanamh
annso	anseo
agat-sa	agatsa
.	.
”	”
\n	\n
\n	\n
“	“
Ná	Ná
bí	bí
i	i
bhfad	bhfad
,	,
a	a
Nící	Nící
,	,
”	”
arsa	arsa
Brian	Brian
,	,
agus	agus
as	as
go bráth	go brách
\n	\n
leis	leis
an	an
ngarsún	ngarsún
eile	eile
ar	ar
cos	cos
i n-áirde	in airde
.	.
\n	\n
\n	\n
“	“
Bídhidh	Bígí
istigh	istigh
ann	ann
,	,
”	”
arsa	arsa
Máirtín	Máirtín
.	.
\n	\n
\n	\n
Isteach	Isteach
leo	leo
agus	agus
do	do
dhún	dhún
Máirtín	Máirtín
an	an
chomhla	chomhla
ina	ina
\n	\n
ndiaidh	ndiaidh
.	.
Suas	Suas
sa	sa
tógachán	tógachán
leo	leo
;	;
do	do
chas	chas
Máirtín	Máirtín
an	an
scuthaire	scuthaire
\n	\n
agus	agus
do	do
chrom	chrom
an	an
róbot	róbot
ar	ar
shiubhal	shiúl
.	.
Do	Do
leath	leath
an	an
dá	dá
shúil	shúil
\n	\n
ar	ar
Bhrian	Bhrian
.	.
\n	\n
\n	\n
___MANANPH_00004___	___MANANPH_00004___
\n	\n
\n	\n
“	“
Cá	Cá
ragham	rachaimid
?	?
”	”
ar	ar
seisean	seisean
.	.
\n	\n
\n	\n
“	“
Fan	Fan
go	go
bhfeicir	bhfeiceann tú
,	,
a	a
bhuachaill	bhuachaill
,	,
”	”
arsa	arsa
Seán	Seán
,	,
“	“
fan	fan
\n	\n
go	go
bhfeicir	bhfeiceann tú
.	.
”	”
\n	\n
\n	\n
Níor dhein	Ní dhearna
an	an
róbot	róbot
ach	ach
cúpla	cúpla
coiscéim	coiscéim
a	a
chur	chur
de	de
\n	\n
agus	agus
do	do
stad	stad
ar	ar
aghaidh	aghaidh
an	an
tighe	tí
ina	ina
raibh	raibh
an	an
t-eiteallán	t-eitleán
.	.
\n	\n
Do	Do
chas	chas
Máirtín	Máirtín
ceann	ceann
de sna	de na
scuthairí	scuthairí
,	,
rug	rug
Lugh	Lugh
ar	ar
\n	\n
dhíon	dhíon
an	an
tighe	tí
ina	ina
láimh	láimh
agus	agus
do	do
réab	réab
as	as
a	a
chéile	chéile
é	é
.	.
\n	\n
\n	\n
“	“
Mo	Mo
ghraidhn	ghraidhin
é	é
Lugh	Lugh
Lámh-fhada	Lámhfhada
,	,
”	”
arsa	arsa
Seán	Seán
.	.
“	“
Níor	Níor
\n	\n
theip	theip
riamh	riamh
air	air
i n-am	in am
an	an
riachtanais	riachtanais
.	.
”	”
\n	\n
\n	\n
Do	Do
chas	chas
Máirtín	Máirtín
scuthaire	scuthaire
eile	eile
;	;
do	do
chrom	chrom
an	an
róbot	róbot
\n	\n
síos	síos
,	,
do rug	rug
ar	ar
an	an
eiteallán	eitleán
agus	agus
d'árduigh	d'ardaigh
leis	leis
ina	ina
\n	\n
láimh	láimh
é	é
,	,
amhail	amhail
is	is
ná beadh	nach mbeadh
ann	ann
ach	ach
bréagán	bréagán
leinbh	linbh
.	.
Ar	Ar
\n	\n
aghaidh	aghaidh
leis	leis
annsan	ansin
,	,
é	é
ag	ag
siubhal	siúl
roimis	roimhe
amach	amach
as	as
an	an
gcathair	gcathair
,	,
\n	\n
agus	agus
faid	faid
mhór	mhór
ins gach	i ngach
coiscéim	coiscéim
d'á	dá
dtugadh	dtugadh
sé	sé
.	.
D'fhéach	D'fhéach
\n	\n
Brian	Brian
siar	siar
agus	agus
chonnaic	chonaic
scata	scata
saighdiúir	saighdiúir
ag	ag
rith	rith
ina	ina
ndiaid	ndiaidh
.	.
\n	\n
Chuala	Chuala
sé	sé
a	a
ngártha	ngártha
agus	agus
a	a
gcuid	gcuid
liúirighe	liúirí
go	go
ceann	ceann
tamaill	tamaill
,	,
\n	\n
ach	ach
níorbh	níorbh
fhada	fhada
go	go
ndeaghadar	ndeachadar
as	as
raon	raon
éisteachta	éisteachta
.	.
Stad	Stad
\n	\n
ní	ní
dheárnadar	dhearnadar
go	go
dtí	dtí
go	go
dtángadar	dtángadar
go	go
páirc	páirc
réidh	réidh
fhairsing	fhairsing
\n	\n
tamall	tamall
maith	maith
ó'n	ón
gcathair	gcathair
.	.
\n	\n
\n	\n
“	“
Déanfaidh	Déanfaidh
an	an
áit	áit
seo	seo
an	an
gnó	gnó
go	go
háluinn	hálainn
,	,
”	”
arsa	arsa
\n	\n
Seán	Seán
,	,
agus	agus
do leag	leag
an	an
róbot	róbot
an	an
t-eiteallán	t-eitleán
anuas	anuas
ar	ar
an dtalamh	an talamh
.	.
\n	\n
Thúirling	Thuirling
an	an
ceathrar	ceathrar
agus	agus
chruinnigheadar	chruinníodar
ina	ina
\n	\n
thimcheall	thimpeall
.	.
\n	\n
\n	\n
“	“
Mara	Mura
bhfuil	bhfuil
an	an
stóras	stóras
bídh	bia
agus	agus
aeir	aeir
ann	ann
,	,
tá	tá
deire	deireadh
\n	\n
linn	linn
,	,
”	”
arsa	arsa
Máirtín	Máirtín
,	,
agus	agus
do	do
chrom	chrom
sé	sé
ar	ar
chuardach	chuardach
.	.
\n	\n
\n	\n
___MANANPH_00005___	___MANANPH_00005___
\n	\n
\n	\n
“	“
Má	Má
tá	tá
aon	aon
nidh	ní
as	as
órdú	ordú
ann	ann
tá	tá
ár	ár
bport	bport
seinnte	seinnte
,	,
”	”
\n	\n
arsa	arsa
Seán	Seán
,	,
agus	agus
do	do
chrom	chrom
sé	sé
ar	ar
an	an
eiteallán	eitleán
a	a
infhiúchadh	iniúchadh
\n	\n
go	go
cúramach	cúramach
.	.
\n	\n
\n	\n
“	“
Ní	Ní
hamhlaidh	hamhlaidh
atáimíd	atáimid
ag	ag
dul	dul
abhaile	abhaile
,	,
a	a
dhaid	dhaid
,	,
”	”
arsa	arsa
\n	\n
Brian	Brian
.	.
\n	\n
\n	\n
“	“
Má	Má
tá	tá
gach	gach
aon	aon
nidh	ní
i	i
gceart	gceart
beimíd	beimid
sa	sa
bhaile	bhaile
fé	faoi
\n	\n
cheann	cheann
míosa	míosa
,	,
”	”
arsa	arsa
an	an
t-athair	t-athair
.	.
\n	\n
\n	\n
“	“
Ach-ach-Nící	Ach-ach-Nící
,	,
”	”
arsa	arsa
Brian	Brian
,	,
agus	agus
bhí	bhí
snagadh	snagadh
ina	ina
\n	\n
ghlór	ghlór
leis	leis
an	an
dtocht	dtocht
a	a
tháinig	tháinig
air	air
.	.
“	“
Do	Do
gheallas	gheall mé
do	do
Nící	Nící
\n	\n
go	go
dtiocfadh	dtiocfadh
sé	sé
linn	linn
nuair	nuair
a	a
bheimís	bheimis
ag	ag
dul	dul
abhaile	abhaile
.	.
’	’
\n	\n
\n	\n
“	“
Is	Is
fearr	fearr
a	a
bheidh	bheidh
sé	sé
annso	anseo
i	i
dteannta	dteannta
a	a
mhuintire	mhuintire
\n	\n
féin	féin
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
“	“
Bheadh	Bheadh
uaigneas	uaigneas
air	air
i nÉirinn	in Éirinn
\n	\n
i	i
measc	measc
stróinséir	strainséir
ná beadh	nach mbeadh
aon	aon
tuiscint	tuiscint
aca	acu
dhó	dó
.	.
”	”
\n	\n
\n	\n
”	”
Ach-ach-ceapfaidh	Ach-ach-ceapfaidh
an	an
tárd-Mháighistir	tárd-Mháighistir
go	go
raibh	raibh
fhios	fhios
\n	\n
aige	aige
sinn	sinn
a	a
bheith	bheith
ag	ag
éalódh	éalú
uaidh	uaidh
,	,
agus	agus
déanfaidh	déanfaidh
sé	sé
\n	\n
díoghaltas	díoltas
d'agairt	d'agairt
air	air
fé	faoi
mar	mar
a	a
dhein	rinne
sé	sé
ar	ar
na	na
daoine	daoine
\n	\n
eile	eile
úd	úd
.	.
”	”
Agus	Agus
bhí	bhí
na	na
deora	deora
le n-a	lena
shúile	shúile
ag	ag
Brian	Brian
agus	agus
\n	\n
é	é
ag	ag
rádh	rá
na	na
cainte	cainte
.	.
\n	\n
\n	\n
“	“
Ní	Ní
baoghal	baol
dó	dó
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
“	“
Ní	Ní
bheidh	bheidh
aon	aon
\n	\n
phioc	phioc
d'á	dá
mhilleán	mhilleán
ag	ag
éinne	aon duine
air	air
.	.
Tabharfaidh	Tabharfaidh
Ámón	Ámón
aire	aire
dhó	dhó
.	.
”	”
\n	\n
\n	\n
“	“
Tá	Tá
an	an
t-eiteallán	t-eitleán
ceart	ceart
go	go
leor	leor
,	,
idir	idir
roicéid	roicéid
is	is
\n	\n
uile	uile
,	,
”	”
arsa	arsa
Seán	Seán
.	.
\n	\n
\n	\n
“	“
Agus	Agus
tá	tá
an	an
stóras	stóras
bídh	bia
agus	agus
aeir	aeir
annso	anseo
díreach	díreach
\n	\n
mar	mar
a	a
fhágamar	fhágamar
iad	iad
,	,
”	”
arsa	arsa
Máirtín	Máirtín
.	.
\n	\n
\n	\n
___MANANPH_00006___	___MANANPH_00006___
\n	\n
\n	\n
“	“
Bhfuil	bhFuil
dóthain	dóthain
míosa	míonna
d'aer	d'aer
agus	agus
d'uisce	d'uisce
againn	againn
?	?
”	”
\n	\n
arsa	arsa
an	an
réaltóir	réaltóir
.	.
“	“
Sin	Sin
iad	iad
an	an
dá	dá
rud	rud
is	is
tábhachtaighe	tábhachtaí
.	.
”	”
\n	\n
\n	\n
“	“
Tá	Tá
dóthain	dóthain
dhá	dhá
mhí	mhí
de	de
gach	gach
aon	aon
nidh	ní
againn	againn
,	,
’	’
arsa	arsa
\n	\n
Máirtín	Máirtín
.	.
\n	\n
\n	\n
“	“
Bímís	Bímis
istigh	istigh
ann	ann
,	,
má's	más
eadh	ea
,	,
i n-ainm	in ainm
Dé	Dé
.	.
”	”
\n	\n
\n	\n
“	“
Cad	Cad
a	a
dhéanfaimíd	dhéanfaimid
le	le
Lugh	Lugh
?	?
”	”
arsa	arsa
Brian	Brian
.	.
\n	\n
\n	\n
“	“
Fágfaimíd	Fágfaimid
annso	anseo
é	é
.	.
Bíodh	Bíodh
sé	sé
ag	ag
an	an
Árd-Mháighistir	Árd-Mháighistir
\n	\n
mar	mar
chuimhneamh	chuimhneamh
orainn	orainn
,	,
”	”
arsa	arsa
Seán	Seán
agus	agus
é	é
ag	ag
gáiridhe	gáire
.	.
\n	\n
\n	\n
Isteach	Isteach
leis	leis
an	an
gceathrar	gceathrar
aca	acu
san	san
eiteallán	eitleán
.	.
Do	Do
\n	\n
ghluais	ghluais
na	na
rothaí	rothaí
fan	fan
na	na
talmhan	talún
ar	ar
feadh	feadh
cúpla	cúpla
nóimeat	nóiméad
,	,
\n	\n
agus	agus
annsan	ansin
d'éirigh	d'éirigh
an	an
t-eiteallán	t-eitleán
san	san
aer	aer
chomh	chomh
héadtrom	héadrom
\n	\n
seolta	seolta
le	le
fáinleóig	fáinleog
.	.
Do	Do
scaoil	scaoil
Seán	Seán
na	na
roicéid	roicéid
agus	agus
\n	\n
níorbh	níorbh
fhada	fhada
go	go
raibh	raibh
gabhtha	gafa
aca	acu
tríd	tríd
an	an
mbrat	mbrat
geasa	geasa
a	a
\n	\n
fholuigheann	fholaíonn
Manannán	Manannán
ó	ó
shúile	shúile
an	an
chine	chine
daonna	daonna
.	.
Do	Do
\n	\n
scuir	scoir
Seán	Seán
na	na
hinnill	hinnill
annsan	ansin
,	,
agus	agus
do	do
leig	lig
do'n	don
eiteallán	eitleán
\n	\n
gluaiseacht	gluaiseacht
roimis	roimhe
tríd	tríd
an	an
spás	spás
fairsing	fairsing
folamh	folamh
atá	atá
idir	idir
\n	\n
na	na
pláinéidí	pláinéidí
.	.
\n	\n
\n	\n
“	“
Seadh	Sea
,	,
a	a
mhic	mhic
ó	ó
,	,
”	”
arsa	arsa
Seán	Seán
le	le
Brian	Brian
,	,
“	“
cad	cad
deirir	deir tú
\n	\n
leat	leat
féin	féin
anois	anois
?	?
Bhfuil	bhFuil
áthas	áthas
ort	ort
bheith	bheith
ag	ag
filleadh	filleadh
\n	\n
’	’
abhaile	abhaile
?	?
”	”
\n	\n
\n	\n
“	“
Bheadh	Bheadh
áthas	áthas
orm	orm
bheith	bheith
ag	ag
filleadh	filleadh
dá	dá
mbeadh	mbeadh
Nící	Nící
i n-éinfheacht	in éineacht
\n	\n
liom	liom
.	.
”	”
\n	\n
\n	\n
“	“
Tá	Tá
Nící	Nící
níos	níos
fearr	fearr
as	as
san	san
áit	áit
is	is
dual	dual
agus	agus
is	is
\n	\n
dúthchas	dúchas
dó	dó
ó n-a	óna
sheacht	sheacht
sinnsir	sinsir
roimis	roimhe
.	.
Dá	Dá
dtagadh	dtagadh
se	sé
\n	\n
linne	linne
bheadh	bheadh
air	air
dul	dul
ar	ar
scoil	scoil
i n-éinfheacht	in éineacht
leat-sa	leatsa
mí	mí
ó'n	ón
\n	\n
Luan	Luan
so	seo
chughainn	chugainn
.	.
Cuimhnigh	Cuimhnigh
air	air
sin	sin
,	,
a	a
mhic	mhic
ó	ó
.	.
”	”
\n	\n
\n	\n
___MANANPH_00007___	___MANANPH_00007___
\n	\n
\n	\n
“	“
Nách	Nach
agam-sa	agamsa
a	a
bheidh	bheidh
na	na
scéalta	scéalta
do sna	do na
garsúin	garsúin
ar	ar
\n	\n
scoil	scoil
,	,
”	”
arsa	arsa
Brian	Brian
,	,
agus	agus
dá mhéid	dá mhéad
uaigneas	uaigneas
a	a
bhí	bhí
air	air
i	i
\n	\n
ndiaidh	ndiaidh
Nící	Nící
níor	níor
fhéad	fhéad
sé	sé
gan	gan
gáire	gáire
a	a
dhéanamh	dhéanamh
agus	agus
é	é
ag	ag
\n	\n
cuimhneamh	cuimhneamh
ar	ar
na	na
garsúin	garsúin
scoile	scoile
.	.
\n	\n
\n	\n
“	“
Ní	Ní
chreidfidh	chreidfidh
siad	siad
focal	focal
uait	uait
,	,
”	”
arsa	arsa
Seán	Seán
.	.
\n	\n
\n	\n
“	“
Creidfidh	Creidfidh
siad	siad
mé	mé
nuair	nuair
a	a
theasbáinfead-sa	thaispeánfaidh mise
dhóibh	dóibh
\n	\n
na	na
seoda	seoda
atá	atá
tugtha	tugtha
agam	agam
liom	liom
ó	ó
Mhanannán	Mhanannán
,	,
”	”
agus	agus
do tharraing	tharraing
\n	\n
Brian	Brian
dornán	dornán
seod	seod
as	as
a	a
phóca	phóca
.	.
\n	\n
\n	\n
Do bhuail	Bhuail
Seán	Seán
lám	lámh
ar	ar
a	a
phóca	phóca
féin	féin
agus	agus
do	do
phreab	phreab
ina	ina
\n	\n
sheasamh	sheasamh
.	.
\n	\n
\n	\n
“	“
Na	Na
seoda	seoda
!	!
”	”
ar	ar
seisean	seisean
.	.
“	“
Comh	Chomh
cinnte	cinnte
agus	agus
tá	tá
\n	\n
earball	eireaball
ar	ar
asal	asal
d'fhágas	d'fhág mé
na	na
seoda	seoda
i	i
bpóca	bpóca
mo	mo
chasóige	chasóige
\n	\n
eile	eile
.	.
”	”
\n	\n
\n	\n
Chuarduigh	Chuardaigh
sé	sé
gach	gach
póca	póca
air	air
,	,
ach	ach
má	má
chuarduigh	chuardaigh
ní	ní
raibh	raibh
\n	\n
na	na
seoda	seoda
i n-aon	in aon
phóca	phóca
aca	acu
.	.
\n	\n
\n	\n
“	“
Féach	Féach
,	,
”	”
ar	ar
seisean	seisean
.	.
“	“
Níl	Níl
aon	aon
amadán	amadán
i nÉirinn	in Éirinn
\n	\n
is	is
mó	mó
ná	ná
mé	mé
.	.
Níl	Níl
,	,
ná	ná
ins na	sna
pláineidí	pláineidí
uile	uile
go	go
léir	léir
,	,
idir	idir
\n	\n
so-fheicse	sofheicthe
agus	agus
do-fheicse	dofheicthe
dhíobh	dhíobh
,	,
pleidhce	pleidhce
amadáin	amadáin
is	is
mó	mó
\n	\n
ná	ná
Seán	Seán
Ó	Ó
Maolchatha	Maolchatha
.	.
Fuascailt	Fuascailt
ríogh	rí
de	de
sheoda	sheoda
agam	agam
\n	\n
agus	agus
mé	mé
d'á	á
bhfágaint	bhfágáil
im'	i mo
dhiaidh	dhiaidh
i	i
bpóca	bpóca
mo	mo
chasóige	chasóige
eile	eile
!	!
”	”
\n	\n
\n	\n
Agus	Agus
is	is
é	é
a	a
bhí	bhí
go	go
leamh	leamh
de	de
féin	féin
agus	agus
go	go
díombáideach	díombáideach
\n	\n
croidhe-bhriste	croíbhriste
.	.
Leag	Leag
an	an
réaltóir	réaltóir
lámh	lámh
ar	ar
a	a
ghualainn	ghualainn
.	.
\n	\n
\n	\n
“	“
Ná	Ná
bíodh	bíodh
ceist	ceist
ort	ort
,	,
a	a
Sheáin	Sheáin
,	,
”	”
ar	ar
seisean	seisean
.	.
“	“
Tá	Tá
\n	\n
dóthain	dóthain
beirte	beirte
agam-sa	agamsa
.	.
”	”
\n	\n
\n	\n
“	“
Mise	Mise
is	is
mó	mó
a	a
fuair	fuair
de	de
