source	target
ná féadfaimís	nach bhféadfaimis
Lámh-fhada	Lámhfhada
dom'	do mo
túirling	tuirlingt
de'n	den
eiteallán	eitleán
i n-éinfheacht	in éineacht
an dtalamh	an talamh
an fhaid	an fad
i n-aon	in aon
Mothuighim	Mothaím
cloich	cloch
bhuidhe	bhuí
tagaithe	tagtha
thar n-ais	ar ais
bhuidhe	bhuí
ná fuil	nach bhfuil
Árd	Ard
Mháighistir	Mháistir
uirthe	uirthi
iad-san	iadsan
