source	target
hoidhche	hoíche
Táimíd	Táimid
annso	anseo
ghárda	gharda
ná fuil	nach bhfuil
saor-chead	saorchead
imtheacht	imeacht
ar fuaid	ar fud
fé	faoi
gcomhnuidhe	gcónaí
sud	siúd
tárla	tharla
indiu	inniu
theastuiGh	theastaigh
dhuL	dhul
i n-aon	in aon
dá mhéid	dá mhéad
dheineas	rinne mé
i n-iúl	in iúl
fé	faoi
eadh	ea
dhuL	dhul
agat-sa	agatsa
Fiafruigh	Fiafraigh
'na	ina
leigfeadh	ligfeadh
ngeintear	ngintear
Do chuir	Chuir
Níor dhein	Ní dhearna
ámhthach	áfach
ghuailne	ghuaillí
chrothadh	chroitheadh
leigint	ligean
de'n	den
feicithe	feicthe
liom-sa	liomsa
dúthaigh	dúiche
mágcuairt	máguaird
fheiscint	fheiceáil
Águs	Agus
fágaint	fágáil
tighe	tí
amáireach	amárach
chughainn	chugainn
i n-ionad	in ionad
gcasán	gcosán
bhéarfadh	thabharfadh
ó'n	ón
Níor dhein	Ní dhearna
iomchar	iompar
treasna	trasna
i n-áirde	in airde
gcasán	gcosán
an dtaobh	an taobh
dhubhuigh	dhubhaigh
dhearguigh	dhearg
le feirg	le fearg
aca	acu
dheanamh	dhéanamh
chonnacadar	chonaiceadar
árdach	ardú
árdóchadh	ardódh
oidhche	oíche
Thá	Tá
Táimíd	Táimid
annso	anseo
duL	dul
annso	anseo
annsúd	ansiúd
ar fuaid	ar fud
cheaduigheann	cheadaíonn
i n-aon	in aon
fheiscint	fheiceáil
ró-fhada	rófhada
teanntuighthe	teanntaithe
nidh	ní
fheiscint	fheiceáil
sul a	sula
i n-am	in am
buadhartha	buartha
dhomh-sa	domsa
t-eiteallán	t-eitleán
de'n	den
i n-áit	in áit
sábhálta	sábháilte
san	sin
éirgheann	éiríonn
Choidhche	Choíche
chéadna	chéanna
feiscint	feiceáil
súilibh	súile
aca	acu
gcaithfimíd	gcaithfimid
fé'n	faoin
amáireach	amárach
B'fheidir	B'fhéidir
mhíneóchadh	mhíneodh
scéaL	scéal
fútha	fúthu
Do labhair	Labhair
ortha	orthu
teangain	teanga
aca	acu
fochal	focal
cadh	cabha
ámhthach	áfach
thárla	tharla
tigh	teach
is	agus
gáirdín	gairdín
timcheall	timpeall
tighe	tí
leasmuigh	lasmuigh
de'n	den
gháirdín	ghairdín
leanbhaí	leanaí
oidhche	oíche
Oidhche	Oíche
bhreágh	bhreá
fuinneóg	fuinneog
dian-leathadh	dianleathadh
ciorcaL	ciorcal
peidhleacán	féileacán
fhuinneóg	fhuinneog
timcheall	timpeall
Peidhleacán	Féileacán
ioldathach	ildathach
saoghal	saol
so	seo
se	sé
theasbáint	thaispeáint
do sna	do na
san	sin
peidhleacáin	féileacáin
fhalla	bhalla
san	sin
peidhleacán	féileacán
fhuinneóg	fhuinneog
imthighthe	imithe
Chonnaic	Chonaic
foluamhain	foluain
ós cionn	os cionn
mbláth	mbláthanna
leasmuigh	lasmuigh
de'n	den
bhfuinneóig	bhfuinneog
leibheal	leibhéal
an dtalamh	an talamh
níor dhein	ní dhearna
léimt	léim
ra	rá
gháirdín	ghairdín
peidhleacán	féileacán
órdlaig	orlaigh
D'eirigh	D'éirigh
se	sé
annsan	ansin
san	sin
ar fuaid	ar fud
gáirdín	gairdín
claidhe	claí
nóimeat	nóiméad
slighe	slí
dhe	de
leanamhaint	leanúint
pheidhleacáin	fhéileacáin
choidhche	choíche
fé	faoi
imthigh	imigh
annsan	ansin
thimcheall	thimpeall
déanaCh	déanach
oidhche	oíche
fé'n	faoin
san	sin
hoidhche	hoíche
chonnaic	chonaic
soillse	soilse
Dubhairt	Dúirt
ná raibh	nach raibh
deanamh	déanamh
soillse	soilse
tslighe	slí
fé n-a	faoina
croidhe	croí
treasna	trasna
eadh	ea
fé	faoi
mhar	mar
bheithidhigh	bheithígh
oll-mhóra	ollmhóra
tapaidh	tapa
fútha	fúthu
chorruighe	chorraí
bhfeaca	bhfaca
se	sé
hárrachtaigh	harrachtaí
ghránda	ghránna
d'á	dá
bhfeaca	bhfaca
chosmhail	chosúil
oll-mhóra	ollmhóra
meid	méid
fútha	fúthu
chruadha	chrua
ndrom	ndroim
aca	acu
Chonnaic	Chonaic
glinneamhaint	glinniúint
doircheacht	dorchacht
céadtha	céadta
aca	acu
nidh	ní
rómpa	rompu
tighthe	tithe
nidh	ní
rómpa	rompu
fé	faoi
ortha	orthu
go bráTh	go brách
chroidhe	chroí
siubhal	siúl
fútha	fúthu
comh	chomh
comhgarach	cóngarach
san	sin
dhrom	dhroim
ná raibh	nach raibh
brúghadh	brú
is	agus
fé n-a	faoina
gcosaibh	gcosa
leig	lig
le n-a	lena
