source	target
an dtalamh	an talamh
thirim	thirim
chomh	chomh
maith	maith
.	.
Táid	Tá siad
ag	ag
dul	dul
i	i
méid	méid
\n	\n
agus	agus
i	i
líonmhaireacht	líonmhaireacht
le	le
tamall	tamall
anuas	anuas
agus	agus
tá	tá
an	an
dúthaigh	dúiche
\n	\n
\n	\n
___MANANPH_00002___	___MANANPH_00002___
\n	\n
creachtha	creachtha
aca	acu
.	.
Thá	Tá
talamh	talamh
mhaith	mhaith
thorthamhail	thorthúil
leasmuigh	lasmuigh
de'n	den
\n	\n
chathair	chathair
agus	agus
bhíodh	bhíodh
tighthe	tithe
agus	agus
guirt	goirt
agus	agus
garraithe	garraithe
ann	ann
\n	\n
tráth	tráth
,	,
ach	ach
do	do
réab	réab
na	na
Cráidhmí	Cráidhmí
na	na
tighthe	tithe
agus	agus
do	do
ghabhadar	ghabhadar
\n	\n
de	de
chosa	chosa
ins na	sna
garraithe	garraithe
i	i
dtreo	dtreo
is	is
go	go
raibh	raibh
ar	ar
na	na
daoine	daoine
\n	\n
teicheadh	teitheadh
isteach	isteach
sa	sa
chathair	chathair
uatha	uathu
.	.
Annsan	Ansin
is	is
eadh	ea
a	a
deineadh	rinneadh
\n	\n
an	an
crios	crios
aibhléise	aibhléise
chun	chun
an	an
chathair	chathair
a	a
chosaint	chosaint
ortha	orthu
.	.
\n	\n
\n	\n
“	“
Agus	Agus
ná fuil	nach bhfuil
duine	duine
ar	ar
bith	bith
ina	ina
chómhnuidhe	chónaí
ar	ar
an	an
\n	\n
dtuaith	dtuath
anois	anois
?	?
”	”
\n	\n
\n	\n
“	“
Níl	Níl
.	.
Dhein	Rinne
na	na
daoine	daoine
puill	poill
sa	sa
talamh	talamh
ar dtúis	ar dtús
\n	\n
chun	chun
dul	dul
i	i
bhfolach	bhfolach
uatha	uathu
ach	ach
chuaidh	chuaigh
na	na
Cráidhmí	Cráidhmí
i	i
líonmhaireacht	líonmhaireacht
\n	\n
agus	agus
i	i
ndánuidheacht	ndánacht
chomh	chomh
mór	mór
san	san
ná	ná
leomhann	leomhann
éinne	aon duine
\n	\n
anois	anois
fanacht	fanacht
leasmuigh	lasmuigh
den	den
chrios	chrios
aibhléise	aibhléise
.	.
”	”
\n	\n
\n	\n
“	“
Agus	Agus
ná	nach
saothruightear	saothraítear
an	an
talamh	talamh
i n-aon	in aon
chor	chor
?	?
”	”
\n	\n
\n	\n
“	“
Téigheann	Téann
scata	scata
fear	fear
ó'n	ón
gcathair	gcathair
amach	amach
agus	agus
buidhean	buíon
\n	\n
d'fhearaibh	d'fhir
armtha	armtha
mar	mar
ghárda	gharda
ortha	orthu
agus	agus
cuirid	cuireann siad
an	an
síol	síol
\n	\n
ins na	sna
guirt	goirt
,	,
ach	ach
cad	cad
é	é
an	an
tairbhe	tairbhe
an	an
síol	síol
a	a
chur	chur
nuair	nuair
is	is
\n	\n
iad	iad
na	na
Cráidhmí	Cráidhmí
a	a
bhainfidh	bhainfidh
an	an
Foghmhar	Fómhar
?	?
Deir	Deir
mo	mo
shean	shean
-	-
\n	\n
athair	athair
go	go
mbeidh	mbeidh
an	an
dúthaigh	dúiche
ina	ina
fhásach	fhásach
sar	sula
i	i
bhfad	bhfad
agus	agus
ná beidh	nach mbeidh
\n	\n
screatal	screatall
bídh	bia
sa	sa
chathair	chathair
do	do
dhuine	dhuine
ná	ná
do	do
bheithidheach	bheithíoch
,	,
\n	\n
agus	agus
ná beidh	nach mbeidh
i	i
ndán	ndán
dúinn	dúinn
ach	ach
bás	bás
de'n	den
ghorta	ghorta
mara	mura
\n	\n
ndeintear	ndéantar
iad	iad
a	a
chosc	chosc
.	.
”	”
\n	\n
\n	\n
“	“
Ná féadfadh	Nach bhféadfadh
na	na
saighdiúirí	saighdiúirí
iad	iad
a	a
mharbhú	mharú
?	?
”	”
\n	\n
\n	\n
“	“
Na	Na
sliogáin	sliogáin
atá	atá
ortha	orthu
is	is
cruaidhe	crua
iad	iad
ná	ná
aon	aon
tsaghas	saghas
\n	\n
miotail	miotail
atá	atá
ar	ar
eolas	eolas
againn	againn
.	.
Is	Is
féidir	féidir
dóibh	dóibh
a	a
muineál	muineál
\n	\n
a	a
lúbadh	lúbadh
agus	agus
a	a
gceann	gceann
a	a
chur	chur
isteach	isteach
fé sna	faoi na
sliogáin	sliogáin
sa	sa
\n	\n
tslighe	tslí
is	is
nách	nach
féidir	féidir
teacht	teacht
ortha	orthu
.	.
Réabann	Réabann
siad	siad
leo	leo
\n	\n
\n	\n
___MANANPH_00003___	___MANANPH_00003___
\n	\n
annsan	ansin
agus	agus
gabhann	gabhann
siad	siad
de	de
chosaibh	chosa
ina	ina
mbíonn	mbíonn
rómpa	rompu
.	.
\n	\n
Níor	Níor
mhair	mhair
an	an
t-arm	t-arm
san	san
beo	beo
a	a
fhéadfadh	fhéadfadh
cur	cur
ina	ina
gcoinnibh	gcoinne
.	.
”	”
\n	\n
\n	\n
“	“
Cad	Cad
a	a
dhéanfaimíd	dhéanfaimid
anois	anois
?	?
”	”
arsa	arsa
Brian	Brian
.	.
\n	\n
\n	\n
“	“
Is	Is
fearra	fearr
dhúinn	dúinn
gan	gan
dul	dul
i n-aice	in aice
na	na
fairrge	farraige
,	,
pé	pé
\n	\n
scéal	scéal
é	é
,	,
”	”
arsa	arsa
an	an
garsún	garsún
eile	eile
.	.
\n	\n
\n	\n
“	“
B'fhéidir	B'fhéidir
go	go
bhfuighimís	bhfaighimis
bád	bád
ar	ar
an dtráigh	an trá
.	.
”	”
\n	\n
\n	\n
“	“
Níl	Níl
aon	aon
bhád	bhád
san	san
áit	áit
seo	seo
,	,
”	”
arsa	arsa
Nící	Nící
.	.
“	“
Chuala	Chuala
mo	mo
\n	\n
shean-athair	sheanathair
á	á
rádh	rá
go	go
mbíodh	mbíodh
báid	báid
ag	ag
na	na
daoine	daoine
fadó	fadó
agus	agus
\n	\n
go	go
dtéightí	dtéití
ar	ar
an	an
bhfairrge	bhfarraige
ionnta	iontu
,	,
ach	ach
ní	ní
leigeann	ligeann
an	an
eagla	eagla
\n	\n
d'éinne	d'aon duine
dul	dul
comhgarach	cóngarach
do'n	don
bhfairrge	bhfarraige
anois	anois
gan	gan
trácht	trácht
\n	\n
ar	ar
dhul	dhul
ar	ar
ionntaoibh	iontaoibh
báid	báid
.	.
”	”
\n	\n
\n	\n
“	“
Téighimís	Téimis
go	go
bruach	bruach
na	na
fairrge	farraige
go	go
bhfeicimíd	bhfeicimid
,	,
”	”
\n	\n
arsa	arsa
Brian	Brian
.	.
\n	\n
\n	\n
Bhí	Bhí
fiacla	fiacla
Nící	Nící
ag	ag
bualadh	bualadh
ar	ar
a	a
chéile	chéile
le	le
fuacht	fuacht
agus	agus
\n	\n
le	le
heagla	heagla
,	,
ach	ach
ní	ní
dubhairt	dúirt
sé	sé
a	a
thuille	thuilleadh
,	,
agus	agus
do	do
chomáin	thiomáin
\n	\n
an	an
bheirt	bheirt
ar	ar
aghaidh	aghaidh
go	go
dtángadar	dtángadar
go	go
bruach	bruach
na	na
faille	faille
.	.
\n	\n
Faill	Faill
ghéar	ghéar
árd	ard
ab	ab
eadh	ea
í	í
agus	agus
chonnacadar	chonaiceadar
an	an
fhairrge	fharraige
mar	mar
\n	\n
a	a
bheadh	bheadh
mias	mias
d'airgead	d'airgead
bheo	bheo
leath-chéad	leathchéad
troigh	troigh
síos	síos
uatha	uathu
.	.
\n	\n
\n	\n
“	“
Ní	Ní
hannso	hannso
a	a
thagann	thagann
na	na
Cráidhmí	Cráidhmí
i	i
dtír	dtír
,	,
ar	ar
aon	aon
\n	\n
chuma	chuma
,	,
”	”
arsa	arsa
Brian	Brian
.	.
“	“
Ní	Ní
fhéadfaidís	fhéadfaidís
an	an
fhaill	fhaill
sin	sin
a	a
chur	chur
\n	\n
díobh	díobh
aníos	aníos
.	.
”	”
\n	\n
\n	\n
“	“
Ní	Ní
bheadh	bheadh
fhios	fhios
agat	agat
cadh	cabha
a	a
dhéanfaidís	dhéanfaidís
,	,
”	”
arsa	arsa
Nící	Nící
.	.
\n	\n
“	“
Tá	Tá
ingne	ingne
géara	géara
ar	ar
na	na
cosa	cosa
aca	acu
,	,
agus	agus
b'fhéidir	b'fhéidir
gur	gur
\n	\n
féidir	féidir
dóibh	dóibh
na	na
hingne	hingne
a	a
chur	chur
i	i
bhfastódh	bhfostú
ins na	sna
carraigreacha	carraigeacha
.	.
\n	\n
Agus	Agus
ar	ar
aon	aon
chuma	chuma
tá	tá
strapa	strapa
thall	thall
annsan	ansin
,	,
féach	féach
.	.
”	”
\n	\n
\n	\n
___MANANPH_00004___	___MANANPH_00004___
\n	\n
\n	\n
B'fhíor	B'fhíor
dó	dó
.	.
Bhó	Bhó
strapa	strapa
i n-éadan	in éadan
na	na
faille	haille
,	,
agus	agus
\n	\n
é	é
leathan	leathan
a	a
dhóthain	dhóthain
chun	chun
siubhail	siúil
air	air
.	.
\n	\n
\n	\n
“	“
Téighimís	Téimis
síos	síos
ar	ar
an dtráigh	an trá
,	,
”	”
arsa	arsa
Brian	Brian
,	,
“	“
féachaint	féachaint
\n	\n
an	an
mbeadh	mbeadh
pluais	pluais
ag	ag
bun	bun
na	na
faille	faille
ina	ina
bhféadfaimís	bhféadfaimis
ár	ár
\n	\n
scíth	scíth
a	a
leigint	ligean
go	go
fóill	fóill
beag	beag
,	,
gan	gan
aon	aon
bhaoghal	bhaol
go	go
dtiocfadh	dtiocfadh
\n	\n
na	na
Cráidhmí	Cráidhmí
orainn	orainn
.	.
”	”
\n	\n
\n	\n
Síos	Síos
an	an
strapa	strapa
leo	leo
;	;
an	an
fhairrge	fharraige
choimhthigheach	choimhthíoch
síos	síos
\n	\n
uatha	uathu
agus	agus
an	an
fhaill	fhaill
ghear	ghéar
árd	ard
ar	ar
a	a
gcúl	gcúl
.	.
Brian	Brian
a	a
bhí	bhí
\n	\n
chun	chun
tosaigh	tosaigh
fós	fós
,	,
agus	agus
togha	togha
na	na
h-aire	haire
á	á
thabhairt	thabhairt
aige	aige
dhó	dó
\n	\n
féin	féin
.	.
Ach	Ach
nuair	nuair
a	a
bhí	bhí
sé	sé
leath	leath
slighe	slí
síos	síos
do	do
sceinn	scinn
éan	éan
\n	\n
mór	mór
dubh	dubh
as	as
scoilt	scoilt
a	a
bhí	bhí
i n-éadan	in éadan
na	na
faille	haille
agus	agus
do bhuail	bhuail
\n	\n
é	é
féin	féin
i gcoinnibh	i gcoinne
a	a
aighthe	aghaidhe
.	.
Do	Do
sciorr	sciorr
a	a
chos	chos
ó'n	ón
\n	\n
ngarsún	ngarsún
agus	agus
síos	síos
leis	leis
le	le
faill	faill
.	.
\n	\n
\n	\n
Dá	Dá
mba	mba
i nÉirinn	in Éirinn
a	a
bheadh	bheadh
sé	sé
níl	níl
aon	aon
amhras	amhras
ná	ná
go	go
\n	\n
ngortóchthaí	ngortófaí
go	go
tubaisteach	tubaisteach
é	é
,	,
ach	ach
toisc	toisc
a	a
éadtruime	éadroime
a	a
bhí	bhí
\n	\n
sé	sé
anois	anois
níor dhein	ní dhearna
an	an
tuitim	titim
aon	aon
ana-dhíoghbháil	ana-dhíoghbháil
dó	dó
.	.
Ba	Ba
\n	\n
mhaith	mhaith
an	an
bhail	bhail
air	air
gur	gur
anuas	anuas
ar	ar
ghainimh	ghainimh
mhín	mhín
na	na
trágha	trá
a	a
thuit	thit
\n	\n
sé	sé
.	.
Dá	Dá
mba	mba
anuas	anuas
ar	ar
na	na
carraigreacha	carraigeacha
a	a
thuitfeadh	thitfeadh
sé	sé
\n	\n
is	is
ró-dhócha	ródhócha
go	go
mbrisfí	mbrisfí
a	a
ghéaga	ghéaga
agus	agus
go	go
mbascfaí	mbascfaí
go	go
mór	mór
é	é
.	.
\n	\n
D'éirigh	D'éirigh
sé	sé
agus	agus
d'fhéach	d'fhéach
síos	síos
air	air
féin	féin
.	.
Bhí	Bhí
a	a
bhríste	bhríste
agus	agus
a	a
\n	\n
stocaí	stocaí
stracuithe	sractha
agus	agus
a	a
dhá	dhá
ghlúin	ghlúin
agus	agus
a	a
loirgne	lorgaí
ag	ag
\n	\n
tabhairt	tabhairt
fola	fola
san	san
áit	áit
inar	inar
scrabhadh	scrabhadh
iad	iad
agus	agus
é	é
ag	ag
tuitim	titim
.	.
\n	\n
Bhí	Bhí
an	an
t-éan	t-éan
ag	ag
eitilt	eitilt
ós a chionn	os a chionn
i n-áirde	in airde
agus	agus
gach	gach
aon	aon
\n	\n
scréach	scréach
as	as
.	.
Chuala	Chuala
sé	sé
Nící	Nící
ag	ag
glaodhach	glaoch
air	air
ach	ach
bhí	bhí
oiread	oiread
san	sin
\n	\n
gleoidh	gleo
á	á
dhéanamh	dhéanamh
ag	ag
an	an
éan	éan
nár	nár
fhéad	fhéad
sé	sé
a	a
dhéanamh	dhéanamh
amach	amach
\n	\n
cad	cad
a	a
bhí	bhí
á	á
rádh	rá
aige	aige
.	.
\n	\n
\n	\n
___MANANPH_00005___	___MANANPH_00005___
\n	\n
\n	\n
Do	Do
labair	lab tú
Nící	Nící
arís	arís
agus	agus
do labhair	labhair
i n-árd	in ard
a	a
chinn	chinn
\n	\n
is	is
a	a
ghutha	ghutha
,	,
ach	ach
do theip	theip
glan	glan
ar	ar
Bhrian	Bhrian
a	a
dhéanamh	dhéanamh
amach	amach
cad	cad
\n	\n
a	a
bhí	bhí
aige	aige
á	á
rádh	rá
.	.
Do	Do
liúgh	liúigh
sé	sé
air	air
.	.
\n	\n
\n	\n
“	“
Nílim	Nílim
gortuighthe	gortaithe
i n-aon	in aon
chor	chor
,	,
”	”
ar	ar
seisean	seisean
.	.
“	“
Féach	Féach
\n	\n
me	mé
,	,
"	"
agus	agus
do	do
shiubhail	shiúil
sé	sé
anonn	anonn
is	is
anall	anall
ar	ar
an dtráigh	an trá
.	.
\n	\n
\n	\n
Leis	Leis
sin	sin
chonnaic	chonaic
sé	sé
an	an
rud	rud
a	a
chuir	chuir
an	an
croidhe	croí
treasna	trasna
\n	\n
air	air
.	.
Chonnaic	Chonaic
sé	sé
gur	gur
stad	stad
an	an
strapa	strapa
breis	breis
is	is
fiche	fiche
troigh	troigh
\n	\n
ó	ó
bhun	bhun
na	na
faille	faille
agus	agus
ná raibh	nach raibh
aon	aon
tslighe	slí
aige	aige
chun	chun
dul	dul
aníos	aníos
\n	\n
as	as
an	an
áit	áit
ina	ina
raibh	raibh
sé	sé
.	.
\n	\n
\n	\n
“	“
Fan	Fan
leat	leat
nóimeat	nóiméad
,	,
”	”
ar	ar
seisean	seisean
le	le
Nící	Nící
,	,
go	go
\n	\n
bhfeicead	bhfeicfeadh
an	an
bhfuil	bhfuil
strapa	strapa
i n-aon	in aon
áit	áit
eile	eile
.	.
”	”
\n	\n
\n	\n
Ach	Ach
níor	níor
fhan	fhan
Nící	Nící
leis	leis
.	.
Níor dhein	Ní dhearna
sé	sé
ach	ach
éirghe	éirí
de	de
\n	\n
bhaoth-léim	bhaothléim
agus	agus
teacht	teacht
anuas	anuas
ar	ar
an dtráigh	an trá
taobh	taobh
leis	leis
.	.
\n	\n
\n	\n
“	“
Dheinis	Rinne tú
an	an
méid	méid
sin	sin
go	go
maith	maith
,	,
”	”
arsa	arsa
Brian	Brian
,	,
“	“
ach	ach
\n	\n
cad	cad
a	a
dhéanfair	dhéanfaidh tú
mara	mura
bhfuil	bhfuil
slighe	slí
éigin	éigin
chun	chun
dul	dul
i n-áirde	in airde
\n	\n
as	as
so	seo
.	.
”	”
\n	\n
\n	\n
Do	Do
shiubhail	shiúil
an	an
bheirt	bheirt
fan	fan
na	na
trágha	trá
agus	agus
iad	iad
ag	ag
féachaint	féachaint
\n	\n
ina	ina
dtimcheall	dtimpeall
.	.
An	An
tráigh	tráigh
’	’
ina	ina
rabhadar	rabhadar
níor	níor
mhó	mhó
ná	ná
leath	leath
-	-
\n	\n
chéad	chéad
slat	slat
ar	ar
faid	fad
í	í
,	,
rinn	rinn
ghéar	ghéar
árd	ard
ag	ag
gach	gach
ceann	ceann
di	di
,	,
agus	agus
\n	\n
gan	gan
casán	cosán
ná	ná
strapa	strapa
chun	chun
dul	dul
suas	suas
aiste	aisti
ach	ach
aghaidh	aghaidh
na	na
\n	\n
faille	faille
chomh	chomh
sleamhain	sleamhain
le	le
gloine	gloine
.	.
\n	\n
\n	\n
“	“
Is	Is
olc	olc
an	an
áit	áit
ina	ina
dtug	dtug
ár	ár
gcosa	gcosa
sinn	sinn
,	,
”	”
arsa	arsa
Brian	Brian
.	.
\n	\n
“	“
Ní	Ní
fhéadfadh	fhéadfadh
éinní	aon ní
beo	beo
dul	dul
anáirde	in airde
as	as
so	seo
ach	ach
rud	rud
go	go
\n	\n
mbeadh	mbeadh
sciatháin	sciatháin
air	air
.	.
Sínimís	Sínimis
sinn	sinn
féin	féin
sa	sa
phluais	phluais
go	go
fóill	fóill
,	,
\n	\n
agus	agus
nuair	nuair
a	a
bheidh	bheidh
solas	solas
an	an
lae	lae
againn	againn
chuige	chuige
,	,
b'fhéidir	b'fhéidir
\n	\n
go	go
bhfeicimís	bhfeicimis
slighe	slí
éigin	éigin
as	as
.	.
”	”
\n	\n
\n	\n
___MANANPH_00006___	___MANANPH_00006___
\n	\n
\n	\n
“	“
Mara	Mura
mbímíd	mbímid
thar n-ais	ar ais
sa	sa
chathair	chathair
roimh	roimh
meadhon	meán
\n	\n
lae	lae
,	,
”	”
arsa	arsa
Nící	Nící
,	,
“	“
éireochaidh	éireoidh
le	le
Grágó	Grágó
sa	sa
chlaon-bheart	chlaonbheart
\n	\n
atá	atá
socair	socair
aige	aige
,	,
agus	agus
cuirfear	cuirfear
an	an
tárd-Mháighistir	tárd-Mháighistir
agus	agus
\n	\n
lucht	lucht
na	na
hÁrd-Chomhairle	hArdchomhairle
chun	chun
báis	báis
.	.
”	”
\n	\n
\n	\n
“	“
Ní	Ní
fearr	fearr
a	a
bheith	bheith
ag	ag
cuimhneamh	cuimhneamh
air	air
mar	mar
scéal	scéal
,	,
”	”
arsa	arsa
\n	\n
Brian	Brian
.	.
“	“
Níl	Níl
aon	aon
leigheas	leigheas
againn	againn
air	air
.	.
”	”
\n	\n
\n	\n
Leis	Leis
sin	sin
do	do
shín	shín
an	an
bheirt	bheirt
gharsún	gharsún
iad	iad
féin	féin
ar	ar
úrlár	urlár
\n	\n
na	na
pluaise	pluaise
agus	agus
ba	ba
ghearr	ghearr
gur	gur
thuit	thit
a	a
gcodladh	gcodladh
ortha	orthu
.	.
\n	\n
Nící	Nící
ba	ba
thúisce	thúisce
a	a
dhúisigh	dhúisigh
agus	agus
b'é	ba é
rud	rud
a	a
dhúisigh	dhúisigh
é	é
ná	ná
an	an
\n	\n
taoide	taoide
.	.
Is	Is
amhlaidh	amhlaidh
a	a
bhí	bhí
an	an
fhairrge	fharraige
ag	ag
líonadh	líonadh
agus	agus
ag	ag
\n	\n
éirghe	éirí
aníos	aníos
mór-thimcheall	mórthimpeall
ortha	orthu
.	.
Rug	Rug
Nící	Nící
ar	ar
ghualainn	ghualainn
\n	\n
ar	ar
Bhrian	Bhrian
agus	agus
do	do
chorruigh	chorraigh
é	é
.	.
\n	\n
\n	\n
“	“
Dúisigh	Dúisigh
,	,
”	”
ar	ar
seisean	seisean
.	.
“	“
Tá	Tá
an	an
taoide	taoide
ag	ag
tuileadh	tuileadh
.	.
”	”
\n	\n
\n	\n
Do	Do
phreab	phreab
an	an
bheirt	bheirt
aca	acu
go	go
béal	béal
na	na
pluaise	pluaise
.	.
Bhí	Bhí
an	an
\n	\n
t-uisce	t-uisce
go	go
béalaibh	béala
na	na
mbróg	mbróg
ortha	orthu
agus	agus
ba	ba
léir	léir
dóibh	dóibh
\n	\n
nárbh	nárbh
fhada	fhada
go	go
líonfadh	líonfadh
an	an
fhairrge	fharraige
an	an
phluais	phluais
.	.
\n	\n
\n	\n
“	“
Bhfuil	bhFuil
snámh	snámh
agat	agat
?	?
”	”
arsa	arsa
Brian	Brian
.	.
\n	\n
\n	\n
“	“
Ní	Ní
thuigim	thuigim
‘	‘
snámh	snámh
,	,
’	’
”	”
arsa	arsa
an	an
garsún	garsún
eile	eile
.	.
\n	\n
\n	\n
Do	Do
mhínigh	mhínigh
Brian	Brian
an	an
focal	focal
dó	dó
chomh	chomh
maith	maith
agus	agus
d'fhéad	d'fhéad
\n	\n
sé	sé
é	é
.	.
\n	\n
\n	\n
“	“
Níl	Níl
snámh	snámh
ag	ag
éinne	aon duine
annso	anseo
,	,
”	”
arsa	arsa
Nící	Nící
.	.
“	“
Ní	Ní
\n	\n
théigheann	théann
éinne	aon duine
i n-aice	in aice
na	na
fairrge	farraige
le	le
heagla	heagla
roimis	roimhe
na	na
\n	\n
Cráidhmí	Cráidhmí
.	.
”	”
\n	\n
\n	\n
Bhí	Bhí
snámh	snámh
maith	maith
ag	ag
Brian	Brian
,	,
ach	ach
bhí	bhí
fhios	fhios
aige	aige
ná féadfadh	nach bhféadfadh
\n	\n
sé	sé
Nící	Nící
a	a
thabhairt	thabhairt
leis	leis
,	,
agus	agus
ní	ní
dubhairt	dúirt
sé	sé
a	a
thuille	thuilleadh
.	.
\n	\n
\n	\n
___MANANPH_00007___	___MANANPH_00007___
\n	\n
\n	\n
“	“
Féach	Féach
,	,
”	”
ar	ar
seisean	seisean
ar	ar
ball	ball
.	.
“	“
Cad	Cad
é	é
an	an
rud	rud
é	é
sin	sin
\n	\n
ar	ar
an	an
bhfairrge	bhfarraige
?	?
”	”
\n	\n
\n	\n
Do	Do
bhánuigh	bhánaigh
ar	ar
Nící	Nící
agus	agus
tháinig	tháinig
crith	crith
cos	cos
is	is
lámh	lámh
air	air
.	.
\n	\n
\n	\n
“	“
Ceann	Ceann
de sna	de na
Cráidhmí	Cráidhmí
atá	atá
ann	ann
,	,
”	”
ar	ar
seisean	seisean
.	.
\n	\n
\n	\n
D'fhéach	D'fhéach
Brian	Brian
ar	ar
an	an
sliogán	sliogán
ádhbhal-mhór	ábhalmhór
ag	ag
snámh	snámh
\n	\n
chúcha	chucu
ar	ar
uachtar	uachtar
na	na
mara	mara
,	,
agus	agus
do	do
leaigh	leac
a	a
chroidhe	chroí
ina	ina
lár	lár
\n	\n
le	le
scannradh	scanradh
.	.
\n	\n
\n	\n
“	“
An	An
íosfaidh	íosfaidh
sé	sé
sinn	sinn
?	?
”	”
ar	ar
seisean	seisean
.	.
\n	\n
\n	\n
“	“
É	É
sin	sin
nó	nó
sinn	sinn
a	a
bhrúghadh	bhrú
agush	agush
a	a
bhascadh	bhascadh
fé n-a	faoina
chosa	chosa
,	,
”	”
\n	\n
arsa	arsa
Nící	Nící
.	.
\n	\n
\n	\n
Rug	Rug
an	an
bheirt	bheirt
greim	greim
dlúth	dlúth
ar	ar
láimh	láimh
ar	ar
a	a
chéile	chéile
,	,
agus	agus
\n	\n
d'fhanadar	d'fhanadar
mar	mar
a	a
bheidís	bheidís
gan	gan
anam	anam
gan	gan
anál	anáil
agus	agus
iad	iad
ag	ag
\n	\n
féachaint	féachaint
ar	ar
an	an
árrachtach	arrachtach
mór	mór
gránda	gránna
ag	ag
druideamhaint	druidim
\n	\n
leo	leo
.	.
Ba	Ba
mhall	mhall
an	an
teacht	teacht
aige	aige
é	é
,	,
mar	mar
théigheadh	théadh
sé	sé
ar	ar
gcúl	gcúl
\n	\n
uaireainta	uaireainta
agus	agus
thagadh	thagadh
sé	sé
ar	ar
aghaidh	aghaidh
arís	arís
do réir	de réir
mar	mar
a	a
\n	\n
bhí	bhí
na	na
tonntracha	tonnta
ag	ag
líonadh	líonadh
agus	agus
ag	ag
trághadh	trá
.	.
Ach	Ach
dá	dá
\n	\n
luighead	laghad
siubhal	siúil
a	a
bhí	bhí
fé	faoi
,	,
thuigeadar	thuigeadar
nár	nár
ró-fhada	rófhada
go	go
\n	\n
dtiocfadh	dtiocfadh
sé	sé
i	i
dtír	dtír
san	san
áit	áit
ina	ina
rabhadar	rabhadar
.	.
\n	\n
\n	\n
Bhí	Bhí
an	an
t-uisce	t-uisce
go	go
glúna	glúine
ortha	orthu
fé'n	faoin
dtráth	dtráth
san	san
.	.
Suas	Suas
\n	\n
leo	leo
,	,
ar	ar
charraig	charraig
a	a
bhí	bhí
san	san
áit	áit
,	,
agus	agus
d'fhanadar	d'fhanadar
mar	mar
sin	sin
\n	\n
agus	agus
iad	iad
ag	ag
féachaint	féachaint
ar	ar
na	na
tonntracha	tonnta
craosacha	craosacha
a	a
bhí	bhí
ag	ag
\n	\n
coipiú	coipeadh
timcheall	timpeall
na	na
carraige	carraige
agus	agus
ar	ar
an	an
