source	target
nách	nach
cionntach	ciontach
hoidhche	hoíche
nách	nach
fé sna	faoi na
haindeiseóirí	hainniseoirí
droch-amhras	drochamhras
Tá's	Tá a fhios
ná beadh	nach mbeadh
agaibh-se	agaibhse
i n-aon	in aon
chomh-cheilg	chomhcheilg
choinnibh	choinne
dhó	dó
má's	más
eadh	ea
ar fuaid	ar fud
tighe	tí
mara	mura
droch-amhras	drochamhras
dubhairt	dúirt
d'á	dá
hionntaoibh	hiontaoibh
éinne	aon duine
bheimíd	bheimid
Imtheochaimíd	Imeoimid
t-eiteallán	t-eitleán
baoghal	baol
deire	deireadh
ná beidh	nach mbeidh
t-eiteallán	t-eitleán
'na	ina
ná beidh	nach mbeidh
árd-mheas	ardmheas
árd-mheas	ardmheas
ó sna	ó na
annso	anseo
raghaidh	rachaidh
bhúr	bhur
dhó	dó
deirir	deir tú
leigfidh	ligfidh
dhúinn	dúinn
leigfidh	ligfidh
B'fhearra	B'fhearr
dhúinn	dúinn
droch-amhras	drochamhras
má's	más
theasbáint	thaispeáint
leigeann	ligeann
dhúinn	dúinn
ró-dhéanach	ródhéanach
Conus	Conas
fé	faoi
dhein	rinne
túis	tús
deire	deireadh
mara	mura
dtéighimíd	dtéimid
ná beidh	nach mbeidh
imtheacht	imeacht
mblian	mbliana
mblian	mbliana
