source	target
de'n	den
dubhairt	dúirt
Nách	Nach
tÁ	Tá
Ní	Níor
Chuaidh	Chuaigh
fuinneóige	fuinneoige
annsúd	ansiúd
An dtug	Ar thug
fé ndeara	faoi deara
do'n	don
tsean-ollamh	seanollamh
láimh	lámh
alluis	allais
Chonnac	Chonaic
t-eagla	eagla
árd-iongnadh	ardionadh
thuigis	thuig tú
siubhal	siúl
annsan	ansin
siubhal	siúl
rabhais	raibh tú
ós comhair	os comhair
chéiLe	chéile
B'é	Ba é
aca	acu
annsan	ansin
cioca	cé acu
daor-bhreith	daorbhreith
aca	acu
bhfuilimíd	bhfuilimid
ndíoghbhála	ndíobhála
de sna	de na
cúntaisí	cuntais
baoghal	baol
má's	más
díoghbháil	díobháil
annso	anseo
theangan	theanga
leig	lig
thar n-ais	ar ais
thar n-ais	ar ais
Nách	Nach
adubhart	a dúirt mé
annso	anseo
Dubhrais	Dúirt tú
nách	nach
bheimís	bheimis
gcomáinfidh	dtiomáinfidh
thar n-ais	ar ais
timcheall	timpeall
do chuir	chuir
liúgh	liú
Tagaidh	Tagaigí
annso	anseo
bhfeicidh	bhfeice
fuinneóige	fuinneoige
ós comhair	os comhair
tige	tí
gheaL-daithte	ghealdaite
aca	acu
dubhairt	dúirt
éinne	aon duine
de'n	den
ordóig	ordóg
talmhan	talún
labhradh	labhraíodh
Sé	Is é
rádh	rá
deire	deireadh
