source	target
Níor dhein	Ní dhearna
ghéaruigh	ghéaraigh
choisidheacht	choisíocht
ins gach	i ngach
d'á	dá
chúcha	chucu
hárrachtaigh	harrachtaí
ghránda	ghránna
snámhghail	snámhaíocht
rómpa	rompu
ortha	orthu
glioscarnaigh	glioscarnach
fé	faoi
rómpa	rompu
d'ár	dár
úmpa	umpu
tslighe	tslí
Chonnaic	Chonaic
ortha	orthu
i n-aon	in aon
uatha	uathu
céadtha	céadta
aca	acu
girrfhiadh	giorria
bhailigheann	bhailíonn
san	sin
timcheall	timpeall
dóig	dóigh
leat-sa	leatsa
dhíobh	díobh
aca	acu
agaidh	aghaidh
i n-éinfheacht	in éineacht
d'á	dá
bhonnaibh	bhonnaí
fé n-a	faoina
gcosaibh	gcosa
mara	mura
féadfaimíd	féadfaimid
ortha	orthu
Táimíd	Táimid
feicithe	feicthe
aca	acu
árdú	ardú
ó'n	ón
chruadha	chrua
uatha	uathu
glinneamhaint	glinniúint
tabharfaí	thabharfaí
fé n-a	faoina
dlúithte	dlúite
guala	gualainn
agaidh	aghaidh
Cúluigh	Cúlaigh
droch-sheasamh	drochsheasamh
slighe	slí
san	sin
de sna	de na
d'árduigh	d'ardaigh
hárd	hard
chuaidh	chuaigh
de'n	den
ceannaibh	ceanna
D'árduigh	D'ardaigh
leath-chéad	leathchéad
an dtaobh	an taobh
de'n	den
deireannach	deireanach
rí-dheas	roimh
uatha	uathu
féín	féin
timcheall	timpeall
chruadha	chrua
san	sin
ortha	orthu
timhcheall	timpeall
chonnacadar	chonaiceadar
i n-aon	in aon
an dtalamh	an talamh
ortha	orthu
ad	i do
rómpa	rompu
búirthigh	búireach
ag béicigh	ag béicíl
ionfairt	únfairt
do rug	rug
aca	acu
d'árduigh	d'ardaigh
Do bhrúig	Bhrúigh
Do dhruid	Dhruid
ó n-a	óna
de'n	den
aca	acu
bhúirth	bhúir
leig	lig
sul ar	sular
strac	stróic
méireanna	méara
cruadha	crua
aca	acu
chéadna	chéanna
aca	acu
do thuit	thit
do chuireadar	chuireadar
mí-threoir	míthreoir
dhuit	duit
chughainn	chugainn
de sna	de na
i n-órdú	in ordú
i n-eagar	in eagar
fútha	fúthu
scaipithe	scaipthe
ó n-a	óna
so	seo
ndeineadh	ndéanadh
is	agus
dhein	rinne
leigint	ligean
thairis	thar
de'n	den
san	sin
aca	acu
thársta	tharstu
ráinig	ráinigh
fé n-a	faoina
cruaidh	crua
do chuir	chuir
búirth	búir
aca	acu
strac	stróic
cúladh	cúlú
uatha	uathu
thruslóig	thruslóg
thársta	tharstu
uatha	uathu
do réir	de réir
gheibheadh	d'fhaigheadh
ortha	orthu
díoghbháil	díobháil
buaidhte	buaite
fé'n	faoin
so	seo
thárla	tharla
tubaist	tubaiste
de sna	de na
árduighthe	ardaithe
méireanna	méara
ó n-a	óna
i n-ionad	in ionad
scaramhaint	scaradh
ó n-a	óna
níós	níos
cómhgaraighe	cóngaraí
d'á	dá
ndeaghadar	ndeachadar
i n-achrann	in achrann
bun ós cionn	bunoscionn
le n-a	lena
nidh	ní
nách	nach
siubhal	siúl
bhead-sa	bheidh mise
siubhal	siúl
bhrúghadh	bhrú
siubhal	siúl
fúm-sa	fúmsa
e	é
fhuinneóg	fhuinneog
mheid	mhéid
buaidhreamh	buaireamh
fé'n	faoin
dhein	rinne
choisidheachta	choisíochta
siubhal	siúl
timcheall	timpeall
bhfuirm	bhfoirm
i n-áit	in áit
tslighe	tslí
roimis	roimhe
ní dheineadh	ní dhearnadh
corruigheadh	corraíodh
méireanna	méara
de'n	den
aca	acu
alluis	allais
ad	i do
d'aimhdheoin	d'ainneoin
méireanna	méara
ó n-a	óna
shiubhail	shiúil
san	sin
ndeaghaidh	ndeachaigh
hobann	tobann
dáiríribh	dáiríre
bhfuilimíd	bhfuilimid
ó sna	ó na
chúcha	chucu
hárrachtaigh	harrachtaí
ghránda	ghránna
snámhghail	snámhaíocht
bhúirth	bhúir
asta	astu
deire	deireadh
aca	acu
leath-chois	leathchois
tagaithe	tagtha
fé'n	faoin
san	sin
brúghadh	brú
ortha	orthu
chéill	chiall
aca	acu
an dtaobh	an taobh
chéadna	chéanna
sháthadh	shá
nidh	ní
dhúinne	dúinne
bhfuilid	bhfuil siad
ná fuil	nach bhfuil
meádhchana	meáchain
luighe	luí
Nách	Nach
gránda	gránna
aca	acu
éirighe	éirí
ad	i do
éirighe	éirí
chúcha	chucu
leagaithe	leagtha
aca	acu
bhrághaid	bhráid
fheadfadh	fhéadfadh
feachaint	féachaint
iompuighthe	iompaithe
chúcha	chucu
Thainig	Tháinig
liath-ghlas	liathghlas
do labhair	labhair
chloisint	chloisteáil
sábhálaidh	sábhála
mí-chéillidhe	míchéillí
malluighthe	mallaithe
iadh	iamh
saoghalta	saolta
brúghadh	brú
dtimcheall	dtimpeall
tiugh	tiubh
leath-chois	leathchois
aca	acu
san	sin
mharbhú	mharú
dhuit	duit
iongnadh	ionadh
aca	acu
má's	más
ortha	orthu
dem'	de mo
Thugas	Thug mé
fágaint	fágáil
de'n	den
tsaghas	saghas
ages	ag
fiagaidhthe	fiagaithe
mbeithidheach	mbeithíoch
n-allta	n-alta
Aifric Theas	Afraic Theas
san	sin
do thóg	thóg
idhir	iodh tú
dho	do
thuit	thit
t-arrachtach	t-arracht
tré	trí
cheart-lár	cheartlár
fútha	fúthu
Do dhein	Rinne
dho	dó
Do dhruid	Dhruid
uatha	uathu
aca	acu
do chuir	chuir
fé n-a	faoina
níor dhein	ní dhearna
léimt	léim
d'á	dá
ndrom	ndroim
fé	faoi
sneachtaidh	sneachta
fútha	fúthu
Thugais	Thug tú
aithrighe	aithrí
dhúinn	dúinn
dhíot	díot
bhonnaibh	bhoinn
Ní	Níor
t-eoluidhe	t-eolaí
chughainn	chugainn
ortha	orthu
fútha	fúthu
fé sna	faoi na
taidhbhsigheadh	taibhsíodh
leasmuigh	lasmuigh
gheibheann	fhaigheann
aca	acu
ortha	orthu
hárduigheadh	hardaíodh
barra	barr
fé	faoi
feicfeadh	d'fheicfeadh
mhothuigh	mhothaigh
tapaidh	tapa
chonnaic	chonaic
uatha	uathu
liúgh	liú
deisighthe	deisithe
deisighthe	deisithe
leig	lig
d'á	dá
bhaitheas	bhaithis
Chuaidh	Chuaigh
fé	faoi
raghadh	rachadh
ortha	orthu
stracadh	stróiceadh
bhfurmhór	bhformhór
theich	theith
aca	acu
roimis	roimhe
bhfairrge	bhfarraige
bhfairrge	bhfarraige
marbhú	marú
do réir	de réir
D'éirigheadar	D'éiríodar
bhfiadhach	bhfiach
deire	deireadh
thar n-ais	ar ais
truagh	trua
ndeaghaidh	ndeachaigh
díoghbháil	díobháil
aca	acu
d'á	dá
ndoimhneas	ndoimhneacht
fairrge	farraige
neosfaidh	inseoidh
súd	siúd
dhóibh	dóibh
baoghal	baol
aca	acu
dhó	dó
dhóibh	dóibh
chonnacadar	chonaiceadar
meithile	meithle
ortha	orthu
deire	deireadh
bhítheas	bhíothas
i gan fhios	i ngan fhios
dóibh-siúd	dóibh siúd
chonnaic	chonaic
hoibridhthe	hoibrithe
ins na	sna
chúcha	chucu
liúgh	liú
dhó	dó
liúgh	liú
ar fuaid	ar fud
ná raibh	nach raibh
rómpa	rompu
fuinneóga	fuinneoga
chrothadar	chroitheadar
gciarsúirí	gciarsúir
gáiridhe	gáire
dhom	dom
deineadh	rinneadh
romham-sa	romhamsa
chuadhas	chuaigh mé
treasna	trasna
Fairrge	Farraige
n-eiteallán	n-eitleán
san	sin
ná raibh	nach raibh
an dtalamh	an talamh
amáireach	amárach
chughainn	chugainn
chúcha	chucu
cuimhnigheadh	cuimhníodh
orm-sa	ormsa
so	seo
Aimeirice	Mheiriceá
theasbáint	thaispeáint
eoluidhe	eolaí
duit-se	duitse
creideamhaint	creidiúint
riaghaltais	rialtais
árd-mholadh	ardmholadh
dhóibh	dóibh
Do bhain	Bhain
d'á	dá
ríogh	rí
árd-fhlaith	ardfhlaith
loghmhar	luachmhar
glioscarnaigh	glioscarnach
tseod	tseoid
d'á	dá
im'	i mo
eoluidhe	eolaí
bhuaidh	bhuaigh
dhúinn	dúinn
árd-mholadh	ardmholadh
do'n	don
aca	acu
bronntanaisí	bronntanais
dhóibh	dóibh
bhúr	bhur
leigint	ligean
i	in
nbhúr	bhur
dtig	dteach
mbuidheachas	mbuíochas
tanas	tan mé
dhóibh	dóibh
thar n-ais	ar ais
dtighe	dtí
bídh	bia
annsan	ansin
dhóibh	dóibh
