source	target
adeirir	a deir tú
Do leag	Leag
Annsúd	Ansiúd
bhfaithche	bhfaiche
hÁrd-Chomhairle	hArdchomhairle
oireamhnaighe	oiriúnaí
Dhein	Rinne
Preabfaimíd	Preabfaimid
chughat	chugat
déarfair	déarfaidh tú
eadh	ea
Deintear	Déantar
amáireach	amárach
ma's	más
eadh	ea
Árd-Chomhairle	Ardchomhairle
cruinnighthe	cruinnithe
in	i
meadhon	meán
ma's	más
eadh	ea
Tabharfad	Tabharfaidh mé
slighe	slí
gádh	gá
dhúinn	dúinn
éinne	aon duine
d'fhearaibh	d'fhir
d'éirghe	d'éirí
an dtalamh	an talamh
chúcha	chucu
cuimhneochaidh	cuimhneoidh
gcoinnibh	gcoinne
dubhrais	dúirt tú
de sna	de na
fábharach	fabhrach
go ngeobhaidh	go bhfaighidh
Labharfad	Labhróidh mé
meadhon	meán
amáireach	amárach
do leag	leag
geallaim-se	geallaimse
dhuit	duit
Raghad	Rachaidh mé
thar n-ais	ar ais
mháighistir	mháistir
raghad-sa	rachaidh mise
de sna	de na
Captaoin	Captaein
fábharach	fabhrach
nidh	ní
Caithfead	Caithfidh mé
sul a	sula
ró-dhéanach	ródhéanach
oidhche	oíche
droch-amhras	drochamhras
éinne	aon duine
bpeidhleacán	bhféileacán
thángas	tháinig mé
annso	anseo
do chuir	chuir
Déanfad	Déanfaidh mé
tóiridheacht	tóraíocht
pheidhleacán	fhéileacán
ghroidhe	ghroí
amáireach	amárach
bhéarfad-sa	tabharfaidh mise
deirim-se	deirimse
nách	nach
imtheochaidh	imeoidh
pheidhleacáin	fhéileacáin
fhranncaigh	fhrancaigh
droch-sheasamh	drochsheasamh
rádh	rá
Bead-sa	Beidh mise
imtheacht	imeacht
do tharraing	tharraing
i gcoinnibh	i gcoinne
taoibhe	taoibh
shuidh	shuigh
mhínighis	mhínigh tú
Conus	Conas
oscluigheann	osclaíonn
san	sin
hannla	hanla
hadhmannas	feidhmeannas
eadh	ea
oscluightear	osclaítear
t-adhmannas	feidhmeannas
bhrúghadh	bhrú
i gcoinnibh	i gcoinne
sheasóchadh	sheasfadh
hannla	hanla
roimis	roimhe
fé'n	faoin
de'n	den
so	seo
plaosc	blaosc
uibh	ubh
dheigh-mhéinn	dhea-mhéin
dod'	do do
mhaighistir	mháistir
raghair	rachaidh tú
thar n-ais	ar ais
buidheach	buíoch
dhom	dom
bhead	bheidh mé
im'	i mo
mháighistir	mháistir
ortha	orthu
Buadh	Bua
coscar	coscairt
siubhail	siúil
mbodharfaí	mbodhrófaí
bhfothrom	bhfothram
dhein	rinne
suic	soic
bhfalla	mballa
Dhein	Rinne
roimis	roimhe
nóimeat	nóiméad
gabhtha	gafa
bhfalla	mballa
feiscint	feiceáil
tuitithe	tite
úrlár	urlár
Dob	Ba
iongnadh	ionadh
bhuige	bhoige
thapamhlacht	thapúlacht
an dtalamh	an talamh
Dob	Ba
iongnadh	ionadh
annsúd	ansiúd
imthig	imigh
se	sé
ró-fhada	rófhada
dh'fhan	d'fhan
ámhthach	áfach
tapaidh	tapa
doircheacht	dorchacht
leig	lig
dhóibh-sin	dóibh sin
corruighe	corraí
ó'n	ón
de'n	den
chomhrainn	chónra
deire	deireadh
labhradar	labhraíodar
náimhde	naimhde
shean-athair	sheanathair
ortha	orthu
Ta	Tá
aca	acu
an dtaobh	an taobh
de sna	de na
cnuic	cnoic
aca	acu
saidhbhre	saibhre
comhachtaighe	cumhachtaí
mianraighe	mianraí
tsaghas	saghas
innte	inti
ortha	orthu
mharbhú	mharú
Chualaís	Chuala tú
dheineadar	rinneadar
Caithfimíd	Caithfimid
innsint	insint
dom'	do mo
súd	siúd
amáireach	amárach
amáireach	amárach
so	seo
fé	faoi
sceinn	scinn
rómpa	rompu
héascaidh	héasca
chaoil	chaol
tré	trí
ghaibheadar	ghabhadar
D'éaluigheadar	D'éalaíodar
troigh-éascaidh	troighéasca
ró-fhada	rófhada
slighe	slí
sceinn	scinn
dtimcheall	dtimpeall
tslighe	tslí
ghaibheamar	ghabhamar
shlighe	shlí
mór-chuid	mórchuid
tugamar	thugamar
fé ndeara	faoi deara
bheit	bheith
leanamhaint	leanúint
comhartaí	comharthaí
fé ndeara	faoi deara
ionnus	ionas
n-aithneochaimís	n-aithneoimis
thar n-ais	ar ais
Thar n-ais	Ar ais
comh	chomh
tapaidh	tapa
gcosaibh	gcosa
i n-ionad	in ionad
n-aoirde	n-airde
chuaidh	chuaigh
san	sin
ortha	orthu
shoillseochadh	shoilseodh
ídighthe	ídithe
shoillseochaidh	shoilseoidh
dhom	dom
Coinnighimís	Coinnímis
scaramhaint	scaradh
ó n-a	óna
doircheacht	dorchacht
Thar n-ais	Ar ais
gliúcaidheacht	gliúcaíocht
doircheacht	dorchacht
ortha	orthu
dh'fheiscint	d'fheiceáil
ac	ach
tré sna	trí na
ins na	sna
carraigreacha	carraigeacha
ós a gcionn	os a gcionn
i n-áirde	in airde
san	sin
aca	acu
tré sna	trí na
fé	faoi
ath-chasadh	athchasadh
lamhancán	lámhacán
mbonnaibh	mbonnaí
nglúna	nglúine
d'á	dá
bascuithe	basctha
brúighte	brúite
i gcoinnibh	i gcoinne
tslighe	tslí
rómpa	rompu
Fé	Faoi
dheire	dheireadh
do chuir	chuir
liúgh	liú
Chuaidh	Chuaigh
do réir	de réir
rómpa	rompu
bhuidhe	bhuí
fuighimís	faighimis
bhfanfaimís	bhfanfaimis
fé	faoi
de'n	den
bhfuilimíd	bhfuilimid
Ná	Nach
haithnigheann	n-aithníonn
Ni	Ní
aithnighim	aithním
dtimcheall	dtimpeall
oidhche	oíche
soillse	soilse
feiscint	feiceáil
i n-aon	in aon
d'á	dá
luighead	laghad
cloisint	cloisteáil
aca	acu
siosaireacht	siosarnach
feochta	feoite
fé n-a	faoina
gcosaibh	gcosa
uatha	uathu
árd	ard
charraigreacha	charraigeacha
carraigreacha	carraigeacha
san	sin
ná féadfadh	nach bhféadfadh
san	sin
nách	nach
ca	cá
bhfuilimíd	bhfuilimid
an fhaid	an fad
atáimíd	atáimid
bhfuilimíd	bhfuilimid
fé sna	faoi na
cnuic	cnoic
ndúthaigh	ndúiche
atáimíd	atáimid
fanamhaint	fanacht
orm-sa	ormsa
o	ó
Táimíd	Táimid
teanntuighthe	teanntaithe
an dtaobh	an taobh
so	seo
Tugaimís	Tugaimis
dhéanfaimíd	dhéanfaimid
uatha	uathu
annsan	ansin
gurab	gurb
hoidhche	hoíche
Théighimís	Théimis
chúichi	chuici
Gheobhaimíd	Gheobhaimid
cnótha	cnónna
caortha	caora
crannaibh	crainn
treasna	trasna
brat	bratach
liath-ghlas	liathghlas
abhfus	abhus
léimt	léim
do réir	de réir
gheibheadh	d'fhaigheadh
comhthrom	cothrom
ortha	orthu
éirghe	éirí
béalaibh	béala
d'á	dá
Do labhair	Labhair
ana-bhog	an-bhog
súghrac	súrac
do chaith	chaith
ós cionn	os cionn
Dhein	Rinne
tharraing	tharraingt
chuaidh	chuaigh
ionfairt	únfairt
d'á	dá
ndeineadh	ndéanadh
mhothuigh	mhothaigh
shúghadh	shú
cúladh	cúlú
tuitithe	tite
n-a	a
shúghadh	shú
tapaidh	tapa
mara	mura
ndeineadh	ndéanadh
ró-dhéanach	ródhéanach
fé	faoi
thimcheall	thimpeall
ionntaoibh	iontaoibh
mhothuigh	mhothaigh
súghadh	sú
tarraing	tarraingt
dh'alpadh	d'alpadh
eadh	ea
meádhchan	meáchan
ionnta	iontu
éadtruime	éadroime
nidh	ní
dh'árdach	a ardú
chúcha	chucu
tógaint	tógáil
san	sin
tharraing	tharraingt
go dtáinig	gur tháinig
sháidh	sháith
aca	acu
roimis	roimhe
gcontabhairt	gcontúirt
do leag	leag
treasna	trasna
uirthe	uirthi
bhfuirm	bhfoirm
Do chaith	Chaith
fé'n	faoin
feiscint	feiceáil
ós cionn	os cionn
mhothuigh	mhothaigh
mhéireanna	mhéar
d'á	dá
mhéireanna	mhéar
ró-fhada	rófhada
ortha	orthu
dhó	dó
slugfaí	slogfaí
mait	maith
Dhein	Rinne
de sna	de na
géagaibh	géaga
reamhar	ramhar
chasóig	chasóg
innte	inti
dhe	de
earball	eireaball
an dtalamh	an talamh
fé	faoi
eascú	eascann
mhothuigh	mhothaigh
dtarraing	dtarraingt
scuir	scoir
de'n	den
dhe	de
thuit	thit
fé	faoi
luighe	luí
annsúd	ansiúd
ionnta	iontu
siubhal	siúl
corruighe	corraí
clúduighthe	clúdaithe
baitheas	baithis
dríob	draoib
chorruigh	chorraigh
de'n	den
fhanaimíd	fhanaimid
annso	anseo
Imthighimís	Imímis
so	seo
Conus	Conas
imtheochaimíd	imeoimid
árd	ard
dinn	ding
an dtaobh	an taobh
Táimíd	Táimid
teanntuighthe	teanntaithe
treasna	trasna
treasna	trasna
chnuic	chnoic
bhféadfaimís	bhféadfaimis
timcheall	timpeall
chnuic	chnoic
chruaidh	chrua
siubhal	siúl
healadha	healaín
dhúinn	dúinn
annso	anseo
thuille	thuilleadh
shleamhnuigh	shleamhnaigh
aca	acu
snámhghail	snámhaíocht
amac	amach
chruaidh	chrua
D'éirigheadar	D'éiríodar
annsan	ansin
liath-ghlas	liathghlas
i gcoinnibh	i gcoinne
do dhein	rinne
tsólás	sólás
baoghal	baol
treasna	trasna
slugfaí	slogfaí
puill	poill
so	seo
