source	target
ach	ach
dul	dul
anonn	anonn
chun	chun
an	an
dorais	dorais
agus	agus
bagairt	bagairt
ar	ar
\n	\n
na	na
saighdiúirí	saighdiúirí
chun	chun
teacht	teacht
isteach	isteach
.	.
\n	\n
\n	\n
___MANANPH_00002___	___MANANPH_00002___
\n	\n
\n	\n
“	“
Cad	Cad
'na	ina
thaobh	thaobh
go	go
bhfuiltear	bhfuiltear
ár	ár
gcur	gcur
i	i
bpríosún	bpríosún
?	?
”	”
\n	\n
arsa	arsa
Brian	Brian
.	.
\n	\n
\n	\n
“	“
Ná	Ná
bíodh	bíodh
aon	aon
bhuadhairt	bhuairt
ort	ort
,	,
a	a
mhic	mhic
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
\n	\n
“	“
Ní	Ní
fada	fada
go	go
scaoilfear	scaoilfear
saor	saor
sinn	sinn
.	.
Níl	Níl
aon	aon
chúis	chúis
aca	acu
\n	\n
orainn	orainn
.	.
”	”
\n	\n
\n	\n
Do chuir	Chuir
oifigeach	oifigeach
na	na
saighdiúirí	saighdiúirí
isteach	isteach
air	air
go	go
\n	\n
hughdarásach	húdarásach
.	.
\n	\n
\n	\n
“	“
Mholfainn	Mholfainn
duit	duit
gan	gan
aon	aon
chaint	chaint
a	a
dhéanamh	dhéanamh
id'	i do
\n	\n
theangain	theanga
féin	féin
,	,
”	”
ar	ar
seisean	seisean
.	.
“	“
Pé	Pé
rud	rud
atá	atá
agat	agat
le	le
rádh	rá
\n	\n
abair	abair
é	é
i	i
dteangain	dteanga
a	a
tuigfear	tuigfear
.	.
”	”
\n	\n
\n	\n
“	“
Ní	Ní
raibh	raibh
agam	agam
á	á
rádh	rá
,	,
”	”
arsa	arsa
an	an
réalthóir	réalthóir
,	,
“	“
ach	ach
ná fuil	nach bhfuil
\n	\n
aon	aon
chúis	chúis
agaibh	agaibh
orainn	orainn
,	,
agus	agus
d'á	dá
bhrí	bhrí
sin	sin
nách	nach
fada	fada
\n	\n
go	go
scaoilfear	scaoilfear
saor	saor
sinn	sinn
.	.
”	”
\n	\n
\n	\n
“	“
Tá	Tá
súil	súil
agam	agam
go	go
bhfuil	bhfuil
an	an
ceart	ceart
agat	agat
,	,
”	”
arsa	arsa
Ámón	Ámón
.	.
\n	\n
\n	\n
“	“
Siubhlaidh	Siúlaigí
libh	libh
,	,
”	”
arsa	arsa
an	an
t-oifigeach	t-oifigeach
.	.
\n	\n
\n	\n
Do	Do
lean	lean
an	an
triúr	triúr
fear	fear
na	na
saighdiúirí	saighdiúirí
amach	amach
as	as
an	an
\n	\n
seomra	seomra
,	,
ach	ach
nuair	nuair
a	a
bhí	bhí
Brian	Brian
ar	ar
tí	tí
dul	dul
ina	ina
ndiaidh	ndiaidh
do chuir	a chuir
\n	\n
an	an
t-oifigeach	t-oifigeach
a	a
lámh	lámh
roimis	roimhe
,	,
á	á
chosc	chosc
.	.
\n	\n
\n	\n
“	“
Fan-se	Fansa
siar	siar
,	,
”	”
ar	ar
seisean	seisean
leis	leis
.	.
\n	\n
\n	\n
“	“
Cad	Cad
so	seo
?	?
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
“	“
An	An
amhlaidh	amhlaidh
ná fuil	nach bhfuil
\n	\n
an	an
garsún	garsún
ag	ag
teacht	teacht
linn	linn
?	?
”	”
\n	\n
\n	\n
Chuir	Chuir
Ámón	Ámón
a	a
lámh	lámh
ar	ar
ghualainn	ghualainn
Bhriain	Bhriain
agus	agus
thug	thug
\n	\n
féachaint	féachaint
bhog	bhog
chneasta	chneasta
air	air
.	.
\n	\n
\n	\n
“	“
Tiocfaidh	Tiocfaidh
sé	sé
seo	seo
i n-éinfheacht	in éineacht
liom-sa	liomsa
,	,
”	”
ar	ar
seisean	seisean
.	.
\n	\n
“	“
Tabharfad	Tabharfaidh mé
féin	féin
agus	agus
Nící	Nící
aire	aire
dhó	dhó
.	.
”	”
\n	\n
\n	\n
___MANANPH_00003___	___MANANPH_00003___
\n	\n
\n	\n
“	“
Ní	Ní
leigfead	ligfidh mé
leat	leat
é	é
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
“	“
Cá	Cá
\n	\n
bhfios	bhfios
cad	cad
d'imtheochadh	d'imeodh
air	air
agus	agus
mise	mise
fé	faoi
ghlas	ghlas
agus	agus
gan	gan
\n	\n
neart	neart
dom	dom
é	é
chosaint	chosaint
.	.
”	”
\n	\n
\n	\n
“	“
Ná	Ná
bíodh	bíodh
eagla	eagla
ort	ort
,	,
”	”
arsa	arsa
Ámón	Ámón
.	.
“	“
Ní	Ní
baoghal	baol
dó	dó
.	.
\n	\n
Mac	Mac
inghine	iníne
dhom	dom
féin	féin
is	is
eadh	ea
Nící	Nící
.	.
Fanfaidh	Fanfaidh
Brian	Brian
i	i
\n	\n
n-aontigheas	n-aontíos
leis	leis
go	go
fóill	fóill
beag	beag
.	.
”	”
\n	\n
\n	\n
“	“
Ná	Ná
bíodh	bíodh
aon	aon
bhuadhairt	bhuairt
ort	ort
mar	mar
gheall	gheall
orm-sa	ormsa
,	,
a	a
\n	\n
dhaid	dhaid
,	,
”	”
arsa	arsa
Brian	Brian
.	.
“	“
Bead	Beidh mé
ceart	ceart
go	go
leor	leor
i	i
dteannta	dteannta
\n	\n
Nící	Nící
,	,
agus	agus
déanfaidh	déanfaidh
an	an
bheirt	bheirt
againn	againn
ár	ár
ndícheall	ndícheall
ar	ar
sibh	sibh
\n	\n
a	a
thabhairt	thabhairt
saor	saor
chomh	chomh
luath	luath
i nÉirinn	in Éirinn
agus	agus
is	is
féidir	féidir
é	é
.	.
”	”
\n	\n
\n	\n
“	“
Is	Is
baoghalach	baolach
go	go
dteipfidh	dteipfidh
ar	ar
bhúr	bhur
ndícheall	ndícheall
an	an
lámh	lámh
\n	\n
uachtair	uachtair
a	a
dh'fháil	d'fháil
ortha	orthu
so	seo
,	,
”	”
arsa	arsa
Seán	Seán
agus	agus
do	do
leig	lig
osna	osna
\n	\n
cléibh	cléibh
.	.
\n	\n
\n	\n
“	“
Ní	Ní
bheadh	bheadh
fhios	fhios
agat	agat
cad	cad
a	a
dhéanfaimís	dhéanfaimis
ach	ach
cur	cur
chuige	chuige
,	,
”	”
\n	\n
arsa	arsa
Brian	Brian
.	.
\n	\n
\n	\n
B'éigean	B'éigean
do'n	don
réaltóir	réaltóir
géilleadh	géilleadh
dhóibh	dóibh
.	.
Do	Do
lean	lean
sé	sé
\n	\n
an	an
chuid	chuid
eile	eile
agus	agus
ualach	ualach
ar	ar
a	a
chroidhe	chroí
.	.
\n	\n
\n	\n
Isteach	Isteach
i	i
seomra	seomra
bheag	bheag
daingean	daingean
a	a
tugadh	tugadh
iad	iad
agus	agus
do	do
\n	\n
bhrúigh	bhrúigh
dáréag	dáréag
éigin	éigin
de sna	de na
saighdiúirí	saighdiúirí
isteach	isteach
ina	ina
ndiaidh	ndiaidh
.	.
\n	\n
Do leag	Leag
an	an
t-oifigeach	t-oifigeach
a	a
mhéar	mhéar
ar	ar
chnaipe	chnaipe
a	a
bhí	bhí
ar	ar
fhalla	bhalla
\n	\n
an	an
tseoimrín	tseoimrín
agus	agus
síos	síos
leis	leis
tríd	tríd
an dtalamh	an talamh
.	.
Síos	Síos
leis	leis
,	,
\n	\n
síos	síos
,	,
síos	síos
,	,
go	go
dtí	dtí
gur	gur
cheapadar	cheapadar
ná	ná
stadfadh	stadfadh
sé	sé
go	go
deo	deo
.	.
\n	\n
\n	\n
“	“
Táthar	Táthar
chun	chun
sinn	sinn
a	a
chur	chur
sa	sa
daingean	daingean
is	is
ísle	ísle
fé	faoi
thalamh	thalamh
,	,
”	”
\n	\n
arsa	arsa
Seán	Seán
.	.
“	“
Ní	Ní
foláir	foláir
nó	nó
táimíd	táimid
céad	céad
troigh	troigh
fé	faoi
thalamh	thalamh
\n	\n
cheana	cheana
féin	féin
.	.
”	”
\n	\n
\n	\n
___MANANPH_00004___	___MANANPH_00004___
\n	\n
\n	\n
Do	Do
stad	stad
an	an
tógachán	tógachán
i	i
gceann	gceann
tamaill	tamaill
,	,
agus	agus
thángadar	thángadar
\n	\n
amach	amach
as	as
.	.
Do leag	Leag
an	an
t-oifigeach	t-oifigeach
a	a
mhéar	mhéar
ar	ar
chnaipe	chnaipe
eile	eile
\n	\n
sa	sa
bhfalla	mballa
agus	agus
do	do
hoscladh	hosclaíodh
doras	doras
.	.
\n	\n
\n	\n
“	“
Isteach	Isteach
libh	libh
,	,
”	”
ar	ar
seisean	seisean
,	,
agus	agus
do	do
dhún	dhún
sé	sé
an	an
doras	doras
\n	\n
ina	ina
ndiaidh	ndiaidh
.	.
\n	\n
\n	\n
Fuaireadar	Fuaireadar
iad	iad
féin	féin
i	i
seomra	seomra
leathan	leathan
fairsing	fairsing
,	,
agus	agus
\n	\n
Gan	Gan
de	de
throscán	throscán
ann	ann
ach	ach
roinnt	roinnt
shuidheachán	shuíochán
fan	fan
na	na
bhfallaí	mballaí
.	.
\n	\n
Ní	Ní
raibh	raibh
aon	aon
fhuinneóga	fhuinneoga
ann	ann
,	,
ach	ach
bhí	bhí
gléas	gléas
ar	ar
barra	barra
chun	chun
an	an
\n	\n
t-aer	t-aer
a	a
leigint	ligean
isteach	isteach
is	is
amach	amach
,	,
agus	agus
bhí	bhí
ráil	ráillí
de	de
mhiotal	mhiotal
\n	\n
geal	geal
fan	fan
na	na
bhfallaí	mballaí
timcheall	timpeall
agus	agus
í	í
ag	ag
tabhairt	tabhairt
solais	solais
\n	\n
uaithe	uaithi
.	.
\n	\n
\n	\n
Chomh	Chomh
luath	luath
agus	agus
dó	dó
dúnadh	dúnadh
an	an
doras	doras
ina	ina
ndiaidh	ndiaidh
do	do
\n	\n
phreab	phreab
Seán	Seán
anonn	anonn
chuige	chuige
agus	agus
d'infhiúch	d'iniúch
go	go
géar	géar
é	é
.	.
Ní	Ní
\n	\n
raibh	raibh
cnaipe	cnaipe
ná	ná
laiste	laiste
le	le
feiscint	feiceáil
ann	ann
.	.
Ní	Ní
raibh	raibh
oiread	oiread
\n	\n
agus	agus
aon	aon
rian	rian
de	de
dhoras	dhoras
ná	ná
de	de
chomhlainn	chomhlainn
le	le
feiscint	feiceáil
ann	ann
,	,
\n	\n
ach	ach
an	an
áit	áit
ar	ar
aon	aon
dul	dul
leis	leis
an	an
gcuid	gcuid
eile	eile
de'n	den
bhfalla	mballa
,	,
agus	agus
\n	\n
is	is
amhlaidh	amhlaidh
a	a
bhí	bhí
Seán	Seán
ar	ar
ball	ball
agus	agus
gan	gan
é	é
ró-dheimhnightheach	ró-dheimhnightheach
\n	\n
de	de
an	an
san	san
áit	áit
sin	sin
a	a
bhí	bhí
an	an
doras	doras
i n-aon	in aon
chor	chor
.	.
\n	\n
\n	\n
“	“
Ní	Ní
fhéadfadh	fhéadfadh
cuileóg	cuileog
éalódh	éalú
as	as
an	an
áit	áit
seo	seo
,	,
”	”
ar	ar
\n	\n
seisean	seisean
.	.
\n	\n
\n	\n
“	“
Tá	Tá
doras	doras
annso	anseo
ar	ar
an dtaobh	an taobh
eile	eile
,	,
”	”
arsa	arsa
Máirtín	Máirtín
.	.
\n	\n
\n	\n
Anonn	Anonn
leo	leo
chun	chun
an	an
dorais	dorais
sin	sin
agus	agus
d'oscluigheadar	d'osclaíodar
é	é
.	.
\n	\n
Bhí	Bhí
trí	trí
seomraí	seomraí
beaga	beaga
istigh	istigh
;	;
leabaidh	leaba
ins gach	i ngach
seomra	seomra
dhíobh	díobh
\n	\n
agus	agus
dabhach	dabhach
mhór	mhór
chun	chun
iad	iad
féin	féin
a	a
nighe	ní
agus	agus
a	a
fholcadh	fholcadh
.	.
Ní	Ní
\n	\n
raibh	raibh
aon	aon
doras	doras
ar	ar
chúl	chúl
na	na
seomraí	seomraí
,	,
ámhthach	áfach
.	.
\n	\n
\n	\n
___MANANPH_00005___	___MANANPH_00005___
\n	\n
\n	\n
“	“
Is	Is
geall	geall
le	le
tigh	teach
ósta	ósta
an	an
áit	áit
seo	seo
,	,
”	”
arsa	arsa
Máirtín	Máirtín
.	.
\n	\n
\n	\n
“	“
Is	Is
mó	mó
tigh	tigh
ósta	ósta
i nÉirinn	in Éirinn
ná fuil	nach bhfuil
chomh	chomh
glan	glan
ná	ná
\n	\n
chomh	chomh
compórdach	compordach
leis	leis
,	,
”	”
arsa	arsa
Seán	Seán
.	.
“	“
Níl	Níl
ach	ach
aon	aon
locht	locht
\n	\n
amháin	amháin
air	air
,	,
mar	mar
áit	áit
,	,
agus	agus
sé	is é
locht	locht
é	é
sin	sin
ná	ná
ná	ná
féadfaimíd	féadfaimid
\n	\n
éalódh	éalú
as	as
.	.
”	”
\n	\n
\n	\n
“	“
Rud	Rud
gan	gan
leigheas	leigheas
foidhne	foighne
is	is
fearr	fearr
air	air
,	,
”	”
arsa	arsa
\n	\n
Máirtín	Máirtín
,	,
agus	agus
do	do
shín	shín
sé	sé
é	é
féin	féin
ar	ar
cheann	cheann
de sna	de na
suidheacháin	suíocháin
\n	\n
sa	sa
tseomra	tseomra
mhór	mhór
.	.
“	“
Tá	Tá
mho	mo
chuid	chuid
nótaí	nótaí
agam	agam
im	im
póca	póca
agus	agus
\n	\n
beidh	beidh
aga	aga
agam	agam
anois	anois
chun	chun
machtnamh	machnamh
a	a
dhéanamh	dhéanamh
ortha	orthu
.	.
”	”
\n	\n
\n	\n
Níor	Níor
fhéad	fhéad
an	an
bheirt	bheirt
eile	eile
a	a
n-aigne	n-aigne
a	a
chur	chur
chun	chun
suaimhnis	suaimhnis
\n	\n
chomh	chomh
bog	bog
san	san
.	.
Bhí	Bhí
ana-imshníomh	ana-imshníomh
ar	ar
an	an
réaltóir	réaltóir
i	i
dtaobh	dtaobh
\n	\n
Bhriain	Bhriain
.	.
Ní	Ní
hamhlaidh	hamhlaidh
a	a
bhí	bhí
aon	aon
droch-ionntaoibh	drochiontaoibh
aige	aige
as	as
\n	\n
Ámón	Ámón
,	,
ach	ach
ní	ní
raibh	raibh
fhios	fhios
aige	aige
cad	cad
é	é
an	an
aigne	aigne
a	a
bhí	bhí
ag	ag
an	an
\n	\n
Árd-Mháighistir	Árd-Mháighistir
chuige	chuige
,	,
agus	agus
ba	ba
léir	léir
dó	dó
gur	gur
ag	ag
an	an
Árd-Mháighistir	Árd-Mháighistir
\n	\n
a	a
bhí	bhí
comhacht	cumhacht
uilc	oilc
agus	agus
maitheasa	maitheasa
san	san
áit	áit
.	.
Do	Do
\n	\n
shiubhail	shiúil
sé	sé
anonn	anonn
is	is
anall	anall
agus	agus
é	é
ag	ag
machtnamh	machnamh
ar	ar
an	an
scéal	scéal
.	.
\n	\n
\n	\n
“	“
B'fhéidir	B'fhéidir
,	,
”	”
ar	ar
seisean	seisean
leis	leis
féin	féin
,	,
“	“
gur	gur
d'aon	d'aon
ghnó	ghnó
\n	\n
a	a
deineadh	rinneadh
Brian	Brian
a	a
scaramhaint	scaradh
ó'n	ón
gcuid	gcuid
eile	eile
againn	againn
,	,
\n	\n
féachaint	féachaint
an	an
bhféadfaí	bhféadfaí
aon	aon
eolas	eolas
a	a
mhealladh	mhealladh
uaidh	uaidh
.	.
Ní	Ní
\n	\n
thabharfaidh	thabharfaidh
sé	sé
an	an
t-eolas	t-eolas
dóibh	dóibh
mar	mar
ná fuil	nach bhfuil
sé	sé
aige	aige
chuige	chuige
.	.
\n	\n
Cad	Cad
a	a
déanfar	déanfar
annsan	ansin
leis	leis
?	?
B'fhéidir	B'fhéidir
go	go
ndéanfar	ndéanfar
\n	\n
leis	leis
mar	mar
a	a
deintí	dhéantaí
le	le
príosúnaigh	príosúnaigh
anallód	anallód
chun	chun
iad	iad
a	a
chur	chur
ag	ag
\n	\n
caint	caint
.	.
”	”
\n	\n
\n	\n
Do bhris	Bhris
an	an
fuar-allus	fuarallas
amach	amach
ar	ar
a	a
bhaitheas	bhaithis
agus	agus
é	é
ag	ag
\n	\n
cuimhneamh	cuimhneamh
ar	ar
an	an
gcuma	gcuma
ina	ina
ndeintí	ndéantaí
príosúnaigh	príosúnaigh
a	a
chéasadh	chéasadh
\n	\n
agus	agus
a	a
mhilleadh	mhilleadh
sa	sa
tsean-aimsir	tseanaimsir
chun	chun
a	a
chur	chur
d'fhiachaibh	d'fhiacha
\n	\n
\n	\n
___MANANPH_00006___	___MANANPH_00006___
\n	\n
ortha	orthu
a	a
gcoirthe	gcoirthe
a	a
admháil	admháil
.	.
Cá	Cá
bhfios	bhfios
ná	ná
go	go
raibh	raibh
na	na
nósanna	nósanna
\n	\n
barbruithe	barbruithe
sin	sin
á	á
gcleachtadh	gcleachtadh
fós	fós
ag	ag
muintir	muintir
Mhanannáin	Mhanannáin
.	.
\n	\n
Chonnaic	Chonaic
an	an
réaltóir	réaltóir
ós comhair	os comhair
a	a
aigne	aigne
Brian	Brian
agus	agus
é	é
\n	\n
á	á
chéasadh	chéasadh
agus	agus
á	á
chiapadh	chiapadh
ag	ag
an	an
Árd-Mháighistir	Árd-Mháighistir
;	;
Brian	Brian
\n	\n
ina	ina
luighe	luí
go	go
gonta	gonta
faon-lag	faonlag
;	;
Brian	Brian
agus	agus
ingne	ingne
a	a
lámh	lámh
a	a
\n	\n
stathadh	stoitheadh
le	le
teannchair	teanchair
dhearga	dhearga
;	;
Brian	Brian
agus	agus
a	a
dhá	dhá
chluais	chluas
á	á
\n	\n
lomadh	lomadh
dhe	de
;	;
Brian	Brian
á	á
róstadh	róstadh
ós cionn	os cionn
na	na
teine	tine
.	.
Bhí	Bhí
a	a
\n	\n
chroidhe	chroí
i	i
riocht	riocht
a	a
phléasctha	phléasctha
le	le
buadhairt	buairt
agus	agus
le	le
himshníomh	himní
.	.
\n	\n
\n	\n
Do	Do
shamhluigh	shamhlaigh
an	an
lá	lá
san	sin
níos	níos
sia	sia
dhó	dhó
ná	ná
bliain	bliain
,	,
ach	ach
chun	chun
\n	\n
na	na
fírinne	fírinne
a	a
innsint	insint
ní	ní
mó	mó
ná	ná
cúpla	cúpla
uair	uair
a	a
chluig	chloig
a	a
\n	\n
bhíodar	bhíodar
sa	sa
charcair	charcair
nuair	nuair
do	do
hoscladh	hosclaíodh
an	an
doras	doras
agus	agus
\n	\n
tháinig	tháinig
Látós	Látós
isteach	isteach
.	.
Chuir	Chuir
Seán	Seán
liúgh	liú
as	as
le	le
háthas	háthas
nuair	nuair
a	a
\n	\n
chonnaic	chonaic
sé	sé
é	é
,	,
agus	agus
do chuir	chuir
sé	sé
fáilte	fáilte
roimis	roimhe
mar	mar
a	a
\n	\n
chuirfeadh	chuirfeadh
roimh	roimh
cara	cara
ionmhuin	ionúin
.	.
\n	\n
\n	\n
“	“
Sé	Sé
do	do
bheatha	bheatha
chughainn	chugainn
,	,
a	a
Látós	Látós
,	,
”	”
ar	ar
seisean	seisean
.	.
“	“
Céad	Céad
\n	\n
míle	míle
fáilte	fáilte
romhat	romhat
.	.
An	An
chun	chun
sinn	sinn
a	a
scaoileadh	scaoileadh
saor	saor
as	as
\n	\n
so	seo
a	a
thángais	tháinig tú
?	?
”	”
\n	\n
\n	\n
“	“
Ní	Ní
headh	hea
,	,
”	”
arsa	arsa
Látós	Látós
,	,
“	“
ach	ach
chun	chun
béile	béile
bídh	bia
a	a
thabhairt	thabhairt
\n	\n
chughaibh	chugaibh
.	.
”	”
\n	\n
\n	\n
“	“
Á	Á
,	,
bhuel	bhuel
,	,
”	”
arsa	arsa
Seán	Seán
,	,
“	“
mara	mura
bhfuiltear	bhfuiltear
chun	chun
cead	cead
\n	\n
ár	ár
gcos	gcos
a	a
thabhairt	thabhairt
dúinn	dúinn
ní	ní
misde	miste
cead	cead
ár	ár
bhfiacail	bhfiacail
a	a
\n	\n
bheith	bheith
againn	againn
.	.
”	”
\n	\n
\n	\n
Le n-a	Lena
linn	linn
sin	sin
tháinig	tháinig
beirt	beirt
de sna	de na
saighdiúirí	saighdiúirí
isteach	isteach
\n	\n
agus	agus
miasa	miasa
móra	móra
bídh	bia
á	á
n-iomchar	n-iompar
aca	acu
.	.
Bhí	Bhí
ocras	ocras
ar	ar
\n	\n
Mháirtín	Mháirtín
agus	agus
ar	ar
Sheán	Sheán
,	,
ach	ach
níor	níor
fhéad	fhéad
an	an
réaltóir	réaltóir
greim	greim
\n	\n
a	a
bhlaiseadh	bhlaiseadh
.	.
\n	\n
\n	\n
___MANANPH_00007___	___MANANPH_00007___
\n	\n
\n	\n
“	“
Ná	Ná
bhí	bhí
ad'	i do
bhuaidhreadh	bhuaireamh
féin	féin
mar	mar
sin	sin
,	,
”	”
arsa	arsa
Seán	Seán
leis	leis
.	.
\n	\n
“	“
Níl	Níl
aon	aon
bhaoghal	bhaol
ar	ar
an	an
ngarsún	ngarsún
san	sin
.	.
Tabharfaidh	Tabharfaidh
Ámón	Ámón
\n	\n
aire	aire
dhó	dhó
.	.
”	”
\n	\n
\n	\n
Nuair	Nuair
a	a
bhí	bhí
a	a
ndóthain	ndóthain
de'n	den
bhiadh	bhia
ithte	ite
aca	acu
do rug	a rug
na	na
\n	\n
saighdiúirí	saighdiúirí
na	na
miasa	miasa
leo	leo
agus	agus
d'imthigheadar	d'imíodar
.	.
\n	\n
\n	\n
“	“
Ní	Ní
leigfear	ligfear
dúinn	dúinn
bás	bás
d'fháil	d'fháil
de'n	den
ghorta	ghorta
,	,
pé	pé
scéal	scéal
\n	\n
é	é
,	,
”	”
arsa	arsa
Seán	Seán
,	,
agus	agus
do chaith	chaith
sé	sé
é	é
féin	féin
siar	siar
ar	ar
cheann	cheann
de sna	de na
\n	\n
suidheacháin	suíocháin
.	.
“	“
Sé	Sé
eagal	eagla
is	is
mó	mó
a	a
bhí	bhí
orm-sa	ormsa
ná	ná
ná	ná
\n	\n
tabharfaí	thabharfaí
aon	aon
ghreim	ghreim
le	le
n-ithe	n-ithe
dhúinn	dúinn
go	go
dtí	dtí
go	go
n-admhóchaimís	n-admhóimis
\n	\n
go	go
rabhamar	rabhamar
ag	ag
déanamh	déanamh
comh-cheilge	comhcheilge
ina	ina
gcoinnibh	gcoinne
.	.
Ar	Ar
\n	\n
mhaith	mhaith
le	le
haon	haon
duine	duine
agaibh	agaibh
cluiche	cluiche
cártaí	cártaí
a	a
imirt	imirt
?	?
”	”
ar	ar
\n	\n
seisean	seisean
agus	agus
do bhain	bhain
sé	sé
paca	paca
cártaí	cártaí
as	as
a	a
phóca	phóca
.	.
\n	\n
\n	\n
Ní	Ní
bhfuair	bhfuair
sé	sé
aon	aon
fhreagra	fhreagra
ó'n	ón
mbeirt	mbeirt
eile	eile
,	,
agus	agus
\n	\n
ar	ar
ball	ball
beag	beag
do	do
dhún	dhún
sé	sé
a	a
dhá	dhá
shúil	shúil
agus	agus
do thuit	thit
a	a
chodladh	chodladh
\n	\n
air	air
.	.
\n	\n
\n	\n
Níor	Níor
cuireadh	cuireadh
chúcha	chucu
ná	ná
uatha	uathu
go	go
ceann	ceann
tamaill	tamaill
mhaith	mhaith
\n	\n
ina	ina
dhiaidh	dhiaidh
san	sin
,	,
ach	ach
nuair	nuair
a	a
bhí	bhí
sé	sé
i n-árd	in ard
an	an
tráthnóna	tráthnóna
do	do
\n	\n
hoscladh	hosclaíodh
an	an
doras	doras
agus	agus
cé	cé
phreabfadh	phreabfadh
chúcha	chucu
isteach	isteach
ach	ach
\n	\n
Brian	Brian
.	.
D'éirigh	D'éirigh
an	an
croidhe	croí
ar	ar
an	an
réaltóir	réaltóir
nuair	nuair
a	a
chonnaic	chonaic
\n	\n
sé	sé
an	an
garsún	garsún
agus	agus
é	é
chomh	chomh
h-anamamhail	hanamúil
aerach	aerach
agus	agus
a	a
\n	\n
bhí	bhí
riamh	riamh
.	.
Bhí	Bhí
Nící	Nící
agus	agus
Ámón	Ámón
i n-éinfheacht	in éineacht
leis	leis
.	.
\n	\n
\n	\n
“	“
Ó	Ó
,	,
a	a
dhaid	dhaid
,	,
”	”
arsa	arsa
Brian	Brian
,	,
“	“
nách	nach
deas	deas
seascair	seascair
an	an
\n	\n
áit	áit
ina	ina
bhfuil	bhfuil
sibh	sibh
.	.
Sid	Sid
é	é
an	an
chéad	chéad
uair	uair
riamh	riamh
agam	agam
i	i
\n	\n
bpríosún	bpríosún
,	,
”	”
agus	agus
d'fhéach	d'fhéach
sé	sé
ina	ina
thimcheall	thimpeall
ar	ar
gach	gach
aon	aon
nidh	ní
.	.
\n	\n
\n	\n
“	“
Ish	Ish
dócha	dócha
gur	gur
cheapais	cheap tú
go	go
mbeadh	mbeadh
ceangal	ceangal
cos	cos
is	is
\n	\n
\n	\n
