source	target
sul a	sula
gadh	gá
díoghbháil	díobháil
Conus	Conas
díoghbháil	díobháil
díbh	daoibh
comhacht	cumhacht
bhúr	bhur
neamh-bhrí	neamhbhrí
gaibh	ga
tré	trí
d'á	dá
raib	raibh
Comhacht	Cumhacht
neamh-bhrí	neamhbhrí
geilt	gealt
i n-aon	in aon
sean-duine	seanduine
mí-chéadthach	míchéadfach
díoghbháil	díobháil
díbh	di
comhacht	cumhacht
cuimhneochaidh	cuimhneoidh
thuille	thuilleadh
annso	anseo
ná beidh	nach mbeidh
díoghbháil	díobháil
d'éinne	d'aon duine
annso	anseo
dheineann	dhéanann
cuirpthigh	coirpigh
gcomhnuidhe	gcónaí
slighte	slite
dubhairt	dúirt
thuille	thuilleadh
nách	nach
ró-dheas	ródheas
slighte	slite
domh-sa	domsa
imtheacht	imeacht
an ndoras	an doras
hoscladh	hosclaíodh
Má's	Más
n-abrann	ndeir
neosfadh	n-inseodh
comhacht	cumhacht
neamh-bhrí	neamhbhrí
bhiadh	bhia
raghaidh	rachaidh
do réir	de réir
bheimíd	bheimid
ná beidh	nach mbeidh
dhúiseochaimíd	dhúiseoimid
amáireach	amárach
Dubhairt	Dúirt
ar dtúis	ar dtús
baoghal	baol
do dhein	rinne
Raghad-sa	Rachaidh mise
Isteac	Isteach
de sna	de na
thuit	thit
néall	néal
lóchtaint	láchan
