source	target
dtimcheall	dtimpeall
faid	fad
árd	ard
casán	cosán
aiste	aisti
éinní	aon ní
anáirde	in airde
so	seo
Sínimís	Sínimis
bhfeicimís	bhfeicimis
slighe	slí
Mara	Mura
mbímíd	mbímid
thar n-ais	ar ais
meadhon	meán
éireochaidh	éireoidh
chlaon-bheart	chlaonbheart
hÁrd-Chomhairle	hArdchomhairle
úrlár	urlár
thuit	thit
ortha	orthu
b'é	ba é
fhairrge	fharraige
éirghe	éirí
mór-thimcheall	mórthimpeall
ortha	orthu
chorruigh	chorraigh
aca	acu
béalaibh	béala
ortha	orthu
fhairrge	fharraige
Bhfuil	bhFuil
éinne	aon duine
annso	anseo
théigheann	théann
éinne	aon duine
i n-aice	in aice
fairrge	farraige
roimis	roimhe
ná féadfadh	nach bhféadfadh
dubhairt	dúirt
thuille	thuilleadh
bhfairrge	bhfarraige
bhánuigh	bhánaigh
de sna	de na
ádhbhal-mhór	ábhalmhór
chúcha	chucu
leaigh	leac
chroidhe	chroí
scannradh	scanradh
bhrúghadh	bhrú
fé n-a	faoina
anál	anáil
árrachtach	arrachtach
gránda	gránna
druideamhaint	druidim
théigheadh	théadh
do réir	de réir
tonntracha	tonnta
trághadh	trá
luighead	laghad
siubhal	siúil
fé	faoi
ró-fhada	rófhada
glúna	glúine
ortha	orthu
fé'n	faoin
tonntracha	tonnta
coipiú	coipeadh
timcheall	timpeall
árrachtach	arrachtach
ata	atá
se	sé
ná raibh	nach raibh
chorruighe	chorraí
gcroidhe	gcroí
aca	acu
éirghe	éirí
ghránda	ghránna
go n-a	gona
glinneamhaint	glinniúint
ortha	orthu
se	sé
Fé	Faoi
dheire	dheireadh
i gcoinnibh	i gcoinne
chonnacadar	chonaiceadar
ná raibh	nach raibh
t-allus	t-allas
d'á	dá
bhaitheas	bhaithis
ghaibh	ghabh
buidheachas	buíochas
gcontabhairt	gcontúirt
contabhairt	contúirt
tslighe	slí
aca	acu
fhairrge	fharraige
tapaidh	tapa
fé	faoi
dhom	dom
héascaidh	héasca
do tharraing	tharraing
i gcoinnibh	i gcoinne
Iompuighimís	Iompaímis
coinneochaidh	coinneoidh
fairrge	farraige
currach	curach
muirighin	muirín
dhrom	dhroim
liúgh	liú
Ná feiceann	Nach bhfeiceann
greamuighthe	greamaithe
san	sin
Má's	Más
de'n	den
tsliogán	sliogán
dhúinn	dúinn
míneochad	míneoidh mé
Bhfuil	bhFuil
righne	rinne
cruadha	crua
de'n	den
tsliogán	sliogán
de'n	den
tsliogán	sliogán
reamhar	ramhar
ráis	rása
gairidhe	gáire
so	seo
bhfuighimíd	bhfaighimid
Truagh	Trua
caithfimíd	caithfimid
n-éaghmuis	n-éagmais
Suidh	Suigh
annsan	ansin
beartuig	beartaigh
timcheall	timpeall
aca	acu
dáiríribh	dáiríre
dubhairt	dúirt
ós árd	os ard
san	sin
bhfairrge	bhfarraige
leath-shúil	leathshúil
comhthrom	cothrom
leigint	ligean
ró-fhada	rófhada
bhfairrge	bhfarraige
do'n	don
Siubhal	Siúl
fé	faoi
fé	faoi
fé ndear	faoi deara
chonnaic	chonaic
abha	abhainn
snighe	sní
bhfairrge	bhfarraige
baoghal	baol
abha	abhainn
fé'n	faoin
eadh	ea
ortha	orthu
bheit	bheith
raghadh	rachadh
d'á	dá
i gcoinnibh	i gcoinne
Chuaidh	Chuaigh
abha	abhainn
luighead	laghad
do réir	de réir
chonnacadar	chonaiceadar
puirt	poirt
fé	faoi
fé	faoi
lóchtaint	láchan
fé'n	faoin
san	sin
aca	acu
nidh	ní
ar dtúis	ar dtús
Chuaidh	Chuaigh
mhéaduigh	mhéadaigh
neartuigh	neartaigh
fé	faoi
liúgh	liú
aithnigheann	aithníonn
Aithnighim	Aithním
Nílimíd	Nílimid
slighe	slí
ó'n	ón
gcatair	gcat tú
d'iompuigheadar	d'iompaíodar
bheal	bhéal
fé	faoi
Cuirimís	Cuirimis
ramha	raimhre
fúithe	fúithi
dheineann	dhéanann
gCiarraighe	gCiarraí
le n-a	lena
Ciarraighe	Ciarraí
I nÉirinn	In Éirinn
nil	níl
gCiarraighe	gCiarraí
gcomhnuidhe	gcónaí
chroidhe	chroí
fé	faoi
leigfear	ligfear
tighe	tí
iongnadh	ionadh
fhaid	fhad
san	sin
shuidhe	shuí
rómpa	rompu
oidhche	oíche
táinig	tháinig
hoidhche	hoíche
chuaidh	chuaigh
dá	á
go gcuala	gur chuala
imthighthe	imithe
thuit	thit
néall	néal
hoidhche	hoíche
chroidhe	chroí
buadhairt	buairt
ortha	orthu
liúgh	liú
chonnaic	chonaic
rabhabhar	raibh sibh
D'innseadar	D'insíodar
D'innseadar	D'insíodar
conus	conas
chonnacadar	chonaiceadar
conus	conas
conus	conas
comh-cheilge	comhcheilge
bídh	bia
géar-ghádh	géarghá
aca	acu
hoidhche	hoíche
héadaighe	héadaí
éadaig	éadaigh
úmpa	umpu
bhrostuigh	bhrostaigh
an dtigh	an teach
deire	deireadh
ráidhte	ráite
aca	acu
Téighidh	Téigí
bainidh	bainigí
héadaighe	héadaí
san	sin
téighidh	téigí
dhaoibh	daoibh
fúm-sa	fúmsa
an dtalamh	an talamh
chughainn	chugainn
beimíd	beimid
ró-dheas	ródheas
shúilibh	shúile
rádh	rá
