source	target
déanamh	déanamh
iongantais	iontais
díot	díot
féin	féin
\n	\n
agus	agus
de'n	den
eiteallán	eitleán
bhreágh	bhreá
neamh-choitchianta	neamhchoitianta
so	seo
,	,
a	a
dhuine	dhuine
\n	\n
\n	\n
___MANANPH_00002___	___MANANPH_00002___
\n	\n
uasail	uasail
.	.
Tá	Tá
cuid	cuid
aca	acu
á	á
rádh	rá
gur	gur
ar	ar
an	an
Mol	Mol
Thuaidh	Thuaidh
atá	atá
do	do
\n	\n
thriall	thriall
,	,
agus	agus
a	a
thuille	thuilleadh
aca	acu
a	a
rádh	rá
gur	gur
ar	ar
an	an
Mol	Mol
Theas	Theas
is	is
\n	\n
fonn	fonn
leat	leat
t'aghaidh	d'aghaidh
a	a
thabhairt	thabhairt
.	.
Is	Is
léir	léir
go	go
bhfuil	bhfuil
socair	socair
\n	\n
agat	agat
ar	ar
na	na
tíortha	tíortha
fuara	fuara
a	a
bhaint	bhaint
amach	amach
.	.
Tá	Tá
púnt	punt
curtha	curtha
\n	\n
agam-sa	agamsa
gur	gur
do'n	don
Mhol	Mhol
Thuaidh	Thuaidh
a	a
raghair	rachaidh tú
.	.
”	”
\n	\n
\n	\n
“	“
Cá	Cá
bhfios	bhfios
duit	duit
gur	gur
ar	ar
na	na
tíortha	tíortha
fuara	fuara
atá	atá
mo	mo
\n	\n
thriall	thriall
?	?
”	”
arsa	arsa
Seán	Seán
agus	agus
é	é
ag	ag
gáiridhe	gáire
.	.
\n	\n
\n	\n
“	“
Is	Is
léir	léir
san	sin
,	,
a	a
dhuine	dhuine
uasail	uasail
,	,
ar	ar
an	an
gcábán	gcábán
teann	teann
\n	\n
dingthe	dingthe
ná	ná
leigfidh	ligfidh
isteach	isteach
gaoth	gaoth
ná	ná
fuacht	fuacht
,	,
agus	agus
ar	ar
an	an
\n	\n
ngléas	ngléas
atá	atá
ar	ar
an dtaobh	an taobh
amuigh	amuigh
de'n	den
eiteallán	eitleán
agat	agat
ná	ná
\n	\n
leigfidh	ligfidh
do'n	don
lic	leac
oighre	oighir
teacht	teacht
air	air
.	.
Agus	Agus
tá	tá
éadaighe	éadaí
\n	\n
troma	troma
tiugha	tiubha
agat	agat
á	á
dtabhairt	dtabhairt
leat	leat
,	,
agus	agus
stóras	stóras
bídh	bia
agus	agus
\n	\n
dighe	dí
a	a
sheasóchaidh	sheasfaidh
go	go
ceann	ceann
ráithe	ráithe
thú	thú
.	.
Ach	Ach
tá	tá
aon	aon
nidh	ní
\n	\n
amháin	amháin
ag	ag
déanamh	déanamh
mearthaill	mearbhaill
dúinn	dúinn
,	,
a	a
dhuine	dhuine
uasail	uasail
.	.
”	”
\n	\n
\n	\n
“	“
Cad	Cad
é	é
an	an
nidh	ní
é	é
sin	sin
?	?
”	”
arsa	arsa
Seán	Seán
,	,
agus	agus
árd-shult	árd-shult
\n	\n
aige	aige
a	a
bhaint	bhaint
as	as
caint	caint
an	an
ghiolla	ghiolla
.	.
\n	\n
\n	\n
“	“
Sé	Sé
nidh	ní
é	é
,	,
a	a
dhuine	dhuine
uasail	uasail
,	,
ná	ná
a	a
luighead	laghad
petrol	peitreal
atá	atá
\n	\n
agat	agat
á	á
bhreith	bhreith
leat	leat
.	.
Níl	Níl
oiread	oiread
petroil	petroil
agat	agat
annso	anseo
agus	agus
\n	\n
a	a
choinneochadh	choinneodh
san	san
aer	aer
tú	tú
ar	ar
feadh	feadh
seacht	seacht
n-uair	n-uair
a	a
chluig	chloig
.	.
\n	\n
Agus	Agus
ní	ní
hé	hé
sin	sin
is	is
mó	mó
atá	atá
ag	ag
cur	cur
iongantais	iontais
orainn	orainn
,	,
ach	ach
\n	\n
gan	gan
slighe	slí
a	a
bheit	bheith
ins na	sna
humair	humair
d'á	á
thuille	thuille
.	.
Tá	Tá
ag	ag
dul	dul
\n	\n
dinn	dinn
bun	bun
ná	ná
barr	barr
a	a
dhéanamh	dhéanamh
de'n	den
scéal	scéal
,	,
a	a
dhuine	dhuine
uasail	uasail
.	.
\n	\n
Cad	Cad
a	a
bhéarfadh	bhéarfadh
do	do
dhuine	dhuine
stóras	stóras
ráithe	ráithe
de	de
bhiadh	bhia
agus	agus
de	de
\n	\n
dhigh	dheoch
a	a
bhreith	bhreith
leis	leis
,	,
agus	agus
gan	gan
a	a
dhóthain	dhóthain
petroil	petroil
aige	aige
chun	chun
\n	\n
é	é
choinneáil	choinneáil
san	san
aer	aer
ar	ar
feadh	feadh
aon	aon
leath-lae	leathlae
amháin	amháin
?	?
”	”
\n	\n
\n	\n
Bhí	Bhí
aithne	aithne
ag	ag
giollaí	giollaí
an	an
aer-phuirt	aer-phuirt
ar	ar
Sheán	Sheán
le	le
fada	fada
,	,
\n	\n
\n	\n
___MANANPH_00003___	___MANANPH_00003___
\n	\n
agus	agus
meas	meas
aca	acu
air	air
agus	agus
báidh	bá
aca	acu
leis	leis
,	,
ar	ar
a	a
fheabhas	fheabhas
agus	agus
\n	\n
ar	ar
a	a
chalmacht	chalmacht
mar	mar
eiteallánuí	eiteallánuí
.	.
Ach	Ach
an	an
rud	rud
ait	ait
rúnda	rúnda
\n	\n
so	seo
a	a
bhí	bhí
a	a
bheartú	bheartú
aige	aige
le	le
bliain	bliain
bhí	bhí
ag	ag
dul	dul
díobh	díobh
é	é
thuiscint	thuiscint
,	,
\n	\n
agus	agus
bhí	bhí
teipithe	teipthe
glan	glan
ortha	orthu
aon	aon
bhlúire	bhlúire
eolais	eolais
d'fháil	d'fháil
ó	ó
\n	\n
Sheán	Sheán
féin	féin
i	i
dtaobh	dtaobh
an	an
turais	turais
ar	ar
a	a
raibh	raibh
socair	socair
aige	aige
.	.
\n	\n
\n	\n
“	“
As	As
a	a
mheabhair	mheabhair
atá	atá
sé	sé
,	,
”	”
arsa	arsa
duine	duine
de sna	de na
giollaí	giollaí
\n	\n
leis	leis
an	an
gcuid	gcuid
eile	eile
aca	acu
.	.
“	“
Gealt	Gealt
gan	gan
chiall	chiall
a	a
cheap	cheap
an	an
\n	\n
t-eiteallán	t-eitleán
san	san
.	.
Stóras	Stóras
ráithe	ráithe
ann	ann
de	de
bhiadh	bhia
agus	agus
de	de
\n	\n
dhigh	dheoch
,	,
agus	agus
gan	gan
slighe	slí
ins na	sna
humair	humair
d'oiread	d'oiread
petroil	petroil
agus	agus
\n	\n
a	a
bhéarfadh	thabharfadh
as	as
so	seo
go	go
Lonndan	Londan
Shasana	Shasana
é	é
.	.
”	”
\n	\n
\n	\n
“	“
B'fhéidir	B'fhéidir
gur	gur
innill	innill
de	de
shaghas	shaghas
éigin	éigin
nua	nua
atá	atá
ann	ann
,	,
”	”
\n	\n
arsa	arsa
duine	duine
eile	eile
,	,
“	“
agus	agus
go	go
raghaidh	rachaidh
sé	sé
faid	faid
mhór	mhór
slighe	slí
\n	\n
i n-aghaidh	in aghaidh
an	an
ghalúin	ghalúin
.	.
”	”
\n	\n
\n	\n
“	“
D'fhéineas	D'fhéin mé
na	na
hinnill	hinnill
d'infhiúchadh	d'iniúchadh
,	,
”	”
arsa	arsa
an	an
chéad	chéad
\n	\n
fhear	fhear
.	.
“	“
Innill	Innill
Rolls	Rolls
iad	iad
de'n	den
tsaghas	saghas
is	is
fearr	fearr
agus	agus
is	is
\n	\n
daoire	daoire
le	le
fáil	fáil
,	,
ach	ach
níl	níl
aon	aon
nuadhacht	nuacht
ionnta	iontu
.	.
Ní	Ní
dhéanfaidh	dhéanfaidh
\n	\n
siad	siad
aon	aon
fhaid	fhaid
slighe	slí
i n-aghaidh	in aghaidh
an	an
ghalúin	ghalúin
de	de
bhreis	bhreis
ar	ar
aon	aon
\n	\n
innill	innill
eile	eile
.	.
”	”
\n	\n
\n	\n
“	“
Sé	Sé
rud	rud
is	is
mó	mó
atá	atá
ag	ag
cur	cur
iongantais	iontais
orm-sa	ormsa
,	,
”	”
\n	\n
arsa	arsa
fhear	fhear
eile	eile
,	,
“	“
ná	ná
an	an
méid	méid
roicéad	roicéad
atá	atá
san	san
eiteallán	eitleán
\n	\n
san	sin
.	.
Raghaidh	Rachaidh
sé	sé
chomh	chomh
tapaidh	tapa
le	le
saighneán	saighneán
.	.
”	”
\n	\n
\n	\n
“	“
B'fhéidir	B'fhéidir
go	go
bhfuil	bhfuil
sé	sé
chun	chun
iarracht	iarracht
a	a
dhéanamh	dhéanamh
ar	ar
\n	\n
an	an
strátósféar	strátósféar
a	a
bhaint	bhaint
amach	amach
fé	faoi
mar	mar
a	a
dhein	rinne
an	an
tOllamh	tOllamh
\n	\n
Pícard	Pícard
,	,
”	”
arsa	arsa
fear	fear
eile	eile
.	.
\n	\n
\n	\n
“	“
Cuirfead-sa	Cuirfidh mise
geall	geall
gur	gur
do'n	don
Mhol	Mhol
Thuaidh	Thuaidh
atá	atá
sé	sé
\n	\n
ag	ag
dul	dul
.	.
”	”
\n	\n
\n	\n
___MANANPH_00004___	___MANANPH_00004___
\n	\n
\n	\n
“	“
Bíodh	Bíodh
ciall	ciall
agat	agat
,	,
a	a
dhuine	dhuine
.	.
Conus	Conas
a	a
raghadh	rachadh
sé	sé
\n	\n
do'n	don
Mhol	Mhol
Thuaidh	Thuaidh
agus	agus
gan	gan
a	a
dhóthain	dhóthain
petroil	petroil
aige	aige
chuige	chuige
,	,
\n	\n
ná	ná
slighe	slí
san	san
eiteallán	eitleán
dó	dó
?	?
”	”
\n	\n
\n	\n
Do	Do
leanadar	leanadar
ortha	orthu
ag	ag
cur	cur
is	is
ag	ag
cúiteamh	cúiteamh
i	i
dtaobh	dtaobh
an	an
\n	\n
scéil	scéil
,	,
gach	gach
duine	duine
aca	acu
agus	agus
a	a
thuairim	thuairim
féin	féin
á	á
chaitheamh	chaitheamh
aige	aige
,	,
\n	\n
agus	agus
gan	gan
aon	aon
chuimhneamh	chuimhneamh
ag	ag
éinne	aon duine
aca	acu
gur	gur
i	i
gcomhair	gcomhair
\n	\n
turais	turais
do	do
phláinéid	phláinéid
eile	eile
a	a
bhí	bhí
an	an
t-eiteallán	t-eitleán
á	á
dhéanamh	dhéanamh
.	.
\n	\n
\n	\n
Chuir	Chuir
duine	duine
de sna	de na
giollaí	giollaí
geall	geall
leis	leis
an	an
gcuid	gcuid
eile	eile
\n	\n
aca	acu
go	go
meallfadh	meallfadh
sé	sé
féin	féin
eolas	eolas
éigin	éigin
ó	ó
Sheán	Sheán
sul a	sula
\n	\n
n-imtheochadh	n-imeodh
sé	sé
.	.
Ach	Ach
bhí	bhí
fuar	fuar
aige	aige
.	.
Níor	Níor
leig	lig
Seán	Seán
aon	aon
\n	\n
phioc	phioc
d'á	dá
aigne	aigne
amach	amach
.	.
\n	\n
\n	\n
Níorbh	Níorbh
fhada	fhada
go dtáinig	gur tháinig
Máirtín	Máirtín
Mac	Mac
Con	Con
Midhe	Midhe
agus	agus
\n	\n
an	an
réaltóir	réaltóir
.	.
Do	Do
léimeadar	léimeadar
amach	amach
as	as
an	an
ngluaisteán	ngluaisteán
a	a
\n	\n
bhí	bhí
aca	acu
,	,
agus	agus
thugadar	thugadar
aghaidh	aghaidh
ar	ar
an	an
áit	áit
ina	ina
raibh	raibh
an	an
t-eiteallán	t-eitleán
.	.
\n	\n
\n	\n
“	“
Dia	Dia
dhuit	duit
,	,
a	a
Sheáin	Sheáin
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
“	“
Tá	Tá
tosach	tosach
\n	\n
agat	agat
orainn	orainn
.	.
”	”
\n	\n
\n	\n
“	“
Níl	Níl
ann	ann
ach	ach
san	san
,	,
”	”
arsa	arsa
Seán	Seán
go	go
deigh-bhéasach	dea-bhéasach
.	.
\n	\n
\n	\n
D'infhiúch	D'iniúch
Máirtín	Máirtín
an	an
stóras	stóras
bídh	bia
agus	agus
aeir	aeir
féachaint	féachaint
\n	\n
an	an
raibh	raibh
gach	gach
aon	aon
nidh	ní
i	i
gceart	gceart
.	.
Eisean	Eisean
a	a
bhí	bhí
i	i
mbun	mbun
na	na
\n	\n
coda	coda
san	sin
de'n	den
ullmhúchan	ullmhúchan
.	.
\n	\n
\n	\n
“	“
Tá	Tá
sé	sé
i n-am	in am
dúinn	dúinn
bheith	bheith
ag	ag
gluaiseacht	gluaiseacht
,	,
”	”
arsa	arsa
an	an
\n	\n
réaltóir	réaltóir
i	i
gceann	gceann
tamaill	tamaill
,	,
agus	agus
do chaith	chaith
sé	sé
isteach	isteach
sa	sa
\n	\n
chábán	chábán
beart	beart
mór	mór
de	de
shúsaí	shúsaí
agus	agus
de	de
bhrait	bhrait
a	a
thug	thug
sé	sé
leis	leis
\n	\n
ó'n	ón
mbaile	mbaile
.	.
\n	\n
\n	\n
“	“
Ní	Ní
baoghal	baol
duit-se	duitse
fuacht	fuacht
a	a
bheith	bheith
ort	ort
i	i
gcaitheamh	gcaitheamh
an	an
\n	\n
\n	\n
___MANANPH_00005___	___MANANPH_00005___
\n	\n
turais	turais
,	,
”	”
arsa	arsa
Seán	Seán
leis	leis
go	go
magamhail	magúil
.	.
“	“
Thugais	Thug tú
do	do
\n	\n
dhóthain	dhóthain
brat	brat
leat	leat
.	.
”	”
\n	\n
\n	\n
Ní	Ní
mhothóchaimíd	mhothóimid
an	an
fuacht	fuacht
i	i
gcábán	gcábán
an	an
eitealláin	eitleáin
,	,
”	”
\n	\n
arsa	arsa
an	an
fear	fear
eile	eile
.	.
“	“
Ach	Ach
ní	ní
fios	fios
cad	cad
é	é
an	an
teodhacht	teocht
a	a
\n	\n
bheidh	bheidh
san	san
áit	áit
go	go
bhfuilimíd	bhfuilimid
ag	ag
dul	dul
ann	ann
.	.
Bhfuil	bhFuil
gach	gach
aon	aon
\n	\n
nidh	ní
i n-órdú	in ordú
agaibh-se	agaibhse
?	?
”	”
\n	\n
\n	\n
“	“
Tá	Tá
,	,
”	”
arsa	arsa
Seán	Seán
.	.
“	“
Bídhidh	Bí
istigh	istigh
.	.
Slán	Slán
agat	agat
,	,
a	a
\n	\n
Pheadair	Pheadair
,	,
”	”
ar	ar
seisean	seisean
leis	leis
an	an
ngiolla	ngiolla
.	.
“	“
Scríobh	Scríobh
id'	i do
\n	\n
leabhar	leabhar
cúntais	cuntais
gur	gur
fhágamar	fhágamar
an	an
t-aer-phort	t-aer-phort
ar	ar
a	a
seacht	seacht
a	a
\n	\n
chlog	chlog
ar	ar
an	an
gceathrú	gceathrú
lá	lá
déag	déag
de'n	den
mhí	mhí
.	.
”	”
\n	\n
\n	\n
“	“
Déanfad	Déanfaidh mé
san	sin
a	a
dhuine	dhuine
uasail	uasail
,	,
”	”
arsa	arsa
an	an
giolla	giolla
.	.
\n	\n
“	“
Slán	Slán
libh	libh
agus	agus
go n-éirighidh	go n-éirí
an	an
turas	turas
libh	libh
.	.
”	”
\n	\n
\n	\n
Isteach	Isteach
leis	leis
an	an
dtriúr	dtriúr
aca	acu
i	i
gcábán	gcábán
an	an
eitealláin	eitleáin
.	.
\n	\n
Do	Do
daingnigheadh	daingníodh
an	an
doras	doras
agus	agus
do	do
scaoileadh	scaoileadh
na	na
hinnill	hinnill
\n	\n
chun	chun
siubhail	siúil
.	.
Do	Do
ghluais	ghluais
an	an
t-eiteallán	t-eitleán
fan	fan
na	na
talmhan	talún
\n	\n
ar	ar
feadh	feadh
tamaillín	tamaillín
agus	agus
d'éirigh	d'éirigh
san	san
aer	aer
chomh	chomh
héadtrom	héadrom
\n	\n
seolta	seolta
le	le
fáinleóig	fáinleog
.	.
\n	\n
\n	\n
“	“
Tosnú	Tosú
maith	maith
leath	leath
na	na
hoibre	hoibre
,	,
”	”
arsa	arsa
Seán	Seán
.	.
“	“
Nuair	Nuair
a	a
\n	\n
bheimíd	bheimid
cúpla	cúpla
míle	míle
troigh	troigh
ós cionn	os cionn
talmhan	talún
scaoilfead	scaoilfidh mé
\n	\n
ceann	ceann
de	de
shna	shna
roicéid	roicéid
.	.
”	”
\n	\n
\n	\n
Chomh	Chomh
maith	maith
do dhein	a rinne
.	.
Ní	Níor
chualadar	chualadar
an	an
gleo	gleo
a	a
dhein	rinne
an	an
\n	\n
roichéad	roichéad
,	,
mar	mar
an	an
cábán	cábán
ina	ina
rabhadar	rabhadar
bhí	bhí
sé	sé
chomh	chomh
teann	teann
\n	\n
dingthe	dingthe
sin	sin
ná féadfaí	nach bhféadfaí
aon	aon
nidh	ní
a	a
chlosistigh	chlosistigh
ann	ann
,	,
ach	ach
do	do
\n	\n
mhothuigheadar	mhothaíodar
an	an
bhreis	bhreis
luais	luais
a	a
tháinig	tháinig
fé'n	faoin
eiteallán	eitleán
.	.
\n	\n
Dar	Dar
leo	leo
dhó	dhó
shceinn	shceinn
shé	shé
tríd	tríd
an	an
aer	aer
mar	mar
a	a
sceinnfeadh	scinnfeadh
\n	\n
splannc	splanc
tinntrighe	tintrí
.	.
\n	\n
\n	\n
___MANANPH_00006___	___MANANPH_00006___
\n	\n
\n	\n
I	I
gceann	gceann
tamaill	tamaill
do	do
scaoil	scaoil
sé	sé
an	an
tarna	dara
roicéad	roicéad
\n	\n
agus	agus
ar	ar
ball	ball
beag	beag
do	do
scaoil	scaoil
an	an
tríomhadh	tríú
ceann	ceann
.	.
Bhí	Bhí
sé	sé
á	á
\n	\n
scaoileadh	scaoileadh
go	go
dtí	dtí
go	go
raibh	raibh
luas	luas
mire	mire
fé'n	faoin
eiteallán	eitleán
agus	agus
\n	\n
iad	iad
scaoilte	scaoilte
glan	glan
ó'n	ón
ngreim	ngreim
a	a
bhíonn	bhíonn
ag	ag
an ndomhan	an domhan
so	seo
\n	\n
ar	ar
gach	gach
aon	aon
nidh	ní
saoghalta	saolta
.	.
Do	Do
scuir	scoir
Seán	Seán
na	na
hinnill	hinnill
\n	\n
annsan	ansin
,	,
agus	agus
b'sheo	b'sheo
leo	leo
ar	ar
a	a
dturas	dturas
tríd	tríd
an	an
spás	spás
fairsing	fairsing
\n	\n
folamh	folamh
atá	atá
idir	idir
na	na
réalta	réalta
.	.
Ní	Ní
raibh	raibh
solas	solas
ná	ná
aer	aer
ann	ann
ach	ach
\n	\n
an	an
grian	grian
mar	mar
a	a
bheadh	bheadh
meall	meall
mór	mór
teine	tine
sa	sa
spás	spás
dubh	dubh
a	a
bhí	bhí
ar	ar
\n	\n
gach	gach
aon	aon
taobh	taobh
díobh	díobh
.	.
Bhí	Bhí
radharc	radharc
aca	acu
uirthe	uirthi
tríd	tríd
an	an
ngloine	ngloine
\n	\n
tiugh	tiubh
teann	teann
a	a
bhí	bhí
i	i
bhfuinneóig	bhfuinneog
an	an
chábáin	chábáin
.	.
Níor	Níor
mhothuigheadar	mhothaíodar
\n	\n
aon	aon
gluaiseacht	gluaiseacht
fútha	fúthu
,	,
ach	ach
ar	ar
a	a
shon	shon
san	sin
bhí	bhí
fhios	fhios
aca	acu
go	go
\n	\n
rabhadar	rabhadar
á	á
dteilgean	dteilgean
tríd	tríd
an	an
spás	spás
mar	mar
a	a
bheadh	bheadh
piléar	piléar
\n	\n
ag	ag
imtheacht	imeacht
as	as
béal	béal
gunna	gunna
.	.
\n	\n
\n	\n
“	“
Tá	Tá
an	an
méid	méid
sin	sin
déanta	déanta
againn	againn
,	,
”	”
arsa	arsa
Seán	Seán
.	.
\n	\n
\n	\n
“	“
Agus	Agus
é	é
déanta	déanta
go	go
maith	maith
againn	againn
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
\n	\n
\n	\n
“	“
Tá	Tá
ceist	ceist
agam	agam
le	le
cur	cur
chughat	chugat
,	,
a	a
Mhic	Mhic
Uí	Uí
Fhlaithimh	Fhlaithimh
,	,
”	”
\n	\n
arsa	arsa
Seán	Seán
,	,
“	“
agus	agus
b'fhéidir	b'fhéidir
nár	nár
mhiste	mhiste
í	í
chur	chur
anois	anois
chughat	chugat
.	.
”	”
\n	\n
\n	\n
“	“
Cad	Cad
í	í
an	an
cheist	cheist
í	í
?	?
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
\n	\n
\n	\n
“	“
Tá	Tá
scartha	scartha
againn	againn
leis	leis
an ndomhan	an domhan
agus	agus
aghaidh	aghaidh
\n	\n
tugtha	tugtha
againn	againn
ar	ar
Mhanannán	Mhanannán
,	,
”	”
arsa	arsa
Seán	Seán
.	.
“	“
Tá	Tá
san	san
go	go
\n	\n
maith	maith
agus	agus
níl	níl
go	go
holc	holc
.	.
Ach	Ach
conus	conas
a	a
thiocfaimíd	thiocfaimid
thar n-ais	ar ais
\n	\n
arís	arís
?	?
”	”
\n	\n
\n	\n
Chuir	Chuir
an	an
réaltóir	réaltóir
gáire	gáire
as	as
.	.
\n	\n
\n	\n
“	“
Feach	Féach
,	,
”	”
ar	ar
seisean	seisean
,	,
“	“
nach	nach
maith	maith
nár	nár
chuiris	chuir tú
an	an
cheist	cheist
\n	\n
sin	sin
chugam	chugam
go	go
dtí	dtí
anois	anois
nuair	nuair
ná fuil	nach bhfuil
aon	aon
dul	dul
siar	siar
agat	agat
\n	\n
\n	\n
___MANANPH_00007___	___MANANPH_00007___
\n	\n
ó'n	ón
ngníomh	ngníomh
atá	atá
beartuighthe	beartaithe
againn	againn
.	.
Is	Is
ró-mhór	rómhór
agam	agam
an	an
\n	\n
ionntaoibh	iontaoibh
atá	atá
agat	agat
asam	asam
.	.
”	”
\n	\n
\n	\n
“	“
Mara	Mara
mbeadh	mbeadh
go	go
bhfuil	bhfuil
ionntaoibh	iontaoibh
agam	agam
asat	asat
,	,
ní	ní
\n	\n
hannso	hannso
a	a
bheinn	bheinn
,	,
”	”
arsa	arsa
Seán	Seán
go	go
tur	tur
.	.
\n	\n
\n	\n
“	“
Ná	Ná
bíodh	bíodh
ceist	ceist
ort	ort
,	,
a	a
Sheáin	Sheáin
.	.
Má	Má
éirgheann	éiríonn
linn	linn
\n	\n
Manannán	Manannán
a	a
bhaint	bhaint
amach	amach
tiocfaidh	tiocfaidh
linn	linn
an	an
baile	baile
a	a
bhaint	bhaint
\n	\n
amach	amach
ar	ar
an	an
gcuma	gcuma
gcéadna	chéanna
.	.
”	”
\n	\n
\n	\n
“	“
Sin	Sin
é	é
díreach	díreach
atá	atá
ag	ag
déanamh	déanamh
mearthaill	mearbhaill
domh-sa	domsa
,	,
”	”
\n	\n
arsa	arsa
Seán	Seán
.	.
“	“
Níl	Níl
mórán	mórán
tuisciona	tuisciona
agam	agam
ins na	sna
cúrsaí	cúrsaí
\n	\n
seo	seo
,	,
ach	ach
do réir	de réir
mar	mar
a	a
thuigim	thuigim
an	an
scéal	scéal
,	,
is	is
mar	mar
seo	seo
atá	atá
.	.
\n	\n
Tá	Tá
Manannán	Manannán
romhainn	romhainn
amach	amach
sa	sa
spás	spás
agus	agus
ár	ár
n-aghaidh	n-aghaidh
\n	\n
tugtha	tugtha
againn	againn
air	air
.	.
Tá	Tá
luas	luas
na	na
cruinne	cruinne
ár	ár
gcomáint	dtiomáint
ar	ar
\n	\n
aghaidh	aghaidh
chuige	chuige
,	,
i	i
dtreo	dtreo
is	is
go	go
mbainfimíd	mbainfimid
amach	amach
é	é
i	i
gceann	gceann
\n	\n
míosa	míosa
.	.
Tá	Tá
an	an
méid	méid
sin	sin
soiléir	soiléir
go	go
leor	leor
.	.
Ach	Ach
fiafruighim	fiafraím
\n	\n
an	an
méid	méid
seo	seo
dhíot	díot
.	.
Cad	Cad
a	a
chomáinfidh	thiomáinfidh
thar n-ais	ar ais
chun	chun
na	na
\n	\n
cruinne	cruinne
arís	arís
sinn	sinn
?	?
”	”
\n	\n
\n	\n
“	“
Comáinfidh	Tiomáinfidh
luas	luas
Mhanannáin	Mhanannáin
thar n-ais	ar ais
sinn	sinn
díreach	díreach
\n	\n
fé	faoi
mar	mar
atá	atá
luas	luas
na	na
cruinne	cruinne
ár	ár
gcomáint	dtiomáint
ar	ar
aghaidh	aghaidh
anois	anois
.	.
”	”
\n	\n
\n	\n
“	“
Ach	Ach
conus	conas
a	a
chomáinfidh	thiomáinfidh
luas	luas
Mhanannáin	Mhanannáin
siar	siar
sinn	sinn
?	?
\n	\n
Ar	Ar
aghaidh	aghaidh
atáimíd	atáimid
ag	ag
dul	dul
anois	anois
,	,
ach	ach
nuair	nuair
a	a
bheimíd	bheimid
ag	ag
\n	\n
teacht	teacht
abhaile	abhaile
nách	nach
siar	siar
a	a
bheimíd	bheimid
ag	ag
gluaiseacht	gluaiseacht
?	?
”	”
\n	\n
\n	\n
“	“
Ní	Ní
headh	hea
,	,
ach	ach
ar	ar
aghaidh	aghaidh
.	.
”	”
\n	\n
\n	\n
“	“
Conus	Conas
san	san
?	?
”	”
arsa	arsa
Seán	Seán
.	.
\n	\n
