source	target
gach	gach
aon	aon
nidh	ní
dhó	dó
.	.
\n	\n
\n	\n
“	“
Tá	Tá
na	na
ciandracáin	ciandracáin
annso	anseo
,	,
féach	féach
,	,
ar	ar
seisean	seisean
,	,
agus	agus
\n	\n
do	do
dhírigh	dhírigh
sé	sé
solas	solas
an	an
tóirse	tóirse
ortha	orthu
.	.
“	“
An	An
bhfeiceann	bhfeiceann
tú	tú
\n	\n
an	an
gléas	gléas
so	seo
?	?
”	”
\n	\n
\n	\n
___MANANPH_00002___	___MANANPH_00002___
\n	\n
\n	\n
“	“
Cím	Feicim
,	,
”	”
arsa	arsa
Seán	Seán
.	.
“	“
Cad	Cad
chuige	chuige
é	é
?	?
”	”
\n	\n
\n	\n
“	“
Tá	Tá
fhios	fhios
agat	agat
go	go
mbíonn	mbíonn
an	an
domhan	domhan
so	seo
ag	ag
casadh	casadh
\n	\n
timcheall	timpeall
i	i
gcomnuidhe	gcónaí
.	.
”	”
\n	\n
\n	\n
“	“
Tá	Tá
fhios	fhios
agam	agam
an	an
méid	méid
sin	sin
,	,
dá	dá
luighead	laghad
eolas	eolas
atá	atá
\n	\n
agam	agam
ar	ar
chúrsaí	chúrsaí
na	na
réalt	réalta
,	,
”	”
arsa	arsa
Seán	Seán
agus	agus
do chuir	chuir
sé	sé
\n	\n
smuta	smuta
gáire	gáire
as	as
.	.
\n	\n
\n	\n
“	“
Nuair	Nuair
a	a
dírightear	dírítear
an	an
ciandracán	ciandracán
ar	ar
réalt	réalta
,	,
coinnigheann	coinníonn
\n	\n
an	an
gléas	gléas
so	seo
dírighthe	dírithe
ar	ar
an	an
réalt	réalta
san	sin
é	é
.	.
Is	Is
\n	\n
amhlaidh	amhlaidh
a	a
chasann	chasann
sé	sé
an	an
ciandracán	ciandracán
do réir	de réir
mar	mar
a	a
bhíonn	bhíonn
\n	\n
an	an
domhan	domhan
ag	ag
casadh	casadh
.	.
Mara	Mara
mbeadh	mbeadh
an	an
gléas	gléas
san	sin
bheadh	bheadh
ar	ar
\n	\n
an	an
réaltóir	réaltóir
bheith	bheith
ag	ag
socrú	socrú
an	an
chiandracáin	chiandracáin
gach	gach
sé	sé
nóimeat	nóiméad
,	,
\n	\n
mar	mar
go	go
mbeadh	mbeadh
casadh	casadh
an	an
domhain	domhain
seo	seo
á	á
chur	chur
as	as
treo	treo
i	i
\n	\n
gcomhnuidhe	gcónaí
.	.
”	”
\n	\n
\n	\n
“	“
Tuigim	Tuigim
,	,
”	”
arsa	arsa
Seán	Seán
.	.
\n	\n
\n	\n
Do	Do
dhírigh	dhírigh
an	an
réaltóir	réaltóir
an	an
solas	solas
ar	ar
bharr	bharr
an	an
tighe	tí
.	.
\n	\n
\n	\n
“	“
Chíonn	bhFeiceann
tú	tú
go	go
bhfuil	bhfuil
oscailt	oscailt
i	i
ndíon	ndíon
an	an
tighe	tí
,	,
”	”
ar	ar
\n	\n
seisean	seisean
.	.
\n	\n
\n	\n
“	“
Freagrann	Freagraíonn
an	an
oscailt	oscailt
sin	sin
do	do
shúil	shúil
an	an
chiandracáin	chiandracáin
\n	\n
agus	agus
is	is
féidir	féidir
an	an
díon	díon
a	a
chasadh	chasadh
timcheall	timpeall
ó'n	ón
dtaobh	dtaobh
istigh	istigh
\n	\n
i	i
dtreo	dtreo
is	is
go	go
mbíonn	mbíonn
an	an
oscailt	oscailt
i n-aon	in aon
áit	áit
is	is
mian	mian
leis	leis
\n	\n
an nduine	an duine
a	a
bhíonn	bhíonn
ag	ag
faire	faire
.	.
”	”
\n	\n
\n	\n
“	“
Tuigim	Tuigim
,	,
”	”
arsa	arsa
Seán	Seán
arís	arís
.	.
\n	\n
\n	\n
“	“
An	An
bhfeiceann	bhfeiceann
tú	tú
an	an
seastán	seastán
san	san
sa	sa
chúinne	chúinne
?	?
”	”
\n	\n
arsa	arsa
an	an
fear	fear
eile	eile
.	.
“	“
Air	Air
sin	sin
a	a
bhíonn	bhíonn
an	an
réaltóir	réaltóir
nuair	nuair
\n	\n
\n	\n
___MANANPH_00003___	___MANANPH_00003___
\n	\n
a	a
bhíonn	bhíonn
sé	sé
ag	ag
faire	faire
tríd	tríd
an	an
gciandracán	gciandracán
.	.
Ní	Ní
ró-chompórdach	róchompordach
\n	\n
an	an
áit	áit
é	é
chun	chun
cúpla	cúpla
uair	uair
a	a
chluig	chloig
a	a
chaitheamh	chaitheamh
ann	ann
,	,
\n	\n
ach	ach
tá	tá
rothaí	rothaí
fé	faoi
agus	agus
is	is
féidir	féidir
é	é
bhogadh	bhogadh
timcheall	timpeall
an	an
tseomra	tseomra
\n	\n
gan	gan
aon	aon
duadh	dua
.	.
Tá	Tá
gach	gach
aon	aon
nidh	ní
feicithe	feicthe
agat	agat
anois	anois
,	,
is	is
\n	\n
dóigh	dóigh
liom	liom
.	.
”	”
\n	\n
\n	\n
“	“
Tá	Tá
,	,
ach	ach
amháin	amháin
na	na
ciandracáin	ciandracáin
.	.
”	”
\n	\n
\n	\n
“	“
Chífir	Feicfidh tú
iad	iad
san	sin
láithreach	láithreach
.	.
Seo	Seo
leat	leat
,	,
a	a
Mháirtín	Mháirtín
,	,
”	”
\n	\n
ar	ar
seisean	seisean
leis	leis
an	an
bhfear	bhfear
eile	eile
,	,
“	“
féach	féach
tríd	tríd
an	an
gceann	gceann
so	seo
.	.
”	”
\n	\n
\n	\n
Do dhruid	Dhruid
sé	sé
an	an
seastán	seastán
fé	faoi
dhéin	dhéin
an	an
chiandracáin	chiandracáin
.	.
\n	\n
Do	Do
chas	chas
roth	roth
nó	nó
dhó	dhó
,	,
agus	agus
do	do
shocruigh	shocraigh
díon	díon
an	an
thighe	thí
go	go
dthí	dtí
\n	\n
go	go
raibh	raibh
an	an
oscailt	oscailt
ar	ar
barra	barra
ag	ag
freagairth	freagairth
do	do
shúil	shúil
an	an
\n	\n
chiandracáin	chiandracáin
.	.
\n	\n
\n	\n
“	“
Anois	Anois
duit	duit
,	,
”	”
ar	ar
seisean	seisean
.	.
\n	\n
\n	\n
Do	Do
shocruigh	shocraigh
Máirtín	Máirtín
é	é
féin	féin
ar	ar
an	an
seastán	seastán
,	,
agus	agus
\n	\n
ní	ní
raibh	raibh
le	le
clos	cloisteáil
san	san
áit	áit
ar	ar
feadh	feadh
tamaillín	tamaillín
ach	ach
tic-tic	tic-tic
an	an
\n	\n
ghléis	ghléis
a	a
bhí	bhí
ag	ag
díriú	díriú
an	an
chiandracáin	chiandracáin
.	.
\n	\n
\n	\n
“	“
Féach	Féach
tríd	tríd
an	an
gceann	gceann
eile	eile
anois	anois
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
\n	\n
\n	\n
Do chuir	Chuir
sé	sé
an	an
ciandracán	ciandracán
eile	eile
i	i
bhfearas	bhfearas
agus	agus
do dhruid	dhruid
\n	\n
an	an
seastán	seastán
anonn	anonn
chuige	chuige
.	.
\n	\n
\n	\n
“	“
Seadh	Sea
anois	anois
,	,
”	”
ar	ar
seisean	seisean
,	,
“	“
tá	tá
sé	sé
dírighthe	dírithe
ar	ar
an	an
\n	\n
áit	áit
chéadna	chéanna
.	.
”	”
\n	\n
\n	\n
D'fhéach	D'fhéach
Máirtín	Máirtín
tríd	tríd
an	an
gciandracán	gciandracán
.	.
Ní	Ní
túisce	túisce
\n	\n
dhein	rinne
ná	ná
do chuir	chuir
sé	sé
liúgh	liú
as	as
le	le
hiongnadh	hionadh
agus	agus
le	le
halltacht	halltacht
.	.
\n	\n
\n	\n
“	“
Dar	Dar
fiadh	fia
,	,
”	”
ar	ar
seisean	seisean
.	.
“	“
Sin	Sin
é	é
an	an
rud	rud
is	is
iongantaighe	iontaí
\n	\n
d'á	dá
bhfeaca	bhfaca
riamh	riamh
im'	i mo
shúilibh	shúile
cinn	cinn
.	.
”	”
\n	\n
\n	\n
___MANANPH_00004___	___MANANPH_00004___
\n	\n
\n	\n
Anonn	Anonn
le	le
Seán	Seán
chun	chun
an	an
chiandracáin	chiandracáin
.	.
D'éirigh	D'éirigh
Máirtín	Máirtín
\n	\n
de'n	den
tseastán	seastán
chun	chun
go	go
bhféadfadh	bhféadfadh
sé	sé
féachaint	féachaint
tríd	tríd
.	.
\n	\n
\n	\n
“	“
Ní	Ní
fheicim	fheicim
rud	rud
ar	ar
bith	bith
,	,
”	”
ar	ar
seisean	seisean
.	.
\n	\n
\n	\n
Do	Do
gháir	gháir
an	an
réaltóir	réaltóir
.	.
\n	\n
\n	\n
“	“
Féach	Féach
tríd	tríd
an	an
gceann	gceann
eile	eile
anois	anois
,	,
”	”
ar	ar
seisean	seisean
agus	agus
\n	\n
do chuir	chuir
sé	sé
i	i
bhfearas	bhfearas
dó	dó
é	é
.	.
Do	Do
leath	leath
na	na
súile	súile
ar	ar
Sheán	Sheán
.	.
\n	\n
Bhí	Bhí
sí	sí
annsúd	ansiúd
ós comhair	os comhair
a	a
dhá	dhá
shúl	shúl
amach	amach
,	,
an	an
phláinéid	phláinéid
ba	ba
\n	\n
dheise	dheise
agus	agus
ba	ba
ghile	ghile
d'á	dá
bhfeaca	bhfaca
sé	sé
riamh	riamh
.	.
Bhí	Bhí
solas	solas
liath-ghorm	liathghorm
\n	\n
airgeadtha	airgeadaithe
ag	ag
lonnradh	lonradh
aiste	aiste
agus	agus
do cheap	a cheap
Seán	Seán
\n	\n
ná feaca	nach bhfaca
sé	sé
riamh	riamh
aon	aon
nidh	ní
chomh	chomh
háluinn	hálainn
léi	léi
.	.
Do labhair	Labhair
\n	\n
an	an
réaltóir	réaltóir
leis	leis
i	i
gceann	gceann
tamaill	tamaill
.	.
\n	\n
\n	\n
“	“
Féach	Féach
uirthe	uirthi
tríd	tríd
an	an
gciandracán	gciandracán
eile	eile
arís	arís
,	,
”	”
ar	ar
\n	\n
seisean	seisean
,	,
agus	agus
do	do
shocruigh	shocraigh
sé	sé
dhó	dhó
é	é
.	.
\n	\n
\n	\n
Dhein	Rinne
Seán	Seán
mar	mar
a	a
dubhradh	dúradh
leis	leis
,	,
ach	ach
má	má
fhéach	fhéach
ní	ní
fheaca	fhaca
\n	\n
sé	sé
an	an
phláinéid	phláinéid
áluinn	álainn
airgeadtha	airgeadaithe
.	.
\n	\n
\n	\n
“	“
Níl	Níl
sé	sé
seo	seo
dírighthe	dírithe
uirthe	uirthi
i	i
gceart	gceart
,	,
”	”
ar	ar
seisean	seisean
,	,
\n	\n
\n	\n
Do	Do
gháir	gháir
an	an
réaltóir	réaltóir
arís	arís
.	.
\n	\n
\n	\n
“	“
Tá	Tá
sé	sé
sin	sin
dírighthe	dírithe
ar	ar
an	an
áird	aird
cheanann	cheannann
chéadna	chéanna
go	go
\n	\n
rabhais	raibh tú
ag	ag
féachaint	féachaint
uirthe	uirthi
nóimeat	nóiméad
ó	ó
shoin	shin
,	,
”	”
ar	ar
seisean	seisean
.	.
\n	\n
\n	\n
“	“
An	An
bhfeiceann	bhfeiceann
tú	tú
an	an
phláinéid	phláinéid
?	?
”	”
\n	\n
\n	\n
“	“
Ní	Ní
fheicim	fheicim
,	,
”	”
arsa	arsa
Seán	Seán
.	.
“	“
Níl	Níl
sí	sí
ann	ann
chuige	chuige
.	.
Leig	Lig
\n	\n
dom	dom
í	í
fheiscint	fheiceáil
arís	arís
.	.
”	”
\n	\n
\n	\n
Do	Do
leig	lig
an	an
réaltóir	réaltóir
a	a
mhian	mhian
leis	leis
.	.
D'fhan	D'fhan
Seán	Seán
ar	ar
\n	\n
feadh	feadh
tamaill	tamaill
fhada	fhada
ag	ag
féachaint	féachaint
ar	ar
an	an
bpláinéid	bpláinéid
agus	agus
é	é
\n	\n
\n	\n
___MANANPH_00005___	___MANANPH_00005___
\n	\n
ag	ag
déanamh	déanamh
iongantais	iontais
di	di
,	,
a	a
ghile	ghile
a	a
bhí	bhí
sí	sí
,	,
a	a
sholasmhaire	sholasmhaire
\n	\n
a	a
bhí	bhí
sí	sí
,	,
a	a
áilne	áille
a	a
bhí	bhí
sí	sí
.	.
Anonn	Anonn
leis	leis
chun	chun
an	an
chiandracáin	chiandracáin
\n	\n
eile	eile
annsan	ansin
agus	agus
d'fhéach	d'fhéach
tríd	tríd
.	.
Ní	Ní
raibh	raibh
rud	rud
ar	ar
bith	bith
ann	ann
.	.
\n	\n
D'fhéach	D'fhéach
sé	sé
ar	ar
an	an
réaltóir	réaltóir
agus	agus
do	do
thochas	thochas
a	a
cheann	cheann
.	.
\n	\n
\n	\n
“	“
Tá	Tá
ag	ag
dul	dul
díom	díom
bun	bun
ná	ná
barr	barr
a	a
dhéanamh	dhéanamh
de'n	den
scéal	scéal
,	,
”	”
\n	\n
ar	ar
seisean	seisean
.	.
“	“
Nuair	Nuair
a	a
fhéachaim	fhéachaim
tríd	tríd
an	an
gciandracán	gciandracán
\n	\n
thall	thall
chím	feicim
pláinéid	pláinéid
áluinn	álainn
airgeadtha	airgeadaithe
,	,
agus	agus
nuair	nuair
a	a
fhéachaim	fhéachaim
\n	\n
tríd	tríd
an	an
gciandracán	gciandracán
so	seo
níl	níl
rud	rud
ar	ar
bith	bith
ann	ann
.	.
”	”
\n	\n
\n	\n
Do	Do
gháir	gháir
an	an
réaltóir	réaltóir
arís	arís
.	.
Ba	Ba
léir	léir
gur	gur
bhain	bhain
sé	sé
\n	\n
ana-shult	an-sult
as	as
an	an
iongnadh	ionadh
a	a
bhí	bhí
ar	ar
an	an
bhfear	bhfear
eile	eile
.	.
\n	\n
\n	\n
“	“
Ciandracán	Ciandracán
coitchianta	coitianta
is	is
eadh	ea
an	an
ceann	ceann
san	san
,	,
”	”
\n	\n
ar	ar
seisean	seisean
,	,
“	“
ach	ach
toradh	toradh
m'i'ntlidheachta	m'i'ntlidheachta
féin	féin
agus	agus
toradh	toradh
\n	\n
mo	mo
shaothair	shaothair
féin	féin
atá	atá
sa	sa
cheann	cheann
so	seo
.	.
Bhain	Bhain
sé	sé
deich	deich
mbliana	mbliana
\n	\n
dhíom	díom
an	an
ciandracán	ciandracán
so	seo
a	a
dhéanamh	dhéanamh
.	.
Ach	Ach
is	is
maith	maith
is	is
fiú	fiú
é	é
\n	\n
a	a
bhfuaireas	fuair mé
d'á	dá
dhuadh	dhua
,	,
”	”
ar	ar
seisean	seisean
,	,
agus	agus
do leag	leag
sé	sé
a	a
\n	\n
lámh	lámh
air	air
chomh	chomh
grádhmhar	grámhar
agus	agus
a	a
leagfadh	leagfadh
máthair	máthair
a	a
lámh	lámh
ar	ar
\n	\n
cheann	cheann
leinbh	linbh
ionmhuin	ionúin
.	.
“	“
Tugann	Tugann
sé	sé
radharc	radharc
dom	dom
ar	ar
rud	rud
\n	\n
ná feaca	nach bhfaca
súil	súil
duine	duine
riamh	riamh
romham	romham
,	,
ach	ach
amháin	amháin
,	,
b'fhéidir	b'fhéidir
,	,
\n	\n
súile	súile
na	na
n-eolgach	n-eolgach
san	san
Éigipt	Éigipt
anallód	anallód
.	.
”	”
\n	\n
\n	\n
Agus	Agus
bhí	bhí
solas	solas
ina	ina
shúile	shúile
agus	agus
luisne	luisne
ina	ina
leacain	leaca
\n	\n
agus	agus
é	é
ag	ag
rádh	rá
na	na
cainte	cainte
sin	sin
.	.
Do	Do
shiubhail	shiúil
Máirtín	Máirtín
Mac	Mac
\n	\n
Con	Con
Midhe	Midhe
anonn	anonn
chuige	chuige
agus	agus
do rug	rug
ar	ar
láimh	láimh
air	air
.	.
\n	\n
\n	\n
“	“
Molaim	Molaim
do	do
shaothar	shaothar
,	,
”	”
ar	ar
seisean	seisean
,	,
“	“
agus	agus
molaim	molaim
\n	\n
do	do
chuid	chuid
eolais	eolais
agus	agus
molaim	molaim
an	an
dúthracht	dúthracht
a	a
spreag	spreag
chun	chun
na	na
\n	\n
hoibre	hoibre
thú	thú
.	.
Tá	Tá
rud	rud
agat	agat
annsan	ansin
a	a
bhéarfaidh	bhéarfaidh
clú	clú
is	agus
cáil	cáil
\n	\n
ort	ort
ar fuaid	ar fud
an	an
domhain	domhain
.	.
Tá	Tá
reann	rinn
nimhe	nimhe
nochtuighthe	nochtuithe
\n	\n
\n	\n
___MANANPH_00006___	___MANANPH_00006___
\n	\n
agat	agat
a	a
bhí	bhí
ceilte	ceilte
ar	ar
shúilibh	shúile
an	an
duine	duine
go	go
dtí	dtí
so	seo
.	.
Cad	Cad
é	é
an	an
\n	\n
ainm	ainm
a	a
thabharfaidh	thabharfaidh
tú	tú
air	air
?	?
”	”
\n	\n
\n	\n
“	“
Níor	Níor
chuimhnigheas	chuimhnigh mé
fós	fós
ar	ar
aon	aon
ainm	ainm
a	a
bheadh	bheadh
oireamhnach	oiriúnach
\n	\n
dó	dó
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
\n	\n
\n	\n
“	“
Ainmneacha	Ainmneacha
seana-dhéithe	seandéithe
na	na
Gréige	Gréige
atá	atá
ar	ar
fhurmhór	fhormhór
\n	\n
na	na
réalta	réalta
,	,
”	”
arsa	arsa
an	an
fear	fear
eile	eile
.	.
“	“
Ba	Ba
cheart	cheart
duit	duit
ainm	ainm
\n	\n
duine	duine
de	de
sheana-dhéithe	sheandéithe
na	na
hÉireann	hÉireann
a	a
thabhairt	thabhairt
air	air
seo	seo
.	.
”	”
\n	\n
\n	\n
“	“
Cad	Cad
déarfa	déarfá
le	le
Manannan	Manannan
mar	mar
ainm	ainm
air	air
?	?
”	”
arsa	arsa
\n	\n
Seán	Seán
.	.
\n	\n
\n	\n
“	“
Is	Is
breágh	breá
an	an
ainm	ainm
é	é
,	,
gan	gan
aon	aon
amhras	amhras
,	,
”	”
arsa	arsa
\n	\n
Máirtín	Máirtín
.	.
\n	\n
\n	\n
“	“
Tá	Tá
dóthain	dóthain
aon	aon
phláinéide	phláinéide
d'ainm	d'ainm
ann	ann
,	,
”	”
arsa	arsa
an	an
\n	\n
réaltóir	réaltóir
.	.
“	“
Baistim	Baistim
Manannán	Manannán
mar	mar
ainm	ainm
feasta	feasta
air	air
.	.
”	”
\n	\n
\n	\n
“	“
Bhfuil	bhFuil
aon	aon
eolas	eolas
agat	agat
i	i
dtaobh	dtaobh
an	an
bhrait	bhrait
gheasa	gheasa
atá	atá
\n	\n
timcheall	timpeall
air	air
?	?
”	”
arsa	arsa
Máirtín	Máirtín
.	.
\n	\n
\n	\n
“	“
Is	Is
beag	beag
é	é
m'eolas	m'eolas
air	air
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
“	“
Ní	Ní
\n	\n
féidir	féidir
do	do
shúilibh	shúile
an	an
duine	duine
feiscint	feiceáil
tríd	tríd
ach	ach
leigeann	ligeann
sé	sé
\n	\n
solas	solas
na	na
gréine	gréine
tríd	tríd
isteach	isteach
.	.
Mara	Mura
mbeadh	mbeadh
go	go
leigeann	ligeann
\n	\n
ní	ní
bheadh	bheadh
aon	aon
tsolas	solas
i	i
Manannán	Manannán
ach	ach
é	é
dubh	dubh
dorcha	dorcha
ar	ar
fad	fad
.	.
\n	\n
Agus	Agus
ó'n	ón
radharc	radharc
atá	atá
fachta	faighte
againn	againn
air	air
,	,
is	is
léir	léir
dúinn	dúinn
go	go
\n	\n
bhfuil	bhfuil
solas	solas
ann	ann
.	.
Fanann	Fanann
an	an
geas	gás
san	sin
gan	gan
scaipeadh	scaipeadh
\n	\n
i n-aon	in aon
dlúth-bhrat	dlúth-bhrat
amháin	amháin
timcheall	timpeall
ar	ar
Mhanannán	Mhanannán
ach	ach
tá	tá
\n	\n
spás	spás
fairsing	fairsing
folamh	folamh
idir	idir
é	é
agus	agus
aer	aer
na	na
háite	háite
i	i
dtreo	dtreo
is	is
\n	\n
ná	nach
meascann	meascann
siad	siad
ar	ar
a	a
chéile	chéile
i n-aon	in aon
chor	chor
.	.
Fágann	Fágann
san	sin
,	,
\n	\n
má	má
tá	tá
nimh	nimh
sa	sa
geas	gás
(	(
rud	rud
nách	nach
eol	eol
dom	dom
go	go
fóill	fóill
)	)
ná	ná
deineann	déanann
\n	\n
sé	sé
aon	aon
díoghbháil	díobháil
do'n	don
aer	aer
.	.
”	”
\n	\n
\n	\n
___MANANPH_00007___	___MANANPH_00007___
\n	\n
\n	\n
“	“
Agus	Agus
an	an
bhfuil	bhfuil
aer	aer
ann	ann
?	?
”	”
arsa	arsa
Seán	Seán
,	,
agus	agus
an	an
dá	dá
\n	\n
shúil	shúil
ag	ag
dul	dul
amach	amach
as	as
a	a
cheann	cheann
le	le
suim	suim
sa	sa
scéal	scéal
.	.
\n	\n
\n	\n
“	“
Tá	Tá
aer	aer
ann	ann
agus	agus
tá	tá
uisce	uisce
ann	ann
agus	agus
tá	tá
fásraighe	fásraighe
\n	\n
ann	ann
,	,
díreach	díreach
mar	mar
atá	atá
ar	ar
an ndomhan	an domhan
so	seo
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
.	.
\n	\n
\n	\n
Do	Do
bhíodhg	bhíog
Máirtín	Máirtín
.	.
\n	\n
\n	\n
“	“
Má	Má
tá	tá
aer	aer
ann	ann
,	,
”	”
ar	ar
seisean	seisean
,	,
“	“
agus	agus
má	má
tá	tá
uisce	uisce
\n	\n
ann	ann
.	.
b'fhéidir	b'fhéidir
go	go
bhfuil	bhfuil
daoine	daoine
ann	ann
.	.
”	”
\n	\n
\n	\n
“	“
Sin	Sin
í	í
an	an
cheist	cheist
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
,	,
agus	agus
ba	ba
dhóigh	dhóigh
\n	\n
le	le
duine	duine
gur	gur
leis	leis
féin	féin
a	a
bhí	bhí
sé	sé
ag	ag
labhairt	labhairt
.	.
“	“
Bhfuil	bhFuil
daoine	daoine
\n	\n
ann	ann
?	?
Sin	Sin
í	í
an	an
cheist	cheist
atá	atá
le	le
réidhteach	réiteach
anois	anois
agam	agam
.	.
”	”
\n	\n
\n	\n
“	“
Agus	Agus
cá	cá
bhfuil	bhfuil
réidhteach	réiteach
na	na
ceiste	ceiste
sin	sin
le	le
fáil	fáil
?	?
”	”
\n	\n
arsa	arsa
Máirtín	Máirtín
.	.
\n	\n
\n	\n
“	“
Níl	Níl
réidhteach	réiteach
na	na
ceiste	ceiste
sin	sin
le	le
fáil	fáil
ach	ach
i n-aon	in aon
áit	áit
\n	\n
amháin	amháin
.	.
"	"
\n	\n
\n	\n
“	“
Agus	Agus
cad	cad
é	é
an	an
áit	áit
é	é
sin	sin
?	?
”	”
arsa	arsa
Seán	Seán
Ó	Ó
Maolchatha	Maolchatha
.	.
\n	\n
\n	\n
“	“
Níl	Níl
réidhtheach	réiteach
na	na
ceiste	ceiste
sin	sin
le	le
fáil	fáil
ach	ach
amháin	amháin
ar	ar
\n	\n
Mhanannán	Mhanannán
féin	féin
.	.
”	”
\n	\n
\n	\n
“	“
Má's	Más
mar	mar
sin	sin
atá	atá
an	an
scéal	scéal
”	”
arsa	arsa
Seán	Seán
“	“
is	is
\n	\n
baoghalach	baolach
go	go
gcaithfear	gcaithfear
í	í
fhágaint	fhágáil
gan	gan
réidhteach	réiteach
,	,
mar	mar
cheist	cheist
.	.
”	”
\n	\n
\n	\n
“	“
Ní	Ní
hannso	hannso
atá	atá
réidhteach	réiteach
na	na
ceiste	ceiste
le	le
fáil	fáil
,	,
”	”
arsa	arsa
\n	\n
an	an
réaltóir	réaltóir
,	,
“	“
ach	ach
ní	ní
fágfar	fágfar
gan	gan
réidhteach	réiteach
í	í
.	.
Tá	Tá
réidhteach	réiteach
\n	\n
na	na
ceiste	ceiste
le	le
fáil	fáil
ar	ar
Mhanannán	Mhanannán
féin	féin
agus	agus
is	is
ann	ann
a	a
chaithfead	chaithfidh mé
\n	\n
dul	dul
á	á
lorg	lorg
.	.
Agus	Agus
sin	sin
é	é
an	an
fáth	fáth
gur	gur
iarras	iarr mé
ort-sa	ortsa
,	,
A	A
\n	\n
Sheáin	Sheáin
Uí	Uí
Mhaolchatha	Mhaolchatha
,	,
teacht	teacht
chun	chun
an	an
tighe	tí
seo	seo
anocht	anocht
.	.
”	”
\n	\n
\n	\n
___MANANPH_00008___	___MANANPH_00008___
\n	\n
\n	\n
Do	Do
rith	rith
mar	mar
a	a
bheadh	bheadh
síoga	síoga
síos	síos
fan	fan
cnámha	cnámha
droma	droma
an	an
\n	\n
eiteallanuí	eiteallanuí
.	.
Is	Is
mó	iomaí
contabhairt	contúirt
gur	gur
ghaibh	ghabh
sé	sé
tríd	tríd
ó'n	ón
\n	\n
lá	lá
a	a
bhain	bhain
só	só
amach	amach
a	a
theastas	theastas
mar	mar
Phíolóid	Phíolóid
eitealláin	eitleáin
,	,
ach	ach
\n	\n
thuig	thuig
sé	sé
ná raibh	nach raibh
