source	target
réaltóir	réaltóir
an	an
rud	rud
a	a
\n	\n
bhí	bhí
ina	ina
aigne	aigne
,	,
mar	mar
d'iompuigh	d'iompaigh
sé	sé
chuige	chuige
agus	agus
do labhair	labhair
leis	leis
.	.
\n	\n
\n	\n
“	“
Tá	Tá
fhios	fhios
agam	agam
ná	ná
creideann	creideann
tú	tú
mé	mé
,	,
”	”
ar	ar
seisean	seisean
.	.
\n	\n
\n	\n
“	“
Nuair	Nuair
a	a
chífead	fheicfidh mé
im'	i mo
shúilibh	shúile
cinn	cinn
féin	féin
an	an
phláinéid	phláinéid
sin	sin
\n	\n
ag	ag
lonnradh	lonradh
sa	sa
spéir	spéir
san	san
oidhche	oíche
,	,
creidfead	creidfidh mé
go	go
bhfuil	bhfuil
sí	sí
\n	\n
ann	ann
,	,
”	”
arsa	arsa
Seán	Seán
.	.
\n	\n
\n	\n
“	“
D'fhéach	D'fhéach
an	an
réaltóir	réaltóir
air	air
ar	ar
feadh	feadh
nóimitín	nóimitín
agus	agus
\n	\n
iarracht	iarracht
d'fheirg	d'fheirg
air	air
,	,
ach	ach
annsan	ansin
do chaith	chaith
sé	sé
a	a
cheann	cheann
siar	siar
.	.
\n	\n
Agus	Agus
do chuir	a chuir
gáire	gáire
as	as
.	.
\n	\n
\n	\n
“	“
Bíodh	Bíodh
foidhne	foighne
agat	agat
go	go
fóill	fóill
beag	beag
,	,
”	”
ar	ar
seisean	seisean
,	,
\n	\n
“	“
agus	agus
chífir	feicfidh tú
í	í
.	.
”	”
\n	\n
\n	\n
Bhí	Bhí
an	an
fear	fear
eile	eile
ag	ag
féachaint	féachaint
go	go
géar	géar
idir	idir
an	an
dá	dá
shúil	shúil
air	air
.	.
\n	\n
\n	\n
“	“
A	A
Mhichíl	Mhichíl
Uí	Uí
Fhlaithimh	Fhlaithimh
,	,
”	”
ar	ar
seisean	seisean
,	,
“	“
mar	mar
adubhairt	a dúirt
\n	\n
mé	mé
cheana	cheana
,	,
is	is
tú	tú
an	an
réaltóir	réaltóir
is	is
fearr	fearr
agus	agus
is	is
mó	mó
cáil	cáil
ar	ar
\n	\n
domhan	domhan
.	.
Má	Má
deir	deir
tú	tú
liom	liom
go	go
bhfuil	bhfuil
a	a
leithéid	leithéid
de	de
pláinéid	pláinéid
\n	\n
ann	ann
géillim	géillim
duit	duit
go	go
bhfuil	bhfuil
sí	sí
ann	ann
,	,
agus	agus
gan	gan
de	de
dheimhniú	dheimhniú
\n	\n
agam	agam
ar	ar
fhírinne	fhírinne
do	do
scéil	scéil
ach	ach
t'fhocal	d'fhocal
amháin	amháin
.	.
Ach	Ach
fiafruighim	fiafraím
\n	\n
an	an
méid	méid
seo	seo
dhíot	díot
.	.
Má	Má
tá	tá
an	an
phláinéid	phláinéid
sin	sin
ann	ann
\n	\n
cad	cad
'na	ina
thaobh	thaobh
ná	ná
feictear	feictear
í	í
?	?
”	”
\n	\n
\n	\n
“	“
Sin	Sin
í	í
an	an
cheist	cheist
,	,
”	”
arsa	arsa
Seán	Seán
Ó	Ó
Maolchatha	Maolchatha
,	,
agus	agus
do bhuail	bhuail
\n	\n
sé	sé
buille	buille
d'á	dá
bhais	bhois
anuas	anuas
ar	ar
a	a
leath-ghlúin	leathghlúin
.	.
“	“
Má	Má
\n	\n
tá	tá
sí	sí
ann	ann
cad	cad
'na	ina
thaobh	thaobh
ná	ná
feictear	feictear
í	í
?	?
”	”
\n	\n
\n	\n
“	“
Tá	Tá
sí	sí
ann	ann
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
,	,
“	“
agus	agus
ní	ní
feictear	feictear
í	í
.	.
\n	\n
'Neosfad	Inseoidh mé
daoibh	daoibh
ché'n	cén
fáth	fáth
.	.
”	”
\n	\n
\n	\n
___MANANPH_00003___	___MANANPH_00003___
\n	\n
\n	\n
Do	Do
shuidh	shuigh
sé	sé
sa	sa
chathaoir	chathaoir
arís	arís
agus	agus
do bhain	bhain
cúpla	cúpla
seach	seachain
\n	\n
as	as
a	a
phíopa	phíopa
.	.
\n	\n
\n	\n
“	“
Ní	Ní
feictear	feictear
an	an
phláinéid	phláinéid
sin	sin
,	,
”	”
ar	ar
seisean	seisean
,	,
“	“
toisc	toisc
\n	\n
brat	brat
tiugh	tiubh
de	de
gheas	gheis
éigin	éigin
an-aithnid	anaithnid
a	a
bheith	bheith
timcheall	timpeall
uirthe	uirthi
,	,
\n	\n
á	á
ceilt	ceilt
.	.
Sin	Sin
é	é
an	an
fáth	fáth
go	go
bhfuil	bhfuil
sí	sí
foluighthe	folaithe
ó	ó
shúilibh	shúile
an	an
\n	\n
chine	chine
daonna	daonna
,	,
agus	agus
sin	sin
é	é
an	an
fáth	fáth
ná	ná
feictear	feictear
sa	sa
spéir	spéir
san	san
\n	\n
oidhche	oíche
í	í
,	,
mar	mar
a	a
chítear	fheictear
na	na
pláinéidí	pláinéidí
eile	eile
.	.
”	”
\n	\n
\n	\n
“	“
Ach	Ach
maran	mura
féidir	féidir
í	í
fheiscint	fheiceáil
cá	cá
bhfios	bhfios
duit	duit
í	í
bheith	bheith
\n	\n
ann	ann
?	?
”	”
arsa	arsa
Seán	Seán
.	.
\n	\n
\n	\n
“	“
Scéal	Scéal
fada	fada
é	é
sin	sin
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
,	,
“	“
agus	agus
bainfidh	bainfidh
\n	\n
sé	sé
tamall	tamall
fada	fada
dhíom	díom
é	é
innsint	insint
.	.
”	”
\n	\n
\n	\n
I	I
dtigh	dtigh
an	an
réaltóra	réaltóra
a	a
bhí	bhí
an	an
triúr	triúr
fear	fear
agus	agus
iad	iad
tar	tar
\n	\n
éis	éis
dinnéar	dinnéar
a	a
chaitheamh	chaitheamh
ann	ann
.	.
Eiteallánuí	Eiteallánuí
clúmhail	clúiteach
ab	ab
\n	\n
eadh	ea
Seán	Seán
Ó	Ó
Maolchatha	Maolchatha
.	.
Bhí	Bhí
sé	sé
tugtha	tugtha
suas	suas
dó	dó
gurbh	gurbh
é	é
\n	\n
an	an
píolóid	piolóid
ba	ba
chliste	chliste
agus	agus
ba	ba
neamh-eaglaighe	neamheaglaí
d'á	dá
raibh	raibh
\n	\n
ann	ann
le n-a	lena
linn	linn
.	.
“	“
Tá	Tá
Dia	Dia
buidheach	buíoch
de	de
Sheán	Sheán
Ó	Ó
Maolchatha	Maolchatha
,	,
”	”
\n	\n
adeireadh	a deireadh
daoine	daoine
.	.
Agus	Agus
ní	ní
raibh	raibh
aon	aon
amhras	amhras
ná	ná
go dtáinig	gur tháinig
\n	\n
sé	sé
slán	slán
as	as
gach	gach
contabhairt	contúirt
d'á	dá
rug	rug
riamh	riamh
air	air
.	.
\n	\n
\n	\n
Ollamh	Ollamh
san	san
Ollscoil	Ollscoil
ab	ab
eadh	ea
an	an
tarna	dara
fear	fear
agus	agus
\n	\n
Máirtín	Máirtín
Mac	Mac
Con	Con
Midhe	Midhe
ab	an
ainm	ainm
agus	agus
ba	ba
shloinne	shloinne
dhó	dó
.	.
\n	\n
Bhí	Bhí
clú	clú
agus	agus
cáil	cáil
air	air
ar fuaid	ar fud
an	an
domhain	domhain
i	i
gcúrsaí	gcúrsaí
\n	\n
eoluidheachta	eolaíochta
.	.
\n	\n
\n	\n
Bhí	Bhí
an	an
réaltóir	réaltóir
ina	ina
shuidhe	shuí
sa	sa
chathaoir	chathaoir
agus	agus
é	é
ag	ag
\n	\n
féachaint	féachaint
ar	ar
an	an
mbeirt	mbeirt
aca	acu
agus	agus
iarracht	iarracht
de	de
mhagadh	mhagadh
ina	ina
\n	\n
shúilibh	shúile
.	.
\n	\n
\n	\n
___MANANPH_00004___	___MANANPH_00004___
\n	\n
\n	\n
“	“
Bhí	Bhí
cúis	cúis
fé	faoi
leith	leith
agam	agam
le	le
cuaireadh	cuaireadh
a	a
thabhairt	thabhairt
do'n	don
\n	\n
bheirt	bheirt
agaibh	agaibh
chun	chun
teacht	teacht
annso	anseo
anocht	anocht
,	,
”	”
ar	ar
seisean	seisean
.	.
\n	\n
“	“
Sé	Sé
Seán	Seán
Ó	Ó
Maolchatha	Maolchatha
an	an
t-eiteallánuí	t-eiteallánuí
is	is
fearr	fearr
ar	ar
\n	\n
domhan	domhan
,	,
agus	agus
tá	tá
tuiscint	tuiscint
ag	ag
Máirtín	Máirtín
Mac	Mac
Con	Con
Midhe	Midhe
i	i
\n	\n
gcúrsaí	gcúrsaí
eoluidheachta	eolaíochta
thar	thar
mar	mar
atá	atá
ag	ag
aon	aon
fhear	fhear
eile	eile
beo	beo
.	.
\n	\n
Mar	Mar
gheall	gheall
ar	ar
na	na
tréithe	tréithe
sin	sin
sa	sa
bheirt	bheirt
agaibh	agaibh
is	is
eadh	ea
iarras	iarr mé
\n	\n
oraibh	oraibh
teacht	teacht
chun	chun
an	an
tighe	tí
anocht	anocht
.	.
”	”
\n	\n
\n	\n
D'fhéach	D'fhéach
an	an
bheirt	bheirt
eile	eile
ar	ar
a	a
chéile	chéile
.	.
\n	\n
\n	\n
“	“
An	An
as	as
a	a
mheabhair	mheabhair
atá	atá
sé	sé
?	?
”	”
adubhairt	dúirt
a	a
súile	súile
.	.
\n	\n
Ní	Ní
dubhairt	dúirt
a	a
mbéal	mbéal
aon	aon
fhocal	fhocal
,	,
ámhthach	áfach
.	.
\n	\n
\n	\n
Is	Is
maith	maith
a	a
thuig	thuig
an	an
réaltóir	réaltóir
an	an
rud	rud
a	a
bhí	bhí
ina	ina
n-aigne	n-aigne
aca	acu
.	.
\n	\n
\n	\n
“	“
Is	Is
dóigh	dóigh
libh	libh
gur	gur
as	as
mo	mo
mheabhair	mheabhair
atáim	atáim
,	,
”	”
ar	ar
seisean	seisean
,	,
\n	\n
“	“
ach	ach
bíodh	bíodh
foidhne	foighne
agaibh	agaibh
.	.
Agus	Agus
léireochad	léireoidh mé
daoibh	daoibh
ná fuil	nach bhfuil
\n	\n
mire	mire
ná	ná
mearthall	mearbhall
orm	orm
.	.
Ní	Ní
dhéanfad	dhéanfaidh mé
a	a
thuille	thuille
boghríní	boghríní
ar	ar
\n	\n
an	an
scéal	scéal
ach	ach
é	é
innsint	insint
daoibh	daoibh
díreach	díreach
fé	faoi
mar	mar
atá	atá
.	.
\n	\n
\n	\n
“	“
Deich	Deich
mbliana	mbliana
ó	ó
shoin	shin
do chaitheas	chaith mé
tamall	tamall
san	san
\n	\n
Éigipt	Éigipt
ar	ar
mo	mo
laetheanta	laethanta
saoire	saoire
.	.
Thárla	Tharla
go	go
raibh	raibh
buidhean	buíon
\n	\n
d'fhearaibh	d'fhir
léigheanta	léannta
an	an
uair	uair
sin	sin
ag	ag
tomhach	tomhach
na	na
bpluais	bpluais
\n	\n
agus	agus
na	ina
n-uaigh	n-uaigh
sa	sa
tír	tír
sin	sin
.	.
Bhí	Bhí
aithne	aithne
agam	agam
ar	ar
dhuine	dhuine
aca	acu
\n	\n
agus	agus
thug	thug
sé	sé
cuireadh	cuireadh
dhom	dom
chun	chun
dul	dul
i n-éinfheacht	in éineacht
leis	leis
ag	ag
\n	\n
feiscint	feiceáil
na	na
hoibre	hoibre
a	a
bhí	bhí
á	á
dhéanamh	dhéanamh
aca	acu
.	.
Is	Is
amhlaidh	amhlaidh
a	a
\n	\n
bhíodar	bhíodar
tar	tar
éis	éis
teacht	teacht
ar	ar
uaigh	uaigh
dhuine	dhuine
de	de
sheana-righthe	sheana-righthe
na	na
\n	\n
hÉigipte	hÉigipte
.	.
Bhíodh	Bhíodh
cúntaisí	cuntais
ar	ar
na	na
páipéir	páipéir
i	i
dtaobh	dtaobh
na	na
\n	\n
huaighe	huaighe
san	san
am	am
,	,
agus	agus
is	is
dócha	dócha
gur	gur
léigh	léigh
an	an
bheirt	bheirt
agaibh	agaibh
iad	iad
.	.
”	”
\n	\n
\n	\n
“	“
Is	Is
cuimhin	cuimhin
liom	liom
iad	iad
,	,
arsa	arsa
Máirtín	Máirtín
.	.
“	“
Dubhairt	Dúirt
\n	\n
\n	\n
___MANANPH_00005___	___MANANPH_00005___
\n	\n
lucht	lucht
na	na
bpáipéar	bpáipéar
ná	ná
fuarathas	fuarthas
oiread	oiread
seod	seod
seanda	seanda
i n-aon	in aon
\n	\n
uaigh	uaigh
riamh	riamh
agus	agus
a	a
fuarathas	fuarthas
san	san
uaigh	uaigh
sin	sin
.	.
”	”
\n	\n
\n	\n
“	“
Bhí	Bhí
an	an
ceart	ceart
ag	ag
lucht	lucht
na	na
bpáipéar	bpáipéar
,	,
”	”
arsa	arsa
an	an
\n	\n
réaltóir	réaltóir
.	.
“	“
Ní	Ní
beag	beag
de	de
sheó	sheó
a	a
bhfuarathas	bhfuarathas
d'árthaí	d'árthaí
agus	agus
\n	\n
de	de
sheoda	sheoda
agus	agus
d'iarsmaí	d'iarsmaí
de	de
gach	gach
aon	aon
tsaghas	saghas
ins an	san
uaigh	uaigh
\n	\n
sin	sin
.	.
Agus	Agus
fuarathas	fuarthas
,	,
leis	leis
,	,
innte	inti
,	,
mór-chuid	mórchuid
pár	pár
,	,
nó	nó
\n	\n
paipírí	paipírí
,	,
agus	agus
scríbhinní	scríbhinní
doimhne	doimhne
do-léighte	doléite
ortha	orthu
.	.
Bhí	Bhí
sé	sé
\n	\n
d'ádh	d'ádh
orm-sa	ormsa
seilbh	seilbh
d'fháil	d'fháil
ar	ar
cheann	cheann
de sna	de na
paipírí	paipírí
sin	sin
.	.
\n	\n
Is	Is
le	le
duadh	dua
a	a
fuaireas	fuair mé
é	é
,	,
ach	ach
scéal	scéal
eile	eile
é	é
sin	sin
agus	agus
ní	ní
\n	\n
'neosfad	inseoidh mé
daoibh	daoibh
anocht	anocht
e	é
.	.
”	”
\n	\n
\n	\n
D'fhéach	D'fhéach
an	an
bheirt	bheirt
eile	eile
ar	ar
a	a
chéile	chéile
ach	ach
ní	ní
dubhradar	dúradar
\n	\n
aon	aon
fhocal	fhocal
.	.
\n	\n
\n	\n
“	“
Téasbáinfead	Téasbáinfead
daoibh	daoibh
é	é
.	.
Tá	Tá
fhios	fhios
agam	agam
gur	gur
maith	maith
\n	\n
le	le
Seán	Seán
Ó	Ó
Maolchatha	Maolchatha
gach	gach
éinní	aon ní
a	a
fheiscint	fheiceáil
ina	ina
shúilibh	shúile
cinn	cinn
\n	\n
féin	féin
.	.
”	”
\n	\n
\n	\n
Anonn	Anonn
leis	leis
do'n	don
chomhrainn	chónra
daingin	daingin
a	a
bhí	bhí
i	i
gcúinne	gcúinne
\n	\n
de'n	den
tseomra	seomra
,	,
agus	agus
do bhain	bhain
an	an
glas	glas
di	di
.	.
Bhí	Bhí
carn	carn
\n	\n
páipéar	páipéar
sa	sa
chomhrainn	chónra
.	.
Do thóg	Thóg
sé	sé
na	na
páipéir	páipéir
ina	ina
láimh	láimh
agus	agus
\n	\n
do	do
nocht	nocht
bosca	bosca
beag	beag
iarainn	iarainn
fútha	fúthu
.	.
Do thóg	Thóg
sé	sé
an	an
bosca	bosca
\n	\n
as	as
an	an
gcomhrainn	gcónra
agus	agus
tháinig	tháinig
thar n-ais	ar ais
chun	chun
a'chathaoireach	a'chathaoireach
.	.
\n	\n
Bhain	Bhain
sé	sé
eochair	eochair
bheag	bheag
as	as
a	a
phóca	phóca
agus	agus
d'oscail	d'oscail
an	an
bosca	bosca
.	.
\n	\n
Bhí	Bhí
seana-phár	seana-phár
istigh	istigh
ann	ann
.	.
Do	Do
chróm	chróm
an	an
bheirt	bheirt
eile	eile
níos	níos
\n	\n
giorra	giorra
dhó	dó
chun	chun
é	é
fheiscint	fheiceáil
.	.
Do thóg	Thóg
sé	sé
an	an
pár	pár
as	as
an	an
\n	\n
mbosca	mbosca
agus	agus
do	do
leathnuigh	leathnaigh
amach	amach
é	é
.	.
\n	\n
\n	\n
“	“
Chíonn	Fheiceann
sibh	sibh
cad	cad
tá	tá
ann	ann
,	,
”	”
ar	ar
seisean	seisean
.	.
\n	\n
\n	\n
___MANANPH_00006___	___MANANPH_00006___
\n	\n
\n	\n
“	“
Diabhal	Diabhal
a	a
bhfeadar-sa	bhfeadar-sa
cad	cad
tá	tá
ann	ann
,	,
”	”
arsa	arsa
Seán	Seán
ó	ó
\n	\n
Maolchatha	Maolchatha
.	.
“	“
Ní	Ní
fheicim-se	fheicimse
ann	ann
ach	ach
píosa	píosa
de	de
sheana-phár	sheana-phár
\n	\n
dhuidhe	dhuidhe
agus	agus
é	é
ag	ag
tuitim	titim
as	as
a	a
chéile	chéile
leis	leis
an	an
aois	aois
.	.
”	”
\n	\n
\n	\n
“	“
Cairt	Cairt
nó	nó
léarscáil	léarscáil
atá	atá
ann	ann
,	,
arsa	arsa
Máirtín	Máirtín
.	.
\n	\n
\n	\n
“	“
Tá	Tá
an	an
ceart	ceart
agat	agat
,	,
”	”
arsa	arsa
an	an
réaltóir	réaltóir
,	,
“	“
cairt	cairt
nó	nó
\n	\n
léarscáil	léarscáil
atá	atá
ann	ann
.	.
Léarscáil	Léarscáil
de'n	den
spéir	spéir
atá	atá
ann	ann
.	.
\n	\n
Féach	Féach
air	air
sin	sin
,	,
a	a
Sheáin	Sheáin
,	,
agus	agus
air	air
sin	sin
,	,
agus	agus
air	air
sin	sin
.	.
Ná	Nach
\n	\n
haithnigheann	n-aithníonn
tú	tú
an	an
Cam-Chéacht	Cam-Chéacht
agus	agus
na	na
réalta	réalta
eile	eile
atá	atá
\n	\n
ar	ar
eolas	eolas
agat	agat
?	?
Gach	Gach
aon	aon
cheann	cheann
aca	acu
breacuithe	breactha
síos	síos
chomh	chomh
\n	\n
cruinn	cruinn
beacht	beacht
agus	agus
a	a
dhéanfainn	dhéanfainn
féin	féin
iad	iad
.	.
”	”
\n	\n
\n	\n
“	“
Am'	I mo
briathar	briathar
ach	ach
go	go
bhfuil	bhfuil
an	an
ceart	ceart
agat	agat
,	,
”	”
arsa	arsa
Seán	Seán
\n	\n
agus	agus
an	an
dá	dá
shúil	shúil
ag	ag
dul	dul
amach	amach
as	as
a	a
cheann	cheann
le	le
hiongantas	hiontas
\n	\n
an	an
scéil	scéil
.	.
\n	\n
\n	\n
“	“
Táid	Tá siad
go	go
léir	léir
ann	ann
go	go
cruinn	cruinn
is	is
go	go
beacht	beacht
,	,
”	”
arsa	arsa
an	an
\n	\n
réaltóir	réaltóir
arís	arís
.	.
“	“
Ach	Ach
tá	tá
rud	rud
ar	ar
an	an
gcairt	gcairt
sin	sin
a	a
chuir	chuir
\n	\n
iongantas	iontas
orm-sa	ormsa
an	an
chéad	chéad
uair	uair
a	a
chonnac	chonaic
í	í
.	.
Tá	Tá
pláinéid	pláinéid
\n	\n
uirthe	uirthi
de	de
breis	breis
ar	ar
na	na
cinn	cinn
atá	atá
ar	ar
eolas	eolas
againne	againne
.	.
”	”
\n	\n
\n	\n
“	“
An	An
ndeireann	ndeir
tú	tú
liom	liom
é	é
?	?
”	”
arsa	arsa
an	an
t-eiteallánuí	t-eiteallánuí
\n	\n
agus	agus
an	an
’	’
dá	dá
shúil	shúil
sáidhte	sáite
sa	sa
chairt	chairt
aige	aige
.	.
\n	\n
\n	\n
“	“
Dubhart	Dúirt mé
liom	liom
féin	féin
i	i
dtosach	dtosach
gur	gur
dócha	dócha
gur	gur
dearmhad	dearmad
\n	\n
a	a
bhí	bhí
ar	ar
án	an
té	té
a	a
dhein	rinne
an	an
chairt	chairt
,	,
ach	ach
do thuigeas	thuig mé
ar	ar
a	a
chruinne	chruinne
\n	\n
a	a
bhí	bhí
gach	gach
aon	aon
nidh	ní
breacuithe	breactha
síos	síos
aige	aige
gurbh	gurbh
eoluidhe	eolaí
cliste	cliste
\n	\n
oilte	oilte
é	é
,	,
gurbh	gurbh
fhear	fhear
é	é
ná déanfadh	nach ndéanfadh
dearmhad	dearmad
ach	ach
oiread	oiread
is	is
\n	\n
a	a
dhéanfainn	dhéanfainn
féin	féin
dearmhad	dearmad
,	,
nó	nó
oiread	oiread
is	is
a	a
dhéanfadh	dhéanfadh
\n	\n
Seán	Seán
dearmhad	dearmad
agus	agus
é	é
i	i
mbun	mbun
aon	aon
nidh	ní
a	a
bhaineann	bhaineann
le n-a	lena
\n	\n
eiteallán	eitleán
.	.
”	”
\n	\n
\n	\n
___MANANPH_00007___	___MANANPH_00007___
\n	\n
\n	\n
“	“
Dá	Dá
ndeininn-se	ndeininn-se
dearmhad	dearmad
,	,
”	”
arsa	arsa
Seán	Seán
,	,
“	“
is	is
daor	daor
a	a
\n	\n
dhíolfainn	dhíolfainn
as	as
,	,
”	”
agus	agus
do chuir	chuir
sé	sé
smuta	smuta
gáire	gáire
as	as
.	.
\n	\n
\n	\n
“	“
Buaileadh	Buaileadh
isteach	isteach
im' aigne	i m'aigne
,	,
”	”
arsa	arsa
an	an
fear	fear
eile	eile
,	,
\n	\n
“	“
nách	nach
foláir	foláir
nó	nó
bhí	bhí
an	an
phláinéid	phláinéid
ann	ann
an	an
uair	uair
sin	sin
.	.
Ach	Ach
má	má
\n	\n
bhí	bhí
sí	sí
ann	ann
an	an
uair	uair
sin	sin
cadh	cabha
'na	ina
thaobh	thaobh
ná fuil	nach bhfuil
sí	sí
ann	ann
anois	anois
?	?
\n	\n
B'shin	Ba sin
í	í
an	an
cheist	cheist
.	.
B'shin	Ba sin
í	í
an	an
adhb	fadhb
a	a
bhain	bhain
codladh	codladh
na	na
\n	\n
hoidhche	hoíche
dhíom-sa	díomsa
ar	ar
feadh	feadh
i	i
bhfad	bhfad
.	.
B'é	Ba é
toradh	toradh
mo	mo
stuidéir	staidéir
\n	\n
agus	agus
toradh	toradh
mo	mo
mhachtnaimh	mhachnaimh
ar	ar
an	an
gceist	gceist
go	go
rabhas	raibh mé
deimhnigtheach	deimhnigtheach
\n	\n
de	de
go	go
raibh	raibh
an	an
phláinéid	phláinéid
sa	sa
spéir	spéir
san	san
áit	áit
ina	ina
raibh	raibh
\n	\n
sí	sí
breacuithe	breactha
síos	síos
ag	ag
an	an
sean-eolgach	sean-eolgach
Éigipteach	Éigipteach
,	,
ach	ach
ar	ar
chuma	chuma
\n	\n
éigin	éigin
nách	nach
féidir	féidir
í	í
fheiscint	fheiceáil
.	.
Táim	Táim
ag	ag
gabháil	gabháil
do'n	don
cheist	cheist
le	le
\n	\n
deich	deich
mbliana	mbliana
.	.
Ní	Ní
bhead	bheidh mé
bhúr	bhur
mbodhradh	mbodhaire
le	le
mion-chúntaisí	mion-chúntaisí
ar	ar
\n	\n
an	an
áireamh	áireamh
a	a
dheineas	rinne mé
ar	ar
chúrsaí	chúrsaí
na	na
pláinéid	pláinéid
,	,
ná	ná
ar	ar
an	an
méid	méid
\n	\n
saothair	saothair
a	a
dheineas	rinne mé
ar	ar
ghloiní	ghloiní
agus	agus
ar	ar
chiandhracáin	chiandhracáin
.	.
Ní	Ní
\n	\n
déarfad	déarfaidh mé
ach	ach
an	an
méid	méid
seo	seo
—	—
—	—
gur	gur
éirigh	éirigh
liom	liom
sa	sa
deire	deireadh
ciandracán	ciandracán
\n	\n
a	a
dhéanamh	dhéanamh
a	a
thugann	thugann
radharc	radharc
dom	dom
ar	ar
an	an
bpláinéid	bpláinéid
\n	\n
sin	sin
atá	atá
foluighthe	folaithe
ó	ó
shúilibh	shúile
an	an
duine	duine
.	.
”	”
\n	\n
\n	\n
“	“
Ach	Ach
ní	ní
raibh	raibh
ciandracán	ciandracán
de'n	den
tshórd	shórt
san	sin
ag	ag
an	an
sean-Éigipteach	sean-Éigipteach
,	,
”	”
\n	\n
arsa	arsa
Seán	Seán
,	,
“	“
agus	agus
nách	nach
maith	maith
go	go
bhfeaca	bhfaca
\n	\n
seisean	seisean
í	í
.	.
”	”
\n	\n
\n	\n
“	“
Ní	Ní
fheadar	fheadar
an	an
bhfeaca	bhfaca
sé	sé
í	í
.	.
Ach	Ach
bhí	bhí
fhios	fhios
aige	aige
í	í
bheith	bheith
\n	\n
ann	ann
.	.
Bhí	Bhí
fios	fios
aca	acu
súd	siúd
ná	ná
tuigimíd-ne	tuigimidne
.	.
”	”
\n	\n
\n	\n
“	“
Is	Is
iongantach	iontach
an	an
scéal	scéal
é	é
,	,
”	”
arsa	arsa
Máirtín	Máirtín
.	.
\n	\n
\n	\n
“	“
Tagaidh	Tagaigí
liom	liom
anois	anois
chun	chun
an	an
tighe	tí
ina	ina
bhfuil	bhfuil
na	na
\n	\n
ciandracáin	ciandracáin
agus	agus
teasbáinfead	taispeánfaidh mé
daoibh	daoibh
an	an
phláinéid	phláinéid
ná feaca	nach bhfaca
\n	\n
duine	duine
ar	ar
bith	bith
riamh	riamh
ach	ach
mé	mé
féin	féin
agus	agus
fir	fir
